pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → inviteCollabration,PartnershipPatient → activeParticipation/involvement,leave me a message on my phone,PartnershipProvider → inviteCollabration,leave a message,0.6876
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,leave me a message on my phone,PartnershipPatient → Clinical care,on my Pramipexole?,0.6792
PartnershipPatient → activeParticipation/involvement || SDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,leave me a message on my phone,SDOH → EconomicStability,Currently on medical leave,0.6412
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,leave me a message on my phone,PartnershipPatient → Clinical care,My rash on my arms,0.6201
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you for your time,PartnershipPatient → Appreciation/Gratitude,thank you for your time and your assistance,0.9307
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you for your time,PartnershipPatient → Appreciation/Gratitude,Thank you so much for your time,0.7525
PartnershipPatient → build trust || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you for your time,PartnershipPatient → build trust,for your reassurance,0.7396
PartnershipPatient → Clinical care || SDOH → EconomicStability,PartnershipPatient → Clinical care,I discussed a trial of Stratera,SDOH → EconomicStability,showing proof of income,0.8616
PartnershipPatient → Clinical care || SDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → Clinical care,I discussed a trial of Stratera,SDOH → NeighborhoodAndBuiltEnvironment,regardless of weather,0.8551
PartnershipPatient → Clinical care || SDOH → SocialAndCommunityContext,PartnershipPatient → Clinical care,I discussed a trial of Stratera,SDOH → SocialAndCommunityContext,3 years of taking care of him,0.7317
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,I discussed a trial of Stratera,PartnershipPatient → activeParticipation/involvement,I have a couple of quick questions,0.709
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,PartnershipPatient → Clinical care,I discussed a trial of Stratera,SocioEmotionalBehaviour,lost the sheet of paper,0.7014
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,PartnershipPatient → Clinical care,I discussed a trial of Stratera,SDOH → HealthCareAccessAndQuality,description of our medical benefits,0.6415
PartnershipPatient → Clinical care || SDOH → SocialAndCommunityContext,PartnershipPatient → Clinical care,I discussed a trial of Stratera,SDOH → SocialAndCommunityContext,recent passing of my brother,0.6136
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I figure out another non-stimulant option?,PartnershipPatient → Clinical care,I blacked out,0.753
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I figure out another non-stimulant option?,PartnershipPatient → Clinical care,I ran out yesterday,0.6855
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
SDOH → EconomicStability || SDOH → HealthCareAccessAndQuality,SDOH → EconomicStability,I am having a hard time going to work,SDOH → HealthCareAccessAndQuality,I am having a very hard time staying awake,0.7484
SDOH → EconomicStability || SocioEmotionalBehaviour,SDOH → EconomicStability,doing my duties,SocioEmotionalBehaviour,I am doing my best,0.9073
PartnershipPatient → alignment || SDOH → EconomicStability,SDOH → EconomicStability,doing my duties,PartnershipPatient → alignment,Okay!,0.8038
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,doing my duties,PartnershipPatient → Clinical care,I am doing okay mentally,0.7965
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,doing my duties,PartnershipPatient → Clinical care,doing the trulicity,0.7682
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,doing my duties,PartnershipPatient → Clinical care,is doing well,0.6347
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,doing my duties,PartnershipPatient → Clinical care,not  doing  well,0.6168
PartnershipProvider → maintainCommunication || SDOH → EconomicStability,SDOH → EconomicStability,I work as a librarian,PartnershipProvider → maintainCommunication,as soon as a i get a reply,0.7093
PartnershipProvider → maintainCommunication || SDOH → EconomicStability,SDOH → EconomicStability,I work as a librarian,PartnershipProvider → maintainCommunication,As soon as I hear back,0.6823
PartnershipPatient → statePreferences || SDOH → EconomicStability,SDOH → EconomicStability,I work as a librarian,PartnershipPatient → statePreferences,getting this done as soon as possible,0.6362
SDOH → EconomicStability || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,every thing I do Has a lot of body movement,SDOH → EconomicStability,"do a lot of squatting, bending",0.9146
SDOH → EconomicStability || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,every thing I do Has a lot of body movement,SDOH → EconomicStability,I am missing a lot of  work,0.7131
SDOH → EconomicStability || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,every thing I do Has a lot of body movement,SDOH → EconomicStability,be gone a lot,0.6012
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,PartnershipPatient → Clinical care,I have back aches hands ache,SocioEmotionalBehaviour,hadn't heard back,0.6403
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,PartnershipPatient → Clinical care,arms and fingers going numb,SDOH → HealthCareAccessAndQuality,eating scrambled eggs and soup,0.6693
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,PartnershipPatient → Clinical care,arms and fingers going numb,SDOH → HealthCareAccessAndQuality,preventative and coverage,0.6499
SDOH → EconomicStability || SDOH → HealthCareAccessAndQuality,SDOH → EconomicStability,I am missing a lot of  work,SDOH → HealthCareAccessAndQuality,every thing I do Has a lot of body movement,0.7131
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,I am missing a lot of  work,PartnershipPatient → Clinical care,am not passing a lot,0.7067
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I am concerned,PartnershipPatient → Clinical care,I am a patient,0.9737
PartnershipPatient → activeParticipation/involvement || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I am concerned,PartnershipPatient → activeParticipation/involvement,I am writing,0.9726
SDOH → NeighborhoodAndBuiltEnvironment || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I am concerned,SDOH → NeighborhoodAndBuiltEnvironment,I am leaving Org5,0.7936
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I am concerned,PartnershipPatient → Clinical care,I am almost out,0.6801
PartnershipPatient → expressOpinions || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I am concerned,PartnershipPatient → expressOpinions,I am wondering,0.6718
PartnershipProvider → checkingUnderstanding/clarification || SDOH → EconomicStability,SDOH → EconomicStability,My employer will be sending a form,PartnershipProvider → checkingUnderstanding/clarification,The cost will be $150,0.8194
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,My employer will be sending a form,PartnershipPatient → Clinical care,to my bloodwork that will be ordered,0.76
PartnershipProvider → maintainCommunication || SDOH → EconomicStability,SDOH → EconomicStability,My employer will be sending a form,PartnershipProvider → maintainCommunication,she will be contacting you,0.7109
CareCoordinationProvider || SDOH → EconomicStability,SDOH → EconomicStability,My employer will be sending a form,CareCoordinationProvider,It will be faxed over,0.6642
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,I can keep my job safe,PartnershipPatient → Clinical care,can barely keep my eyes open,0.6318
SDOH → EconomicStability || SocioEmotionalBehaviour,SDOH → EconomicStability,My employer says,SocioEmotionalBehaviour,My apoligies,0.9108
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,My employer says,PartnershipPatient → Clinical care,injured my shoulder,0.9108
PartnershipPatient → activeParticipation/involvement || SDOH → EconomicStability,SDOH → EconomicStability,My employer says,PartnershipPatient → activeParticipation/involvement,I'm updating my profile,0.8911
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,My employer says,PartnershipPatient → Clinical care,my c-pap machine adjusted,0.7858
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,My employer says,PartnershipPatient → Clinical care,my Lisinopril and my Metoprolol,0.7247
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,My employer says,PartnershipPatient → Clinical care,my digestive issues started,0.6757
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,I qualify for these days,PartnershipPatient → Clinical care,counteract these breakouts,0.767
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,I qualify for these days,PartnershipPatient → Clinical care,scheduled these procedures,0.6819
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,PartnershipPatient → Clinical care,I am in pain everyday,SocioEmotionalBehaviour,I am in desperate need,0.6868
CareCoordinationPatient || SDOH → EconomicStability,SDOH → EconomicStability,is difficult to go to work,CareCoordinationPatient,to go to another dr,0.7556
PartnershipPatient → Clinical care || SDOH → EconomicStability,SDOH → EconomicStability,is difficult to go to work,PartnershipPatient → Clinical care,to go over labs,0.628
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Pleases help me out with this,PartnershipPatient → Clinical care,help me with my prescriptions,0.7069
SDOH → HealthCareAccessAndQuality || SharedDecisionProvider → ShareOptions,SDOH → HealthCareAccessAndQuality,How can I go about seeing a dentist through Org1?,SharedDecisionProvider → ShareOptions,we can go through another program,0.6183
PartnershipPatient → Clinical care || SDOH → SocialAndCommunityContext,PartnershipPatient → Clinical care,I have a huge lump in my cheek,SDOH → SocialAndCommunityContext,in my family,0.8677
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,I have a huge lump in my cheek,PartnershipPatient → activeParticipation/involvement,I put in my social security number,0.7538
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,PartnershipPatient → Clinical care,my winsome teeth are pushing through,SocioEmotionalBehaviour,my circumstances are keeping me,0.696
PartnershipPatient → Clinical care || SDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → Clinical care,my winsome teeth are pushing through,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,0.6202
PartnershipPatient → Clinical care || SDOH → EconomicStability,PartnershipPatient → Clinical care,my winsome teeth are pushing through,SDOH → EconomicStability,finances are the barriers,0.6185
PartnershipPatient → expressOpinions || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I canâ€™t sleep,PartnershipPatient → expressOpinions,I canâ€™t seem,0.6974
SDOH → HealthCareAccessAndQuality || SocioEmotionalBehaviour,SDOH → HealthCareAccessAndQuality,I canâ€™t sleep,SocioEmotionalBehaviour,I canâ€™t remember,0.6502
SDOH → EconomicStability || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I canâ€™t sleep,SDOH → EconomicStability,I canâ€™t afford,0.6409
PartnershipPatient → Clinical care || SDOH → SocialAndCommunityContext,PartnershipPatient → Clinical care,my left side of my face is so swollen,SDOH → SocialAndCommunityContext,recent passing of my brother,0.6272
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,I have an appointment this,PartnershipPatient → activeParticipation/involvement,I can call andake an appointment,0.641
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,I have an appointment this,PartnershipPatient → activeParticipation/involvement,Need an appointment asap,0.6172
PartnershipPatient → Clinical care || SDOH → EconomicStability,PartnershipPatient → Clinical care,to go over labs,SDOH → EconomicStability,to go work,0.6849
CareCoordinationPatient || PartnershipPatient → Clinical care,PartnershipPatient → Clinical care,to go over labs,CareCoordinationPatient,to go to another dr,0.6638
PartnershipPatient → Clinical care || SDOH → EconomicStability,PartnershipPatient → Clinical care,to go over labs,SDOH → EconomicStability,is difficult to go to work,0.628
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I also need to go to get a refill,PartnershipPatient → Clinical care,to get a refill,0.6628
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,PartnershipPatient → Clinical care,my Lisinopril and my Metoprolol,SocioEmotionalBehaviour,My apoligies,0.7994
PartnershipPatient → Clinical care || SDOH → EconomicStability,PartnershipPatient → Clinical care,my Lisinopril and my Metoprolol,SDOH → EconomicStability,excuse my absences,0.7994
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,my Lisinopril and my Metoprolol,PartnershipPatient → activeParticipation/involvement,I'm updating my profile,0.7632
PartnershipPatient → Clinical care || SDOH → EconomicStability,PartnershipPatient → Clinical care,my Lisinopril and my Metoprolol,SDOH → EconomicStability,My employer says,0.7247
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,PartnershipPatient → Clinical care,my Lisinopril and my Metoprolol,SDOH → HealthCareAccessAndQuality,eating scrambled eggs and soup,0.607
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I could just get some filled,PartnershipPatient → Clinical care,get some tests completed,0.7333
PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,PartnershipPatient → activeParticipation/involvement,I could just get some filled,SharedDecisionPatient → SeekingApproval,could I please get,0.6166
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,my appointment for,0.6507
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,I had my appointment,0.616
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,to make my appointment,0.6095
PartnershipPatient → activeParticipation/involvement || SocioEmotionalBehaviour,PartnershipPatient → activeParticipation/involvement,I was planning,SocioEmotionalBehaviour,Was curious,0.979
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I was planning,PartnershipPatient → Clinical care,I was given samples,0.9398
PartnershipPatient → activeParticipation/involvement || SDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,I was planning,SDOH → EconomicStability,I was working,0.8992
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,I was planning,PartnershipProvider → maintainCommunication,I was writing to remind you,0.7233
PartnershipPatient → activeParticipation/involvement || SDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → activeParticipation/involvement,I was planning,SDOH → NeighborhoodAndBuiltEnvironment,I was in a car accident,0.7156
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I was planning,PartnershipPatient → Clinical care,I was just overly exhausted,0.6683
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I was planning,PartnershipPatient → Clinical care,why was I bleeding last month,0.6671
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → expressOpinions,PartnershipPatient → activeParticipation/involvement,I was planning,PartnershipPatient → expressOpinions,I was almost wondering,0.6535
PartnershipPatient → activeParticipation/involvement || SDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,I was planning,SDOH → HealthCareAccessAndQuality,bcs your clinic was closed,0.6471
PartnershipPatient → activeParticipation/involvement || SDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,I was planning,SDOH → EconomicStability,I was unable to afford,0.6459
SDOH → EconomicStability || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,SDOH → EconomicStability,finances are the barriers,0.9917
PartnershipPatient → Clinical care || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,PartnershipPatient → Clinical care,my gums are swollen,0.7323
PartnershipPatient → Clinical care || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,PartnershipPatient → Clinical care,The muscle relaxers are not touching the pain,0.6523
PartnershipPatient → expressOpinions || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,PartnershipPatient → expressOpinions,are not helping!,0.6302
PartnershipPatient → Clinical care || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,PartnershipPatient → Clinical care,my sinuses are killing me,0.6296
PartnershipPatient → Clinical care || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,PartnershipPatient → Clinical care,other blood tests are recorded,0.6232
PartnershipPatient → Clinical care || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,PartnershipPatient → Clinical care,my winsome teeth are pushing through,0.6202
SDOH → NeighborhoodAndBuiltEnvironment || SocioEmotionalBehaviour,SDOH → NeighborhoodAndBuiltEnvironment,the roads are icing,SocioEmotionalBehaviour,my circumstances are keeping me,0.6158
PartnershipPatient → activeParticipation/involvement || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,I'm trying not to travel far,PartnershipPatient → activeParticipation/involvement,Trying to finish,0.8712
PartnershipPatient → activeParticipation/involvement || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,I'm trying not to travel far,PartnershipPatient → activeParticipation/involvement,I'm trying,0.82
SDOH → HealthCareAccessAndQuality || SDOH → NeighborhoodAndBuiltEnvironment,SDOH → NeighborhoodAndBuiltEnvironment,I'm trying not to travel far,SDOH → HealthCareAccessAndQuality,I am trying to get a disability placard,0.6541
PartnershipPatient → Clinical care || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Would it be best to reschedule,PartnershipPatient → Clinical care,to  reschedule,0.7906
CareCoordinationPatient || PartnershipPatient → activeParticipation/involvement,CareCoordinationPatient,with the Endocrinologist to make sure,PartnershipPatient → activeParticipation/involvement,want to make sure,0.722
CareCoordinationPatient || PartnershipPatient → activeParticipation/involvement,CareCoordinationPatient,with the Endocrinologist to make sure,PartnershipPatient → activeParticipation/involvement,make sure I do get,0.6622
CareCoordinationPatient || PartnershipPatient → activeParticipation/involvement,CareCoordinationPatient,with the Endocrinologist to make sure,PartnershipPatient → activeParticipation/involvement,I just want to make sure,0.6531
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → Clinical Care,PartnershipPatient → activeParticipation/involvement,Or would the results be quick enough,PartnershipProvider → Clinical Care,I know the results,0.6632
SDOH → SocialAndCommunityContext || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,SDOH → SocialAndCommunityContext,I have 2 Easter lunch banquets I have to attend,0.9003
PartnershipProvider → maintainCommunication || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,PartnershipProvider → maintainCommunication,I have to wait a week,0.804
SDOH → EconomicStability || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,SDOH → EconomicStability,I have to work,0.7825
SDOH → EconomicStability || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,SDOH → EconomicStability,I have to work,0.7825
PartnershipPatient → activeParticipation/involvement || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,PartnershipPatient → activeParticipation/involvement,you would have to,0.7794
CareCoordinationProvider || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,CareCoordinationProvider,I will have to talk to our social worker,0.7546
SDOH → HealthCareAccessAndQuality || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,SDOH → HealthCareAccessAndQuality,I have to constantly drink something,0.739
SDOH → EconomicStability || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I won't have to worry about,SDOH → EconomicStability,have to pay $600,0.7184
