anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,0197f44d11b4c7dddf24b6fb6023825569bc220a
thank you and All for your help!,PROVIDER_PARTNERSHIP||Appreciation/gratitude,Thanks again for your help and support,PATIENT_PARTNERSHIP||Appreciation/gratitude,0.6263423437370739,lsa,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||Appreciation/gratitude,03db10030325cf4cf61ce47363c010b3ab896eaf
thank you and All for your help!,PROVIDER_PARTNERSHIP||Appreciation/gratitude,Thanks again for your help and support,PATIENT_PARTNERSHIP||Appreciation/gratitude,0.6236960291862488,sbert,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||Appreciation/gratitude,03db10030325cf4cf61ce47363c010b3ab896eaf
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PATIENT_PARTNERSHIP||signoff,1.0000000000000002,lsa,combined,PROVIDER_PARTNERSHIP||Connection :: PATIENT_PARTNERSHIP||signoff,10b22ff7d64c23b4d340a1a51d9fce93bf19f22f
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PATIENT_PARTNERSHIP||signoff,1.0000003576278689,sbert,combined,PROVIDER_PARTNERSHIP||Connection :: PATIENT_PARTNERSHIP||signoff,10b22ff7d64c23b4d340a1a51d9fce93bf19f22f
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PATIENT_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PATIENT_PARTNERSHIP||signoff,10b22ff7d64c23b4d340a1a51d9fce93bf19f22f
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PATIENT_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PATIENT_PARTNERSHIP||signoff,10b22ff7d64c23b4d340a1a51d9fce93bf19f22f
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PATIENT_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PATIENT_PARTNERSHIP||signoff,10b22ff7d64c23b4d340a1a51d9fce93bf19f22f
Greetings,PATIENT_PARTNERSHIP||salutation,Greetings,PROVIDER_PARTNERSHIP||salutation,1.0,lsa,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,12238e5652bc90053a6b2e703edda354deb7473c
Greetings,PATIENT_PARTNERSHIP||salutation,Greetings,PROVIDER_PARTNERSHIP||salutation,1.0,lsa,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,12238e5652bc90053a6b2e703edda354deb7473c
Greetings,PATIENT_PARTNERSHIP||salutation,Greetings,PROVIDER_PARTNERSHIP||salutation,1.000000238418579,sbert,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,12238e5652bc90053a6b2e703edda354deb7473c
Greetings,PATIENT_PARTNERSHIP||salutation,Greetings,PROVIDER_PARTNERSHIP||salutation,1.000000238418579,sbert,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,12238e5652bc90053a6b2e703edda354deb7473c
Greetings,PATIENT_PARTNERSHIP||salutation,Greetings,PROVIDER_PARTNERSHIP||salutation,1.0,tfidf,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,12238e5652bc90053a6b2e703edda354deb7473c
Greetings,PATIENT_PARTNERSHIP||salutation,Greetings,PROVIDER_PARTNERSHIP||salutation,1.0,tfidf,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,12238e5652bc90053a6b2e703edda354deb7473c
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.8247683427269945,lsa,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,1885dfde48cdeb85ba7d9f6302e89b02057f026e
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.5524894870095117,tfidf,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,1885dfde48cdeb85ba7d9f6302e89b02057f026e
Thank you,PROVIDER_PARTNERSHIP||signoff,thank you,PATIENT_PARTNERSHIP||signoff,0.9999999999999998,lsa,combined,PROVIDER_PARTNERSHIP||signoff :: PATIENT_PARTNERSHIP||signoff,207049fb0c4163eeb9e6dc65c446d1bd7c3037c7
Thank you,PROVIDER_PARTNERSHIP||signoff,thank you,PATIENT_PARTNERSHIP||signoff,1.0000005960464478,sbert,combined,PROVIDER_PARTNERSHIP||signoff :: PATIENT_PARTNERSHIP||signoff,207049fb0c4163eeb9e6dc65c446d1bd7c3037c7
Thank you,PROVIDER_PARTNERSHIP||signoff,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002,tfidf,combined,PROVIDER_PARTNERSHIP||signoff :: PATIENT_PARTNERSHIP||signoff,207049fb0c4163eeb9e6dc65c446d1bd7c3037c7
Thank you,PROVIDER_PARTNERSHIP||signoff,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002,tfidf,combined,PROVIDER_PARTNERSHIP||signoff :: PATIENT_PARTNERSHIP||signoff,207049fb0c4163eeb9e6dc65c446d1bd7c3037c7
Thank you,PROVIDER_PARTNERSHIP||signoff,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002,tfidf,combined,PROVIDER_PARTNERSHIP||signoff :: PATIENT_PARTNERSHIP||signoff,207049fb0c4163eeb9e6dc65c446d1bd7c3037c7
Hello,PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,1.0,lsa,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,2719018267fe7cf919bbd91bd74c505a399facc8
Hello,PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,1.0000003576278689,sbert,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,2719018267fe7cf919bbd91bd74c505a399facc8
Hello,PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,1.0000003576278689,sbert,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,2719018267fe7cf919bbd91bd74c505a399facc8
Hello,PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,1.0,tfidf,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,2719018267fe7cf919bbd91bd74c505a399facc8
Thank you for the update,PROVIDER_PARTNERSHIP||Appreciation/gratitude,Thank you for the follow up.,PATIENT_PARTNERSHIP||Appreciation/gratitude,0.674540202874347,lsa,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||Appreciation/gratitude,2b1d6ee003b8c8fe25877268159d7614e5cd70f5
Thank you for the update,PROVIDER_PARTNERSHIP||Appreciation/gratitude,Thank you for the follow up.,PATIENT_PARTNERSHIP||Appreciation/gratitude,0.5703656077384949,sbert,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||Appreciation/gratitude,2b1d6ee003b8c8fe25877268159d7614e5cd70f5
Thank you,PROVIDER_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,0.9999999999999998,lsa,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,3084ab8f058816740cb6516db814874574f0cb3d
Thank you,PROVIDER_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,0.9999999999999998,lsa,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,3084ab8f058816740cb6516db814874574f0cb3d
Thank you,PROVIDER_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,0.9999999999999998,lsa,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,3084ab8f058816740cb6516db814874574f0cb3d
Thank you,PROVIDER_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002,tfidf,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,3084ab8f058816740cb6516db814874574f0cb3d
Thank you,PROVIDER_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002,tfidf,combined,PROVIDER_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,3084ab8f058816740cb6516db814874574f0cb3d
"Hello,",PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,1.0,lsa,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,30b8ad1ec2b13db7f96d57b190e87c73bd652750
"Hello,",PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,1.0,lsa,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,30b8ad1ec2b13db7f96d57b190e87c73bd652750
"Hello,",PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,0.8992187976837158,sbert,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,30b8ad1ec2b13db7f96d57b190e87c73bd652750
"Hello,",PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,0.8992187976837158,sbert,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,30b8ad1ec2b13db7f96d57b190e87c73bd652750
"Hello,",PATIENT_PARTNERSHIP||salutation,Hello,PROVIDER_PARTNERSHIP||salutation,1.0,tfidf,combined,PATIENT_PARTNERSHIP||salutation :: PROVIDER_PARTNERSHIP||salutation,30b8ad1ec2b13db7f96d57b190e87c73bd652750
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0000000000000009,lsa,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0000000000000009,lsa,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0000000000000009,lsa,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0000003576278689,sbert,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
best,PATIENT_PARTNERSHIP||signoff,Best,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PATIENT_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||signoff,32a3e240fa3c632621da7a9721ad21d71e7f3276
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0000000000000002,lsa,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0000000000000002,lsa,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0000003576278689,sbert,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0000001192092896,sbert,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0,tfidf,combined,PROVIDER_PARTNERSHIP||Connection :: PROVIDER_PARTNERSHIP||signoff,3ad167e917aa17b4646ea44b9d1afb2a5d70ed4c
This should ok,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Ok,PATIENT_PARTNERSHIP||Alignment,0.6988840429102259,lsa,combined,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement :: PATIENT_PARTNERSHIP||Alignment,3c1c7833b53d44b17e465b5ab5738eebfa4e1b4e
This should ok,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Ok,PATIENT_PARTNERSHIP||Alignment,0.6988840429102259,lsa,combined,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement :: PATIENT_PARTNERSHIP||Alignment,3c1c7833b53d44b17e465b5ab5738eebfa4e1b4e
This should ok,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Ok,PATIENT_PARTNERSHIP||Alignment,0.6377375564891694,tfidf,combined,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement :: PATIENT_PARTNERSHIP||Alignment,3c1c7833b53d44b17e465b5ab5738eebfa4e1b4e
This should ok,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Ok,PATIENT_PARTNERSHIP||Alignment,0.6377375564891694,tfidf,combined,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement :: PATIENT_PARTNERSHIP||Alignment,3c1c7833b53d44b17e465b5ab5738eebfa4e1b4e
This should ok,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Ok,PATIENT_PARTNERSHIP||Alignment,0.6377375564891694,tfidf,combined,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement :: PATIENT_PARTNERSHIP||Alignment,3c1c7833b53d44b17e465b5ab5738eebfa4e1b4e
work down to lowest usage Oxy rapid w/o dealing w break through pain,Information-Giving||Drugs,Really cuts the pain down to almost nothing,Information-Giving||Symptoms,0.7848590539484057,lsa,combined,Information-Giving||Drugs :: Information-Giving||Symptoms,45d10499aa130dc8c918003374574f24aa4b7018
work down to lowest usage Oxy rapid w/o dealing w break through pain,Information-Giving||Drugs,Really cuts the pain down to almost nothing,Information-Giving||Symptoms,0.5763238668441772,sbert,combined,Information-Giving||Drugs :: Information-Giving||Symptoms,45d10499aa130dc8c918003374574f24aa4b7018
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||signoff,0.90105225724013,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||signoff,4f802cdcda98da5a0c4dfa62247513f814a9cd3b
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||signoff,0.90105225724013,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||signoff,4f802cdcda98da5a0c4dfa62247513f814a9cd3b
