label_A,label_B,count_lsa,avg_sim_lsa,n_A_lsa,n_B_lsa,ratio_A_lsa,ratio_B_lsa,count_sbert,avg_sim_sbert,n_A_sbert,n_B_sbert,ratio_A_sbert,ratio_B_sbert,count_tfidf,avg_sim_tfidf,n_A_tfidf,n_B_tfidf,ratio_A_tfidf,ratio_B_tfidf,count_sum_all_methods
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_Shared-Decision_Making||Making_decision_together,2.0,0.6008,81.0,13.0,0.0247,0.1538,,,,,,,,,,,,,2.0
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||Diagnostics,2.0,0.5711,7.0,159.0,0.2857,0.0126,5.0,0.5778,7.0,159.0,0.7143,0.0314,,,,,,,7.0
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||General_information,2.0,0.6139,7.0,145.0,0.2857,0.0138,,,,,,,,,,,,,2.0
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||Scheduling_appt,,,,,,,1.0,0.592,7.0,120.0,0.1429,0.0083,,,,,,,1.0
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Seeking_SDOH||Health_care_access_and_quality,,,,,,,1.0,0.596,7.0,19.0,0.1429,0.0526,,,,,,,1.0
Information-Giving_SDOH||Neighborhood_and_built_environment,PATIENT_PARTNERSHIP||active_participation_/involvement,4.0,0.5891,7.0,146.0,0.5714,0.0274,,,,,,,,,,,,,4.0
Information-Giving_SDOH||Neighborhood_and_built_environment,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2.0,0.6712,7.0,7.0,0.2857,0.2857,,,,,,,,,,,,,2.0
Information-Giving||Care_Coordination,Information-Giving||Diagnostics,18.0,0.6806,168.0,159.0,0.1071,0.1132,39.0,0.6303,168.0,159.0,0.2321,0.2453,2.0,0.5872,168.0,159.0,0.0119,0.0126,59.0
Information-Giving||Care_Coordination,Information-Giving||Drugs,39.0,0.6393,168.0,141.0,0.2321,0.2766,42.0,0.6097,168.0,141.0,0.25,0.2979,,,,,,,81.0
Information-Giving||Care_Coordination,Information-Giving||General_information,33.0,0.6416,168.0,145.0,0.1964,0.2276,69.0,0.6493,168.0,145.0,0.4107,0.4759,4.0,0.6695,168.0,145.0,0.0238,0.0276,106.0
Information-Giving||Care_Coordination,Information-Giving||Scheduling_appt,48.0,0.6262,168.0,120.0,0.2857,0.4,101.0,0.6874,168.0,120.0,0.6012,0.8417,2.0,0.575,168.0,120.0,0.0119,0.0167,151.0
Information-Giving||Care_Coordination,Information-Giving||Symptoms,9.0,0.5835,168.0,104.0,0.0536,0.0865,9.0,0.5727,168.0,104.0,0.0536,0.0865,,,,,,,18.0
Information-Giving||Care_Coordination,Information-Giving||instruction,11.0,0.623,168.0,44.0,0.0655,0.25,16.0,0.6583,168.0,44.0,0.0952,0.3636,,,,,,,27.0
Information-Giving||Care_Coordination,Information-Seeking_SDOH||Economic_stability,,,,,,,4.0,0.6065,168.0,7.0,0.0238,0.5714,,,,,,,4.0
Information-Giving||Care_Coordination,Information-Seeking_SDOH||Health_care_access_and_quality,,,,,,,6.0,0.6049,168.0,19.0,0.0357,0.3158,,,,,,,6.0
Information-Giving||Care_Coordination,Information-Seeking||Care_Coordination,2.0,0.6465,168.0,8.0,0.0119,0.25,16.0,0.671,168.0,8.0,0.0952,2.0,,,,,,,18.0
Information-Giving||Care_Coordination,Information-Seeking||Diagnostics,3.0,0.7139,168.0,46.0,0.0179,0.0652,3.0,0.5648,168.0,46.0,0.0179,0.0652,2.0,0.5665,168.0,46.0,0.0119,0.0435,8.0
Information-Giving||Care_Coordination,Information-Seeking||Drugs,3.0,0.7315,168.0,33.0,0.0179,0.0909,7.0,0.6432,168.0,33.0,0.0417,0.2121,,,,,,,10.0
Information-Giving||Care_Coordination,Information-Seeking||General_information,,,,,,,6.0,0.6543,168.0,17.0,0.0357,0.3529,,,,,,,6.0
Information-Giving||Care_Coordination,Information-Seeking||Scheduling_appt,3.0,0.5903,168.0,33.0,0.0179,0.0909,14.0,0.7229,168.0,33.0,0.0833,0.4242,,,,,,,17.0
Information-Giving||Care_Coordination,Information-Seeking||Symptoms,1.0,0.7087,168.0,11.0,0.006,0.0909,,,,,,,,,,,,,1.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Alignment,2.0,0.7077,168.0,47.0,0.0119,0.0426,1.0,0.5609,168.0,47.0,0.006,0.0213,,,,,,,3.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Appreciation/gratitude,,,,,,,6.0,0.7394,168.0,99.0,0.0357,0.0606,,,,,,,6.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Connection,,,,,,,17.0,0.592,168.0,60.0,0.1012,0.2833,,,,,,,17.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,27.0,0.6168,168.0,146.0,0.1607,0.1849,102.0,0.6636,168.0,146.0,0.6071,0.6986,4.0,0.6796,168.0,146.0,0.0238,0.0274,133.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||build_trust,,,,,,,1.0,0.5948,168.0,5.0,0.006,0.2,,,,,,,1.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||express_opinions,4.0,0.5807,168.0,52.0,0.0238,0.0769,13.0,0.6193,168.0,52.0,0.0774,0.25,,,,,,,17.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||signoff,,,,,,,1.0,0.5592,168.0,156.0,0.006,0.0064,,,,,,,1.0
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||state_preferences,5.0,0.6184,168.0,45.0,0.0298,0.1111,31.0,0.6348,168.0,45.0,0.1845,0.6889,,,,,,,36.0
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,,,,,,,2.0,0.5589,168.0,7.0,0.0119,0.2857,,,,,,,2.0
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Explore_options,,,,,,,11.0,0.6002,168.0,18.0,0.0655,0.6111,,,,,,,11.0
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,,,,,,,7.0,0.6698,168.0,29.0,0.0417,0.2414,,,,,,,7.0
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Alignment,5.0,0.5968,168.0,41.0,0.0298,0.122,8.0,0.7853,168.0,41.0,0.0476,0.1951,,,,,,,13.0
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Connection,13.0,0.6584,168.0,45.0,0.0774,0.2889,7.0,0.6149,168.0,45.0,0.0417,0.1556,4.0,0.5827,168.0,45.0,0.0238,0.0889,24.0
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Maintain_communication,14.0,0.6715,168.0,74.0,0.0833,0.1892,48.0,0.6967,168.0,74.0,0.2857,0.6486,2.0,1.0,168.0,74.0,0.0119,0.027,64.0
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||checking_understanding/clarification,,,,,,,2.0,0.5938,168.0,20.0,0.0119,0.1,,,,,,,2.0
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||invite_collaboration,,,,,,,1.0,0.5835,168.0,11.0,0.006,0.0909,,,,,,,1.0
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1.0,0.5818,168.0,18.0,0.006,0.0556,5.0,0.6387,168.0,18.0,0.0298,0.2778,,,,,,,6.0
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Making_decision_together,2.0,0.6105,168.0,13.0,0.0119,0.1538,2.0,0.6137,168.0,13.0,0.0119,0.1538,,,,,,,4.0
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Share_options,6.0,0.6788,168.0,17.0,0.0357,0.3529,4.0,0.5965,168.0,17.0,0.0238,0.2353,2.0,0.6601,168.0,17.0,0.0119,0.1176,12.0
Information-Giving||Care_Coordination,Socioemotional_/_Empathy||Acknowledge_Error,,,,,,,2.0,0.5648,168.0,16.0,0.0119,0.125,,,,,,,2.0
Information-Giving||Care_Coordination,Socioemotional_/_Empathy||Reassurance,,,,,,,6.0,0.6289,168.0,14.0,0.0357,0.4286,,,,,,,6.0
Information-Giving||Diagnostics,Information-Giving||Drugs,58.0,0.6394,159.0,141.0,0.3648,0.4113,14.0,0.6468,159.0,141.0,0.0881,0.0993,4.0,0.5716,159.0,141.0,0.0252,0.0284,76.0
Information-Giving||Diagnostics,Information-Giving||General_information,42.0,0.6731,159.0,145.0,0.2642,0.2897,12.0,0.6637,159.0,145.0,0.0755,0.0828,2.0,1.0,159.0,145.0,0.0126,0.0138,56.0
Information-Giving||Diagnostics,Information-Giving||Prognosis,2.0,0.5515,159.0,6.0,0.0126,0.3333,4.0,0.5539,159.0,6.0,0.0252,0.6667,,,,,,,6.0
Information-Giving||Diagnostics,Information-Giving||Scheduling_appt,31.0,0.6361,159.0,120.0,0.195,0.2583,81.0,0.6719,159.0,120.0,0.5094,0.675,,,,,,,112.0
Information-Giving||Diagnostics,Information-Giving||Symptoms,28.0,0.6264,159.0,104.0,0.1761,0.2692,2.0,0.5602,159.0,104.0,0.0126,0.0192,2.0,0.592,159.0,104.0,0.0126,0.0192,32.0
Information-Giving||Diagnostics,Information-Giving||instruction,2.0,0.781,159.0,44.0,0.0126,0.0455,41.0,0.6461,159.0,44.0,0.2579,0.9318,,,,,,,43.0
Information-Giving||Diagnostics,Information-Seeking_SDOH||Economic_stability,2.0,0.6333,159.0,7.0,0.0126,0.2857,4.0,0.6528,159.0,7.0,0.0252,0.5714,,,,,,,6.0
Information-Giving||Diagnostics,Information-Seeking_SDOH||Health_care_access_and_quality,10.0,0.6487,159.0,19.0,0.0629,0.5263,5.0,0.7169,159.0,19.0,0.0314,0.2632,,,,,,,15.0
Information-Giving||Diagnostics,Information-Seeking||Diagnostics,28.0,0.6214,159.0,46.0,0.1761,0.6087,122.0,0.6764,159.0,46.0,0.7673,2.6522,,,,,,,150.0
Information-Giving||Diagnostics,Information-Seeking||Drugs,10.0,0.6999,159.0,33.0,0.0629,0.303,3.0,0.6539,159.0,33.0,0.0189,0.0909,2.0,0.5882,159.0,33.0,0.0126,0.0606,15.0
Information-Giving||Diagnostics,Information-Seeking||Scheduling_appt,7.0,0.7038,159.0,33.0,0.044,0.2121,18.0,0.7059,159.0,33.0,0.1132,0.5455,2.0,0.5556,159.0,33.0,0.0126,0.0606,27.0
Information-Giving||Diagnostics,Information-Seeking||Symptoms,3.0,0.5944,159.0,11.0,0.0189,0.2727,,,,,,,,,,,,,3.0
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||Alignment,6.0,0.6789,159.0,47.0,0.0377,0.1277,2.0,0.5646,159.0,47.0,0.0126,0.0426,,,,,,,8.0
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||Connection,5.0,0.7001,159.0,60.0,0.0314,0.0833,,,,,,,2.0,0.5973,159.0,60.0,0.0126,0.0333,7.0
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||active_participation_/involvement,14.0,0.6073,159.0,146.0,0.0881,0.0959,71.0,0.6525,159.0,146.0,0.4465,0.4863,,,,,,,85.0
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||express_opinions,4.0,0.6683,159.0,52.0,0.0252,0.0769,21.0,0.6465,159.0,52.0,0.1321,0.4038,,,,,,,25.0
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,10.0,0.6178,159.0,45.0,0.0629,0.2222,5.0,0.6306,159.0,45.0,0.0314,0.1111,2.0,0.6079,159.0,45.0,0.0126,0.0444,17.0
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,4.0,0.5502,159.0,7.0,0.0252,0.5714,,,,,,,,,,,,,4.0
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,4.0,0.5991,159.0,18.0,0.0252,0.2222,3.0,0.5749,159.0,18.0,0.0189,0.1667,,,,,,,7.0
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2.0,0.6183,159.0,29.0,0.0126,0.069,3.0,0.65,159.0,29.0,0.0189,0.1034,,,,,,,5.0
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||Alignment,9.0,0.6769,159.0,41.0,0.0566,0.2195,,,,,,,2.0,0.5825,159.0,41.0,0.0126,0.0488,11.0
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||Maintain_communication,8.0,0.6434,159.0,74.0,0.0503,0.1081,15.0,0.6253,159.0,74.0,0.0943,0.2027,2.0,0.6612,159.0,74.0,0.0126,0.027,25.0
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||checking_understanding/clarification,,,,,,,10.0,0.6214,159.0,20.0,0.0629,0.5,,,,,,,10.0
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,6.0,0.7407,159.0,18.0,0.0377,0.3333,10.0,0.7128,159.0,18.0,0.0629,0.5556,2.0,1.0,159.0,18.0,0.0126,0.1111,18.0
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Making_decision_together,6.0,0.6266,159.0,13.0,0.0377,0.4615,3.0,0.6984,159.0,13.0,0.0189,0.2308,,,,,,,9.0
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Share_options,,,,,,,6.0,0.6528,159.0,17.0,0.0377,0.3529,,,,,,,6.0
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2.0,0.6946,159.0,7.0,0.0126,0.2857,4.0,0.725,159.0,7.0,0.0252,0.5714,,,,,,,6.0
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Acknowledge_Error,5.0,0.6156,159.0,16.0,0.0314,0.3125,,,,,,,2.0,0.5926,159.0,16.0,0.0126,0.125,7.0
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Express_concern/unease,,,,,,,8.0,0.5774,159.0,25.0,0.0503,0.32,,,,,,,8.0
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Reassurance,2.0,0.6594,159.0,14.0,0.0126,0.1429,3.0,0.5757,159.0,14.0,0.0189,0.2143,,,,,,,5.0
Information-Giving||Drugs,Information-Giving||General_information,41.0,0.6419,141.0,145.0,0.2908,0.2828,10.0,0.6202,141.0,145.0,0.0709,0.069,,,,,,,51.0
Information-Giving||Drugs,Information-Giving||Scheduling_appt,27.0,0.6484,141.0,120.0,0.1915,0.225,29.0,0.6504,141.0,120.0,0.2057,0.2417,,,,,,,56.0
Information-Giving||Drugs,Information-Giving||Symptoms,20.0,0.6409,141.0,104.0,0.1418,0.1923,4.0,0.6292,141.0,104.0,0.0284,0.0385,,,,,,,24.0
Information-Giving||Drugs,Information-Giving||instruction,,,,,,,8.0,0.6216,141.0,44.0,0.0567,0.1818,,,,,,,8.0
Information-Giving||Drugs,Information-Seeking_SDOH||Health_care_access_and_quality,2.0,0.5593,141.0,19.0,0.0142,0.1053,3.0,0.5573,141.0,19.0,0.0213,0.1579,,,,,,,5.0
Information-Giving||Drugs,Information-Seeking||Diagnostics,1.0,0.6763,141.0,46.0,0.0071,0.0217,2.0,0.6717,141.0,46.0,0.0142,0.0435,,,,,,,3.0
Information-Giving||Drugs,Information-Seeking||Drugs,29.0,0.6799,141.0,33.0,0.2057,0.8788,62.0,0.6783,141.0,33.0,0.4397,1.8788,4.0,0.5968,141.0,33.0,0.0284,0.1212,95.0
Information-Giving||Drugs,Information-Seeking||Scheduling_appt,7.0,0.6838,141.0,33.0,0.0496,0.2121,3.0,0.5944,141.0,33.0,0.0213,0.0909,,,,,,,10.0
Information-Giving||Drugs,Information-Seeking||Symptoms,2.0,0.6351,141.0,11.0,0.0142,0.1818,1.0,0.5633,141.0,11.0,0.0071,0.0909,,,,,,,3.0
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Alignment,6.0,0.782,141.0,47.0,0.0426,0.1277,1.0,0.6856,141.0,47.0,0.0071,0.0213,4.0,0.5842,141.0,47.0,0.0284,0.0851,11.0
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Appreciation/gratitude,4.0,0.654,141.0,99.0,0.0284,0.0404,,,,,,,,,,,,,4.0
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Connection,3.0,0.6555,141.0,60.0,0.0213,0.05,,,,,,,2.0,0.5768,141.0,60.0,0.0142,0.0333,5.0
Information-Giving||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,21.0,0.6441,141.0,146.0,0.1489,0.1438,48.0,0.6277,141.0,146.0,0.3404,0.3288,4.0,0.6439,141.0,146.0,0.0284,0.0274,73.0
Information-Giving||Drugs,PATIENT_PARTNERSHIP||express_opinions,5.0,0.7056,141.0,52.0,0.0355,0.0962,21.0,0.6252,141.0,52.0,0.1489,0.4038,,,,,,,26.0
Information-Giving||Drugs,PATIENT_PARTNERSHIP||signoff,4.0,0.657,141.0,156.0,0.0284,0.0256,,,,,,,1.0,0.6254,141.0,156.0,0.0071,0.0064,5.0
Information-Giving||Drugs,PATIENT_PARTNERSHIP||state_preferences,5.0,0.7034,141.0,45.0,0.0355,0.1111,4.0,0.5821,141.0,45.0,0.0284,0.0889,2.0,0.587,141.0,45.0,0.0142,0.0444,11.0
Information-Giving||Drugs,PATIENT_SHARED-DECISION_MAKING||Explore_options,,,,,,,12.0,0.6082,141.0,18.0,0.0851,0.6667,,,,,,,12.0
Information-Giving||Drugs,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,11.0,0.5923,141.0,29.0,0.078,0.3793,32.0,0.6487,141.0,29.0,0.227,1.1034,2.0,0.5755,141.0,29.0,0.0142,0.069,45.0
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Alignment,5.0,0.6459,141.0,41.0,0.0355,0.122,1.0,0.557,141.0,41.0,0.0071,0.0244,,,,,,,6.0
