method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I could just get some filled,PartnershipPatient → Clinical care,it can't be filled at this time,0.6264
sbert,PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,PartnershipPatient → activeParticipation/involvement,I could just get some filled,SharedDecisionPatient → SeekingApproval,Can it still be filled?,0.6039
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,to make my appointment,0.7719
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,for an appointment,0.6829
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,my appointment for,0.6822
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,I have an appointment,0.6516
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,for appointment to see doctor,0.6394
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,to schedule the appointment,0.6177
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,My original appointment,0.617
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,I'm long overdue for an appointment,0.6093
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,I had my appointment,0.6061
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,how long lab results would take,PartnershipPatient → activeParticipation/involvement,Or would the results be quick enough,0.6355
sbert,PartnershipPatient → Clinical care || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Would it be best to reschedule,PartnershipPatient → Clinical care,to  reschedule,0.7738
sbert,PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Would it be best to reschedule,PartnershipPatient → activeParticipation/involvement,I do need to reschedule,0.7457
sbert,PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Would it be best to reschedule,PartnershipPatient → activeParticipation/involvement,Please reschedule me,0.6921
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Or would the results be quick enough,PartnershipPatient → Clinical care,how long lab results would take,0.6355
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → Appreciation/Gratitude,thank you!,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You!,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank you!,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You!,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You,0.8314
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You,0.8314
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank you,0.8314
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → Appreciation/Gratitude,Thank you,0.8314
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You,0.8314
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I'd like to change,PartnershipPatient → activeParticipation/involvement,I want to change,0.8401
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I'd like to change,PartnershipPatient → activeParticipation/involvement,I want to change,0.8401
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I'd like to change,PartnershipPatient → activeParticipation/involvement,I would like to,0.6362
sbert,PartnershipPatient → Clinical care || PartnershipProvider → Clinical Care,PartnershipPatient → Clinical care,my upcoming appointment information,PartnershipProvider → Clinical Care,schedule that appointment,0.7181
sbert,PartnershipPatient → Clinical care || PartnershipProvider → Clinical Care,PartnershipPatient → Clinical care,My original appointment: Date:,PartnershipProvider → Clinical Care,schedule that appointment,0.7238
sbert,PartnershipPatient → Clinical care || SDOH → SocialAndCommunityContext,SDOH → SocialAndCommunityContext,I had a visitor,PartnershipPatient → Clinical care,I came in for my visit,0.6806
sbert,PartnershipPatient → connection || SDOH → SocialAndCommunityContext,SDOH → SocialAndCommunityContext,I had a visitor,PartnershipPatient → connection,I had a wonderful visit,0.6591
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,tested positive for Covid,PartnershipPatient → activeParticipation/involvement,if you do covid testing there?,0.6951
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I want to change to,PartnershipPatient → activeParticipation/involvement,I want to change,0.8878
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I want to change to,PartnershipPatient → activeParticipation/involvement,I want to change,0.8878
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I do need to make a visit,PartnershipPatient → Clinical care,I have a visit scheduled for,0.7157
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → activeParticipation/involvement,I do need to make a visit,PartnershipPatient → statePreferences,Phone visit would be great,0.638
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank you very much,0.8213
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thanks so much!,0.7892
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank you,0.6571
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank You,0.6571
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank You,0.6571
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank you,0.6571
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,have a great evening,PartnershipProvider → connection,Have a good day,0.7185
sbert,CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipPatient → Clinical care,just a consult type appointment,0.7108
sbert,CareCoordinationPatient || SharedDecisionPatient → SeekingApproval,CareCoordinationPatient,through dr  Person1 at my appointments,SharedDecisionPatient → SeekingApproval,Can you please ask Dr. Person1,0.6952
sbert,CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipPatient → Clinical care,for appointment to see doctor,0.6861
sbert,CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipPatient → Clinical care,appointment to see doctor,0.6651
sbert,CareCoordinationPatient || CareCoordinationProvider,CareCoordinationPatient,through dr  Person1 at my appointments,CareCoordinationProvider,I will send your message to Dr. Person1,0.6519
sbert,CareCoordinationPatient || PartnershipProvider → Clinical Care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipProvider → Clinical Care,at your follow up appointment,0.6388
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,CareCoordinationPatient,through dr  Person1 at my appointments,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,0.6329
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,iâ€™ve ran out,PartnershipPatient → activeParticipation/involvement,Iâ€™m needing,0.6377
sbert,PartnershipPatient → Clinical care || PartnershipPatient → expressOpinions,PartnershipPatient → Clinical care,iâ€™ve ran out,PartnershipPatient → expressOpinions,Iâ€™m not sure,0.6285
sbert,PartnershipPatient → Clinical care || SocioEmotionalBehaviour,PartnershipPatient → Clinical care,iâ€™ve ran out,SocioEmotionalBehaviour,Iâ€™m just scared,0.6205
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → activeParticipation/involvement,i need a refill,PartnershipPatient → statePreferences,refill asap,0.8285
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,i need a refill,PartnershipPatient → Clinical care,if I can get refills,0.8117
sbert,PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,i need a refill,PartnershipPatient → Clinical care,would it be possible to get another refill,0.7391
sbert,PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,PartnershipPatient → Clinical care,pain after I eat,SDOH → HealthCareAccessAndQuality,after I eat anything,0.6167
sbert,PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,after I eat anything,PartnershipPatient → Clinical care,pain after I eat,0.6167
sbert,PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I can hardly sleep,PartnershipPatient → Clinical care,I can barely get out of bed,0.7746
sbert,PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I can hardly sleep,PartnershipPatient → Clinical care,I'm tired all the time,0.6586
sbert,PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I can hardly sleep,PartnershipPatient → Clinical care,am very tired and drowsy all day,0.6076
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Good Morning,PartnershipProvider → salutation,Good morning,1.0
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,Dr. Person1 has requested,0.7825
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,with Dr. Person1,0.6926
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,letting Dr. Person1 know,0.6714
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,I see Dr Person1  for my neurologist,0.6524
sbert,SharedDecisionPatient → ExploreOptions || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,SharedDecisionPatient → SeekingApproval,Can you please ask Dr. Person1,0.6404
sbert,CareCoordinationProvider || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationProvider,I will send your message to Dr. Person1,0.6373
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,through dr  Person1 at my appointments,0.6329
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,I spoke to Dr  Person1,0.6105
sbert,CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,I have with Dr. Person2,0.6085
sbert,SharedDecisionPatient → ExploreOptions || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,SharedDecisionPatient → SeekingApproval,if Dr. Person3 could send it,0.6049
sbert,PartnershipPatient → Clinical care || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I am doing my best,PartnershipPatient → Clinical care,is doing well,0.6292
sbert,PartnershipPatient → expressOpinions || SDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → expressOpinions,do not feel comfortable driving,SDOH → NeighborhoodAndBuiltEnvironment,I have a very difficult time driving,0.6306
sbert,PartnershipPatient → expressOpinions || SDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → expressOpinions,do not feel comfortable driving,SDOH → NeighborhoodAndBuiltEnvironment,I'm not  Currently driving,0.6116
sbert,PartnershipPatient → Clinical care || PartnershipProvider → Clinical Care,PartnershipPatient → Clinical care,waiting for MRI results,PartnershipProvider → Clinical Care,We have recieved the results of the MRI,0.7276
sbert,CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,waiting for my rheumatologist appointment,PartnershipPatient → Clinical care,I'm long overdue for an appointment,0.638
sbert,CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,waiting for my rheumatologist appointment,PartnershipPatient → Clinical care,make a appointment,0.6057
sbert,CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,waiting for my rheumatologist appointment,PartnershipPatient → Clinical care,appointment to see doctor,0.6032
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,I appreciate your help,PartnershipPatient → signoff,Thanks for your help!,0.6607
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,I appreciate your help,PartnershipPatient → signoff,Thanks for your help!,0.6607
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Appreciation/Gratitude,I appreciate your help,PartnershipPatient → activeParticipation/involvement,Please help,0.6424
sbert,PartnershipPatient → Appreciation/Gratitude || SocioEmotionalBehaviour,PartnershipPatient → Appreciation/Gratitude,I'm so grateful,SocioEmotionalBehaviour,I'm so sorry,0.6103
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Have a wonderful day,PartnershipProvider → connection,Have a good day,0.8236
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,HI,1.0
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,medicine refill,0.718
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,requested medication refills,0.7083
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,Please send a refill prescription,0.6855
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,request a refill for my prescription,0.6707
sbert,CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → activeParticipation/involvement,I need a refill on these medications,0.6555
sbert,CareCoordinationPatient || CareCoordinationProvider,CareCoordinationProvider,Dr. Person1 sent in your refills,CareCoordinationPatient,Dr. Person1 has requested,0.6335
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,all my meds will be out with no refills,0.6259
sbert,CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → activeParticipation/involvement,I need a refill,0.6232
sbert,CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → activeParticipation/involvement,i need a refill,0.6232
sbert,CareCoordinationProvider || PartnershipPatient → statePreferences,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → statePreferences,refill asap,0.6167
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,a visit to get a refill,0.6687
sbert,CareCoordinationProvider || PartnershipPatient → statePreferences,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → statePreferences,refill asap,0.6658
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,if I can get refills,0.6633
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,to get a refill,0.6539
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,would it be possible to get another refill,0.646
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,refill  Everything,0.6308
sbert,CareCoordinationProvider || SharedDecisionPatient → SeekingApproval,CareCoordinationProvider,before he can send any further refills,SharedDecisionPatient → SeekingApproval,is it possible to get an interim refill?,0.6159
sbert,CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,running out of refills,0.6123
sbert,CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → activeParticipation/involvement,i need a refill,0.6008
sbert,CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → activeParticipation/involvement,I need a refill,0.6008
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hi,PartnershipProvider → salutation,Hi,1.0
sbert,PartnershipPatient → Clinical care || PartnershipPatient → statePreferences,PartnershipPatient → Clinical care,I will need to come in next week too,PartnershipPatient → statePreferences,I can come in today if needed,0.6356
sbert,SDOH → NeighborhoodAndBuiltEnvironment || SDOH → SocialAndCommunityContext,SDOH → SocialAndCommunityContext,husband out of town,SDOH → NeighborhoodAndBuiltEnvironment,being out of town,0.695
sbert,PartnershipPatient → activeParticipation/involvement || SDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,I can call andake an appointment,SDOH → HealthCareAccessAndQuality,I havent been able to get an appointment,0.7253
sbert,SDOH → EconomicStability || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I'm really having problems,SDOH → EconomicStability,I am having a hard time getting to work,0.6052
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
sbert,PartnershipPatient → Clinical care || SharedDecisionPatient → SeekingApproval,PartnershipPatient → Clinical care,I'm requesting a refill on Vyvanse Rx,SharedDecisionPatient → SeekingApproval,Can i get Vyvanse refill called in,0.817
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipPatient → signoff,Thanks!,1.0
