ID,Male,Female,Other_Gender,Female2,Hispanic,White,Black,Asian,Indian,Islander,Other_race,Other_race_TXT,Other_race_combined,White_monoracial,NonWhite,Marital,Single,Married,Div_Widow,Job,Job_34_TEXT,Job_codes,job_codes_condensed,Job_codes_condensed2,Specialty,Specialty_codes,Specialty_low,Specialty_moderate,Specialty_high,Specialty_other,Frontline_cat,Frontline_none,Frontline_indirect,Frontline_direct,Hospital_State,OE_upsetting,OE_positive,OE_other,Wave,State_num,Hosp_Cases
10012.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0,Certified Medical Assistant,9.0,9.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,anxiety and fear from a possible exposure,The most positive was developing stronger bonds with co-workers.,I think this has brought a more unified and strong community in our hospitals,1.0,3.0,2.0
10013.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0,Nurse at Yale Health Plan,3.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,"Feeling isolated from my family, so sad",Appreciate and grateful for my freedom,"Should have been advised sooner to wear masks during face to face contact with patients
Support from administration and manager could have been better",1.0,3.0,2.0
10014.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,25.0,,3.0,3.0,3.0,32.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,Lack of interaction with people while working from home. It has been difficult to get in contact with manager and other staff members in order to do my job. I have felt as if the work load has increased with little recognition from management or a lack of support.,Spending more time with my spouse.,"Nursing staff is not being treated properly during this pandemic at YH. We were given more work, we are spending more time working, more responsibilities and were told by the University that we would not be getting raises this year but the staff in the union is. It is insulting and ridiculous to treat the nurses like that. We are working so hard to help with all the Covid work as well as the usual work and are getting no recognition or compensation for it. It is very upsetting.",1.0,3.0,
10015.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,32.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,"My father in law was in the icu and died and we were not allowed to be with him due to covid restrictions, even though he didn’t have covid-19","Making follow up phone calls to patients with probable covid to make sure they were ok—they were very appreciative that I reached out to them.  Also, just that friends I haven’t heard from in a long time have contacted me to see how I was.","I work in a clinic, not a hospital",1.0,3.0,1.0
10016.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,34.0,Medical Assistant,9.0,9.0,9.0,32.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,"I exhibited symptoms after a family gathering for my sons birthday. ( we practiced social distancing and face covering).  I tested negative, but felt very guilty",Spent more time with my Elven year old son and my husband.,,1.0,3.0,2.0
10017.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,37.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Having had exposure to someone that became positive and not being informed directly (I had to ask myself). I had SOB for a week or 2 and didn’t get tested because of lack of fever (this was in early March). 

I felt nothing would be done unless I was severely ill, which made me concerned, scared and hopeless. As someone who had severe asthma growing up and who survived varicella PNA at 20 years of age, I know what it feels like to not be able to breath, be at the brink of getting intubated while seeing your parents in tears and being isolated in a SDU room for 2 weeks. 

I worried for myself, I am alone here, but also for my parents. Who would help them if I’m sick or gone? Would they fly up here from FL? That’s dangerous too! On top of that having to hide your fear and be strong for them also took a toll. And then you think about your patients. What if I DO have this... I’m still going to work, it’s highly contagious, etc. 

Overall it’s been OK, most days are good. There’s always something to be grateful for and optimistic about, it’s helped me grow and improve on skills... but it’s been exhausting.","Several things, can’t name one!: My dad fell ill (SOB, desats, fever), but improved and is back to normal. Got back in touch with med school friends I hadn’t talked to in years. Received masks from a total stranger. Saw all the love and support that the majority of people have for one another.  

It makes me feel hopeful, optimistic, that there’s more good people than not, and that when society unites, and works as one towards a common goal, beautiful things happen. Look at NYC, look at YNHH... amongst all deaths and horrible things, we have stories of love and support, and we’ve flattened the curve. We just have to put our minds and souls to it and think about how our actions affect others. It makes me feel we will get through this.","I’m very proud to see how specialties have left their “unspoken differences” aside and are working together to fight this pandemic. I hope we can continue this sense of collegiality across the hospital once we return to a new “normal”, and that we all come out stronger and wiser.",1.0,3.0,4.0
10018.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,1.0,4.0,32.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,"Watching my neighbor being taken away in the ambulance with EMS in full PPE gear. A week later, my neighbor passed away in the hospital.  The thought of him dying alone and now watching his wife and children suffer is extremely upsetting.","Spending more quality time with my family.  Spring is generally the busiest time of the year as my children play sports (13 and 16 years old). Though it is upsetting that their seasons have been cancelled, it has afforded us more time as a family.  We have been able to eat meals together and are not at the mercy of an overcommitted schedule.",,1.0,3.0,2.0
10019.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,21.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,"I can't say I have been very upset about anything aside from the news I hear about hate crimes, especially against asians. Also, my neighbors are not observing social distancing (friends of children coming over to play bastketball every other day)",parents shipping PPE to me from abroad. being able to spend more time with my daughter and husband at home. having a nanny who is willing to work with us through covid. card games via zoom with friends,"Even though it is not necessary, seeing that people recognize the hard work of healthcare workers is encouraging. Also, getting notifications on numbers, transparency about the numbers of pt discharges has been really nice.",1.0,3.0,5.0
10021.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,28.0,,8.0,8.0,8.0,33.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,"Lack of support for parents trying to deal with home schooling children.  There is so much focus on re-opening businesses but no focus on opening schools.  I don't see how a hairdresser is more essential than the education of children.  No one is going to be able to go to work if their children need to stay home and day cares aren't open.  It doesn't make sense, and there are no support systems in the hospital for working parents to try to help educate their children.  The last thing I want to do when I get home from work is force and fight with my child to do their work.","Not having essential businesses open, and social distancing has made it so that when I am not at work, I can focus on just being home and relaxing and not having juggle extracurricular activities, birthday day parties, family parties, etc.  My husband, daughter and I are able to just stay home, relax and be with each other.  My husband has found a new love for cooking which has been a huge weight off my shoulders.",,1.0,3.0,4.0
10022.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,2.0,0.0,1.0,0.0,25.0,,3.0,3.0,3.0,,,,,,,2.0,0.0,1.0,0.0,,"Inappropriate, rude people telling me ""that I don't know what I am doing"" when I am doing what is required to keep people safe. I felt extremely upset by the event , yet was extremely gratified by the support that the security guard gave to me.","The camaraderie experienced with other staff that I knew before, but have really gotten to know them through this. The random acts of kindness that I see people doing for each other.",,1.0,3.0,2.0
10023.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,37.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,"People not taking it seriously and not taking proper precautions, thus putting others in danger",My co fellows covering in hospital clinical duties as I am pregnant.,No,1.0,3.0,4.0
10024.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,1.0,4.0,33.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,Stress of worry for my family and stress of changing work responsibilities,"Enjoying more time with my kids at home, feeling appreciative of my job and work",Proud to work for Yale University and Yale Health during this time.,1.0,3.0,
10025.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,11.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,"My 79yo father with chronic heart disease lives with us (spouse, 2 toddlers). We sent (drove him to Chicago) to stay with my brother because of my clinical work and the potential risks of me bringing Covid home and infecting him.",Messages from friends/family thanking me for being a physician. Commercials on TV saying thank you to health care workers.,"Amazing to see health care workers across the spectrum (doctors, nurses, CNAs, BAs, etc) step up and provide excellent care but also to do it with such compassion",1.0,3.0,4.0
10027.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,25.0,,3.0,3.0,3.0,12.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,,1.0,3.0,1.0
10028.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,26.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Realizing that policies were based on supply over logic.  Realizing that the hospital administration does not really care for its workers. All the signs of ""health care heroes"" are more of a bandaid of nice empty words, and a lack of action.",I always knew I could rely on my co-residents and the pandemic just showed that even more.  Anesthesiology residents stepped up and manned the ICUs while many other residents got to stay home and do telehealth. I felt proud of us but also felt it was a burden placed on anesthesiology residents more so than others.,This pandemic exposed the several flaws in the American health care system. Things need to change. No new normal. We need to revamp and change our practice.,1.0,3.0,4.0
10029.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,26.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,No answer,Idea of finishing residency gives me a great deal of pleasure,,1.0,3.0,4.0
10031.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,34.0,Social Worker,14.0,8.0,8.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,"The most upsetting part is the lack of federal response or realistic plan, and this makes me feel hopeless like we will never solve this problem as a society, and that the vulnerable will pay the highest price.","Supporting my kids, and having a loving partner makes all the difference.  getting more time with them is the most positive.",Thank you for caring about this.,1.0,3.0,4.0
10032.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0,Senior Administrative Assistant,11.0,11.0,4.0,32.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,"I was presumed Covid + early in March, along with several of my co-workers. At that time, testing was not available, when it became available it was already 2 weeks into my illness and the results would have taken too long to get back to me. I have a multigenerational household, three members are at an age related risk with co-factors such as asthma, hypertension and age &gt;90/dementia. The idea that anyone could also be infected and, we could become gravely ill, acquire a permanent disability, or death frightened me. Opening up work too soon, or asking medical staff to come back in, while symptomatic (ie coughing) is disgraceful. These things keep me awake at night.","being allowed to work from home has been a mental god-send. The time spent together is has been a comforting, knowing my co-workers are all safe at home has as well.","I think hospital policy towards patients, is also absolutely reflective in the care and protection of its workers. It will be a disservice to ask staff to return back to work while exhibiting ANY symptoms.",1.0,3.0,
10033.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,25.0,,3.0,3.0,3.0,33.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,"Co-workers being diagnosed Covid positive. I felt very vulnerable, as I work in the same environment they do.","Having the occasional ability to work from home. At home, I feel safe and can control my environment. At work, I am often called into the clinical area, where I feel more vulnerable.","Management is pulled to managing the crisis and away from their staff. Staff are left to manage themselves. Sometimes, this adds to the feeling of isolation.",1.0,3.0,2.0
10034.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,26.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,People distrusting others and me on the sidewalks/elevators. Made me feel like I didn’t belong or wasn’t supposed to be there,More time off to pursue passions/ hobbies,,1.0,3.0,4.0
10035.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,24.0,,11.0,11.0,4.0,33.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,Seeing people dying and knowing we don’t have a vaccine. I feel we often take our Health care and vaccines for granted.,Seeing the Yale Health team really support one another. It makes you feel secure and more positive in a negative situation,,1.0,3.0,
10036.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,37.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,Out of hospital life alterations including no gym/socializing/communal life,"Decreased hospital work load, personally",,1.0,3.0,3.0
10037.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,,2.0,2.0,2.0,32.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,,N/A,Finding excellent collaborators to work with and observing the selflessness of my team.,,1.0,3.0,4.0
10038.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,22.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,Generalized-feel too constricted in dealing with people.,Got a validating result at work.,No,1.0,3.0,5.0
10039.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,22.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,"Little recognition for the work the laboratory has been doing for COVID-19 testing. We don't see actual patients, but we work with their specimens and design their COVID testing and therefore have a high likelihood of becoming infected, however we usually just get referred to as ""the lab""",Seeing everyone work together as a team has been very positive.,,1.0,3.0,4.0
10041.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,37.0,,7.0,7.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,The public denial,"The community support, no longer felt alone",,1.0,3.0,3.0
10043.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,32.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,,"2 things: 1) a decision was made about relocating the clinic I am the medical director of with zero input from me, and 2) seeing that most of the people assigned to COVID leadership committees im on are male",a few great new colleagues I had never met before in other depts have emerged to work together to improve care,,1.0,3.0,4.0
10044.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,Cancellation of a 5th anniversary trip that o was really looking forward to. I got over it pretty quickly after the gravity of the pandemic became clear,Hearing tales of my colleagues heroism.,,1.0,3.0,4.0
10045.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,The hardest thing is not being able to visit my recently widowed mother,My closest friends started a weekly zoom call and I talk to them now more than before.,"I feel a sense of pride being on the front line. While I greatly fear potentially infecting my family, I walk in to work proud of what I do. The general public seem to be more grateful than ever for the work we do.",1.0,3.0,3.0
10046.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,37.0,,7.0,7.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,,more family time,childcare is very hard to work out,1.0,3.0,4.0
10047.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,,2.0,2.0,2.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,Not being allowed to work because of my age and perceived risk to me,Spent more time with my significant other and felt I want to continue practicing medicine,I have been exercising more regularly,1.0,3.0,2.0
10048.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,24.0,,11.0,11.0,4.0,29.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,"My father in law passed away, it made me feel angry, sad and helpless.",Yale has offered a monetary bonus to employees that have worked during the covid-19 pandemic.,No,1.0,3.0,4.0
10049.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,37.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,Difficulty with personal relationships,Public being grateful for healthcare workers,,1.0,3.0,4.0
10050.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,32.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,,"Stress in my marriage. I felt anxious, overwhelmed, sad.","The feeling of connection with colleagues and working on shared goals, patient care. Also, seeing how innovative and responsive our system can be to improve patient care.",,1.0,3.0,4.0
10051.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,Not being able to see/spend time with my family.,Colleagues coming together to help other departments overwhelmed with covid-19 patients.,No,1.0,3.0,4.0
10052.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,School closures stressing family home life. Make everyone in house frustrated and have short tempers.,"More time with family, bonding with kids when not frustrated by lack of school. Working on home projects.",,1.0,3.0,4.0
10054.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,21.0,,10.0,9.0,9.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,"Because of age&gt;65, I was told that I could no longer provide direct patient care. This also ended bedside teaching of house staff and nurses. I identify as a clinician and educator and this change of role has been a challenge. 
I am anxious about the possibility of not resuming that role. I can retire but am not ready to retire. I believe that I still have a great deal to contribute to patients and trainees.","Witnessing the team work and camaraderie. It is wonderful to see people pulling together (mostly). It reminds me of my time in the military when there were shared experiences, a common enemy and a coming together to overcome adversity.",,1.0,3.0,4.0
10055.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"I became sick with symptoms cw covid-19.  I tested negative twice during that time, yet had a cxr with bilateral infiltrates.  I recently learned that I have antibodies.  I have a history of pneumonia so was very concerned about my personal health when sick, not helped by what seems to have been false negative tests.  also worried about exposing family members and making them ill. near-impossible to self-isolate at home.","Our staff have come together as a team. Also, the support for medical workers shown by the community has been absolutely unbelievable.  Finally feel appreciated as a healthcare worker.","The collaboration and planning that occurred at GH was exceptional.
Very proud to be a part of this hospital.",1.0,3.0,2.0
10056.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,26.0,,7.0,7.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,My wife being sick and fearing for her life,Spending more time with my family,I believe that everyone throughout the hospital is working to take care of each other and patients and that is very encouraging,1.0,3.0,3.0
