label_A,label_B,count,avg_similarity,n_A,n_B,ratio_A=count/n_A,ratio_B=count/n_B
PROVIDER_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||signoff,28,0.8981,45,93,0.6222,0.3011
Information-Giving||Diagnostics,Information-Giving||Symptoms,28,0.6264,159,104,0.1761,0.2692
Information-Giving||Diagnostics,Information-Seeking||Diagnostics,28,0.6214,159,46,0.1761,0.6087
Information-Giving||Drugs,Information-Giving||Scheduling_appt,27,0.6484,141,120,0.1915,0.225
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Diagnostics,27,0.6519,81,159,0.3333,0.1698
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Scheduling_appt,27,0.6212,81,120,0.3333,0.225
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,27,0.6168,168,146,0.1607,0.1849
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||signoff,25,0.8202,60,156,0.4167,0.1603
Information-Giving||Scheduling_appt,Information-Giving||instruction,23,0.732,120,44,0.1917,0.5227
Information-Giving||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,21,0.6441,141,146,0.1489,0.1438
Information-Giving||Drugs,Information-Giving||Symptoms,20,0.6409,141,104,0.1418,0.1923
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||Connection,18,0.7804,41,45,0.439,0.4
Information-Giving||Care_Coordination,Information-Giving||Diagnostics,18,0.6806,168,159,0.1071,0.1132
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Care_Coordination,18,0.6488,81,168,0.2222,0.1071
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||signoff,18,0.7977,60,93,0.3,0.1935
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||General_information,17,0.6036,81,145,0.2099,0.1172
Information-Giving||General_information,PATIENT_PARTNERSHIP||state_preferences,16,0.6609,145,45,0.1103,0.3556
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,16,0.6648,141,18,0.1135,0.8889
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Maintain_communication,16,0.6095,145,74,0.1103,0.2162
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Acknowledge_Error,15,0.7541,45,16,0.3333,0.9375
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking_SDOH||Health_care_access_and_quality,14,0.6473,81,19,0.1728,0.7368
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||active_participation_/involvement,14,0.6073,159,146,0.0881,0.0959
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_Shared-Decision_Making||Encourage_questions,14,0.7999,74,2,0.1892,7.0
PATIENT_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||Connection,14,0.8587,47,45,0.2979,0.3111
Information-Giving||General_information,PATIENT_PARTNERSHIP||express_opinions,14,0.6157,145,52,0.0966,0.2692
Information-Giving||General_information,Information-Giving||instruction,14,0.647,145,44,0.0966,0.3182
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||active_participation_/involvement,14,0.6444,120,146,0.1167,0.0959
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Maintain_communication,14,0.6715,168,74,0.0833,0.1892
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||active_participation_/involvement,14,0.5903,104,146,0.1346,0.0959
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Connection,13,0.6584,168,45,0.0774,0.2889
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,13,0.6426,33,146,0.3939,0.089
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Maintain_communication,13,0.6415,120,74,0.1083,0.1757
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||active_participation_/involvement,12,0.6119,33,146,0.3636,0.0822
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Drugs,12,0.652,81,141,0.1481,0.0851
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||Connection,12,0.8569,47,60,0.2553,0.2
Information-Giving||Symptoms,Information-Seeking||Symptoms,12,0.675,104,11,0.1154,1.0909
Information-Giving||Care_Coordination,Information-Giving||instruction,11,0.623,168,44,0.0655,0.25
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Sadness/fear,11,0.7256,16,10,0.6875,1.1
Information-Giving||General_information,Information-Seeking||Scheduling_appt,11,0.6869,145,33,0.0759,0.3333
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Sadness/fear,11,0.6395,60,10,0.1833,1.1
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Alignment,11,0.7555,145,41,0.0759,0.2683
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Reassurance,11,0.7323,60,14,0.1833,0.7857
Information-Giving||Drugs,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,11,0.5923,141,29,0.078,0.3793
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||Connection,11,0.698,179,45,0.0615,0.2444
Information-Giving||instruction,PROVIDER_PARTNERSHIP||Maintain_communication,11,0.5867,44,74,0.25,0.1486
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||state_preferences,10,0.6113,120,45,0.0833,0.2222
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||express_opinions,10,0.7938,104,52,0.0962,0.1923
Information-Giving||Symptoms,Socioemotional_/_Empathy||Express_concern/unease,10,0.6461,104,25,0.0962,0.4
Information-Giving_SDOH||Economic_stability,Information-Giving||General_information,10,0.6846,18,145,0.5556,0.069
Information-Seeking||General_information,PATIENT_PARTNERSHIP||active_participation_/involvement,10,0.652,17,146,0.5882,0.0685
Information-Giving||instruction,PATIENT_PARTNERSHIP||active_participation_/involvement,10,0.6288,44,146,0.2273,0.0685
Information-Giving||General_information,Socioemotional_/_Empathy||Express_concern/unease,10,0.6877,145,25,0.069,0.4
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,10,0.6178,159,45,0.0629,0.2222
Information-Giving||Diagnostics,Information-Seeking_SDOH||Health_care_access_and_quality,10,0.6487,159,19,0.0629,0.5263
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Symptoms,10,0.7295,81,104,0.1235,0.0962
Information-Giving||Diagnostics,Information-Seeking||Drugs,10,0.6999,159,33,0.0629,0.303
PATIENT_PARTNERSHIP||signoff,PROVIDER_PARTNERSHIP||Connection,9,0.914,156,45,0.0577,0.2
Information-Giving||General_information,Information-Seeking||Drugs,9,0.6658,145,33,0.0621,0.2727
Information-Giving||Scheduling_appt,Information-Seeking||Diagnostics,9,0.6042,120,46,0.075,0.1957
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||active_participation_/involvement,9,0.7896,47,146,0.1915,0.0616
Information-Giving||Care_Coordination,Information-Giving||Symptoms,9,0.5835,168,104,0.0536,0.0865
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||Alignment,9,0.6769,159,41,0.0566,0.2195
Information-Giving||Scheduling_appt,Information-Giving||Symptoms,8,0.6796,120,104,0.0667,0.0769
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Maintain_communication,8,0.7082,141,74,0.0567,0.1081
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||state_preferences,8,0.5832,33,45,0.2424,0.1778
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Connection,8,0.6672,120,60,0.0667,0.1333
Information-Giving||General_information,Information-Seeking||General_information,8,0.6228,145,17,0.0552,0.4706
Information-Seeking||Diagnostics,Information-Seeking||General_information,8,0.7352,46,17,0.1739,0.4706
Information-Giving_SDOH||Economic_stability,Information-Giving||Diagnostics,8,0.7107,18,159,0.4444,0.0503
Information-Giving||Symptoms,Socioemotional_/_Empathy||Reassurance,8,0.6963,104,14,0.0769,0.5714
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,8,0.6857,41,18,0.1951,0.4444
PROVIDER_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Express_concern/unease,8,0.6583,41,25,0.1951,0.32
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||Maintain_communication,8,0.6434,159,74,0.0503,0.1081
Information-Giving||Drugs,Information-Seeking||Scheduling_appt,7,0.6838,141,33,0.0496,0.2121
Information-Giving||Diagnostics,Information-Seeking||Scheduling_appt,7,0.7038,159,33,0.044,0.2121
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||Alignment,7,0.8978,60,41,0.1167,0.1707
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Making_decision_together,7,0.633,145,13,0.0483,0.5385
Information-Giving_SDOH||Economic_stability,Information-Seeking||Scheduling_appt,7,0.6484,18,33,0.3889,0.2121
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Maintain_communication,7,0.5616,22,74,0.3182,0.0946
Information-Giving_SDOH||Economic_stability,Information-Giving||Drugs,6,0.6723,18,141,0.3333,0.0426
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Express_concern/unease,6,0.6365,146,25,0.0411,0.24
Information-Giving||General_information,PATIENT_PARTNERSHIP||Connection,6,0.6725,145,60,0.0414,0.1
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,6,0.7407,159,18,0.0377,0.3333
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||Alignment,6,0.6789,159,47,0.0377,0.1277
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Connection,6,0.5858,104,60,0.0577,0.1
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Making_decision_together,6,0.6266,159,13,0.0377,0.4615
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Alignment,6,0.6487,81,41,0.0741,0.1463
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||state_preferences,6,0.6704,60,45,0.1,0.1333
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||salutation,6,0.6945,99,179,0.0606,0.0335
Information-Seeking||Drugs,PROVIDER_PARTNERSHIP||Maintain_communication,6,0.6404,33,74,0.1818,0.0811
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||state_preferences,6,0.76,146,45,0.0411,0.1333
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Share_options,6,0.6788,168,17,0.0357,0.3529
Information-Giving||General_information,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,6,0.5984,145,29,0.0414,0.2069
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||Alignment,6,0.708,29,41,0.2069,0.1463
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Alignment,6,0.782,141,47,0.0426,0.1277
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_SHARED-DECISION_MAKING||Explore_options,5,0.5935,81,18,0.0617,0.2778
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Alignment,5,0.6459,141,41,0.0355,0.122
Information-Giving||Drugs,PATIENT_PARTNERSHIP||state_preferences,5,0.7034,141,45,0.0355,0.1111
Information-Giving||Drugs,PATIENT_PARTNERSHIP||express_opinions,5,0.7056,141,52,0.0355,0.0962
PATIENT_PARTNERSHIP||express_opinions,PATIENT_PARTNERSHIP||state_preferences,5,0.6792,52,45,0.0962,0.1111
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Reassurance,5,0.8394,45,14,0.1111,0.3571
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,5,0.7316,120,29,0.0417,0.1724
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||state_preferences,5,0.6184,168,45,0.0298,0.1111
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Alignment,5,0.5968,168,41,0.0298,0.122
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Acknowledge_Error,5,0.6156,159,16,0.0314,0.3125
PATIENT_PARTNERSHIP||Alignment,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,5,0.8596,47,18,0.1064,0.2778
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,5,0.6314,145,18,0.0345,0.2778
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||Connection,5,0.7001,159,60,0.0314,0.0833
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,5,0.7323,120,52,0.0417,0.0962
PATIENT_PARTNERSHIP||signoff,PROVIDER_PARTNERSHIP||salutation,5,1.0,156,154,0.0321,0.0325
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||invite_collaboration,4,0.5839,120,11,0.0333,0.3636
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Connection,4,0.7617,146,45,0.0274,0.0889
PATIENT_PARTNERSHIP||Alignment,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,4,0.6747,47,7,0.0851,0.5714
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Acknowledge_Error,4,0.7806,60,16,0.0667,0.25
Information-Giving||Drugs,PATIENT_PARTNERSHIP||signoff,4,0.657,141,156,0.0284,0.0256
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Appreciation/gratitude,4,0.654,141,99,0.0284,0.0404
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Maintain_communication,4,0.7584,81,74,0.0494,0.0541
Information-Giving||Drugs,Socioemotional_/_Empathy||Express_concern/unease,4,0.6451,141,25,0.0284,0.16
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Connection,4,0.6545,145,45,0.0276,0.0889
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||Connection,4,0.6226,33,60,0.1212,0.0667
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Share_options,4,0.6447,120,17,0.0333,0.2353
Information-Seeking||Diagnostics,Socioemotional_/_Empathy||Express_concern/unease,4,0.6188,46,25,0.087,0.16
Information-Giving||General_information,Socioemotional_/_Empathy||Acknowledge_Error,4,0.603,145,16,0.0276,0.25
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,4,0.5502,159,7,0.0252,0.5714
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||signoff,4,0.5568,45,93,0.0889,0.043
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||express_opinions,4,0.6116,81,52,0.0494,0.0769
PATIENT_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Connection,4,0.8916,99,45,0.0404,0.0889
Information-Seeking_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||active_participation_/involvement,4,0.5923,19,146,0.2105,0.0274
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Making_decision_together,4,0.6622,104,13,0.0385,0.3077
PATIENT_PARTNERSHIP||Connection,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,4,0.6656,60,18,0.0667,0.2222
PATIENT_PARTNERSHIP||salutation,PATIENT_PARTNERSHIP||signoff,4,0.6945,179,156,0.0223,0.0256
PROVIDER_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Positive_Remarks/Reward,4,0.625,41,6,0.0976,0.6667
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Alignment,4,0.9195,104,47,0.0385,0.0851
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Sadness/fear,4,0.8555,45,10,0.0889,0.4
Information-Giving||General_information,Information-Seeking||Symptoms,4,0.6088,145,11,0.0276,0.3636
Information-Giving_SDOH||Economic_stability,Information-Giving||Care_Coordination,4,0.5978,18,168,0.2222,0.0238
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving_SDOH||Neighborhood_and_built_environment,4,0.5833,81,7,0.0494,0.5714
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||Alignment,4,0.6055,81,47,0.0494,0.0851
Information-Giving||General_information,PROVIDER_PARTNERSHIP||build_trust,4,0.706,145,4,0.0276,1.0
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||Maintain_communication,4,0.6045,29,74,0.1379,0.0541
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Express_concern/unease,4,0.6312,16,25,0.25,0.16
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,4,0.6803,8,146,0.5,0.0274
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||invite_collaboration,4,0.5883,146,11,0.0274,0.3636
Information-Giving||Prognosis,PATIENT_PARTNERSHIP||active_participation_/involvement,4,0.7242,6,146,0.6667,0.0274
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Reassurance,4,0.6815,146,14,0.0274,0.2857
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,4,0.5991,159,18,0.0252,0.2222
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||express_opinions,4,0.5807,168,52,0.0238,0.0769
Information-Giving||General_information,Information-Seeking||Care_Coordination,4,0.6091,145,8,0.0276,0.5
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Making_decision_together,4,0.6882,141,13,0.0284,0.3077
Information-Giving_SDOH||Neighborhood_and_built_environment,PATIENT_PARTNERSHIP||active_participation_/involvement,4,0.5891,7,146,0.5714,0.0274
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||state_preferences,4,0.6228,81,45,0.0494,0.0889
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||Maintain_communication,4,0.8861,60,74,0.0667,0.0541
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_PARTNERSHIP||signoff,4,0.6071,74,93,0.0541,0.043
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Making_decision_together,4,0.6989,120,13,0.0333,0.3077
PATIENT_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||invite_collaboration,4,0.7804,47,11,0.0851,0.3636
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||Alignment,4,0.5552,46,47,0.087,0.0851
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||state_preferences,4,0.7631,33,45,0.1212,0.0889
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||express_opinions,4,0.6721,146,52,0.0274,0.0769
Information-Giving_SDOH||Economic_stability,Information-Giving_SDOH||Health_care_access_and_quality,4,0.7329,18,81,0.2222,0.0494
Information-Giving||General_information,Socioemotional_/_Empathy||Reassurance,4,0.7961,145,14,0.0276,0.2857
PATIENT_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Positive_Remarks/Reward,4,0.631,47,6,0.0851,0.6667
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||express_opinions,4,0.6683,159,52,0.0252,0.0769
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||Alignment,4,1.0,179,41,0.0223,0.0976
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||Connection,4,0.6134,52,45,0.0769,0.0889
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,4,0.5571,146,29,0.0274,0.1379
PROVIDER_PARTNERSHIP||Maintain_communication,Socioemotional_/_Empathy||Acknowledge_Error,4,0.6111,74,16,0.0541,0.25
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Scheduling_appt,3,0.7189,81,33,0.037,0.0909
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||signoff,3,0.7881,141,93,0.0213,0.0323
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Connection,3,0.7881,141,45,0.0213,0.0667
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||Connection,3,0.618,46,60,0.0652,0.05
Information-Giving||General_information,Information-Seeking||Diagnostics,3,0.6213,145,46,0.0207,0.0652
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,Socioemotional_/_Empathy||Reassurance,3,0.5914,18,14,0.1667,0.2143
Information-Giving||Care_Coordination,Information-Seeking||Diagnostics,3,0.7139,168,46,0.0179,0.0652
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Connection,3,0.6555,141,60,0.0213,0.05
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||invite_collaboration,3,0.5938,141,11,0.0213,0.2727
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Positive_Remarks/Reward,3,0.8522,45,6,0.0667,0.5
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Alignment,3,0.6763,104,41,0.0288,0.0732
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||Connection,3,0.5562,45,45,0.0667,0.0667
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||state_preferences,3,0.7125,18,45,0.1667,0.0667
Information-Giving||Care_Coordination,Information-Seeking||Drugs,3,0.7315,168,33,0.0179,0.0909
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||active_participation_/involvement,3,0.5656,18,146,0.1667,0.0205
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,3,0.685,33,52,0.0909,0.0577
Information-Giving||Care_Coordination,Information-Seeking||Scheduling_appt,3,0.5903,168,33,0.0179,0.0909
Information-Giving||Diagnostics,Information-Seeking||Symptoms,3,0.5944,159,11,0.0189,0.2727
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Diagnostics,3,0.6022,81,46,0.037,0.0652
Information-Giving||General_information,PROVIDER_PARTNERSHIP||invite_collaboration,3,0.5962,145,11,0.0207,0.2727
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Share_options,2,0.8247,11,17,0.1818,0.1176
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.7067,41,11,0.0488,0.1818
PROVIDER_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.6475,45,11,0.0444,0.1818
Information-Giving||instruction,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.6632,44,11,0.0455,0.1818
Information-Giving_SDOH||Neighborhood_and_built_environment,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2,0.6712,7,7,0.2857,0.2857
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||General_information,2,0.6139,7,145,0.2857,0.0138
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||Diagnostics,2,0.5711,7,159,0.2857,0.0126
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,PROVIDER_PARTNERSHIP||Alignment,2,0.6989,7,41,0.2857,0.0488
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||state_preferences,2,0.6535,104,45,0.0192,0.0444
Information-Seeking||General_information,PATIENT_PARTNERSHIP||state_preferences,2,0.8195,17,45,0.1176,0.0444
Information-Seeking||Drugs,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.5699,33,29,0.0606,0.069
Information-Giving||Scheduling_appt,Socioemotional_/_Empathy||Reassurance,2,0.5523,120,14,0.0167,0.1429
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2,0.6946,159,7,0.0126,0.2857
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||express_opinions,2,0.5597,46,52,0.0435,0.0385
Information-Giving||Scheduling_appt,Information-Seeking_SDOH||Health_care_access_and_quality,2,0.5986,120,19,0.0167,0.1053
Information-Giving||Drugs,Information-Seeking_SDOH||Health_care_access_and_quality,2,0.5593,141,19,0.0142,0.1053
PATIENT_PARTNERSHIP||express_opinions,Socioemotional_/_Empathy||Express_concern/unease,2,0.5609,52,25,0.0385,0.08
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.5555,74,18,0.027,0.1111
Information-Giving||Drugs,Socioemotional_/_Empathy||Reassurance,2,0.5584,141,14,0.0142,0.1429
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.6415,41,74,0.0488,0.027
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||salutation,2,0.8642,60,154,0.0333,0.013
Information-Giving_SDOH||Economic_stability,Information-Seeking||Diagnostics,2,0.5986,18,46,0.1111,0.0435
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Encourage_questions,2,0.7775,146,2,0.0137,1.0
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Encourage_questions,2,0.637,33,2,0.0606,1.0
