anchor_text,anchor_label,neighbor_text,neighbor_label,similarity
Dr. Person4 was speaking with Dr. Person5,Care_Coordination,Why did Dr. Person4  not see this,express_opinions,0.7702109813690186
Dr. Person4 was speaking with Dr. Person5,Care_Coordination,I see Dr  Person1 on,Scheduling_appt,0.6275184750556946
not rec'd email message from blood testing lab,Diagnostics,I sent the message to Dr. Person2 yesterday evening and have not gotten a response yet,Care_Coordination,0.5674786567687988
Person1 has MM/DD/YYYY,Scheduling_appt,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,Drugs,0.7615808844566345
Person1 has MM/DD/YYYY,Scheduling_appt,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,Drugs,0.7615808844566345
Person1 has MM/DD/YYYY,Scheduling_appt,I will check back with Person1 early MM/DD/YYYY,active_participation_/involvement,0.6834449172019958
Person1 has MM/DD/YYYY,Scheduling_appt,MM/DD/YYYY is good,Alignment,0.6806966066360474
Person1 has MM/DD/YYYY,Scheduling_appt,MM/DD/YYYY is good!,Approval/Reinforcement,0.6742023229598999
Does Dr. Person3 want Person1 to continue on,Drugs,I see Dr  Person1 on,Scheduling_appt,0.7246928811073303
Does Dr. Person3 want Person1 to continue on,Drugs,Can Dr  Person3 do that?,active_participation_/involvement,0.7138359546661377
Does Dr. Person3 want Person1 to continue on,Drugs,We will let you know if Dr Person2 is able to complete,Maintain_communication,0.7003270387649536
Does Dr. Person3 want Person1 to continue on,Drugs,If Dr. Person1 then certainly ok.,Approval/Reinforcement,0.689336359500885
Does Dr. Person3 want Person1 to continue on,Drugs,Dr. Person2 is involved in my treatment,Care_Coordination,0.689014196395874
would like to see Person2 in the office MM/DD/YYYY,Scheduling_appt,look forward to meeting with Dr  Person2 on MM/DD/YYYY,Care_Coordination,0.6302222609519958
would like to see Person2 in the office MM/DD/YYYY,Scheduling_appt,I will check back with Person1 early MM/DD/YYYY,active_participation_/involvement,0.5890880227088928
would like to see Person2 in the office MM/DD/YYYY,Scheduling_appt,Is it possible to have Person2 help with this please?,active_participation_/involvement,0.5888590812683105
I also spoke w Dr. B about 2 Rxs,Drugs,I discussed with Dr,Care_Coordination,0.5740815997123718
I also spoke w Dr. B about 2 Rxs,Drugs,May I speak with Dr  Person1 XXX-XXX-XXXX,active_participation_/involvement,0.5548897385597229
I also spoke w Dr. B about 2 Rxs,Drugs,I discussed with Dr Person2,Care_Coordination,0.5544874668121338
I also spoke w Dr. B about 2 Rxs,Drugs,I discussed with Dr Person2,Care_Coordination,0.5544874668121338
I also spoke w Dr. B about 2 Rxs,Drugs,Just confirming that you heard from Dr. Person2 after my consultation with him on MM/DD/YYYY,active_participation_/involvement,0.5501357316970825
how many a day is he taking,Drugs,are you taking him for repeat labs and urine today or tomorrow?,Diagnostics,0.6023111939430237
"Yep, just got a call for MM/DD/YYYY w",Scheduling_appt,MM/DD/YYYY is good!,Approval/Reinforcement,0.7009842395782471
"Yep, just got a call for MM/DD/YYYY w",Scheduling_appt,"MM/DD/YYYY, is that good ?",invite_collaboration,0.6956179738044739
"Yep, just got a call for MM/DD/YYYY w",Scheduling_appt,MM/DD/YYYY is good,Alignment,0.6933150887489319
"Yep, just got a call for MM/DD/YYYY w",Scheduling_appt,Yes MM/DD/YYYY org1,Alignment,0.6612761616706848
per Dr. Person2's desire and Dr. B agree to get Person3 off Oxy ext release,Care_Coordination,Does Dr. Person3 want Person1 to continue on,Drugs,0.6329430341720581
per Dr. Person2's desire and Dr. B agree to get Person3 off Oxy ext release,Care_Coordination,Can Dr  Person3 do that?,active_participation_/involvement,0.5649462342262268
work down to lowest usage Oxy rapid w/o dealing w break through pain,Drugs,Really cuts the pain down to almost nothing,Symptoms,0.5763238668441772
I've set up Person3's other,Scheduling_appt,"I will have Person3, APRN sign the orders",Care_Coordination,0.6112537980079651
I've set up Person3's other,Scheduling_appt,"Unfortunately, since Person3 doesn't use the same system we do, images cannot be shared",General_information,0.6070958375930786
I've set up Person3's other,Scheduling_appt,I'll have Person1 help out,Care_Coordination,0.5876352190971375
I've set up Person3's other,Scheduling_appt,My name is Person2 and I am the RN that works with Dr. Person3,General_information,0.576744794845581
I've set up Person3's other,Scheduling_appt,Would also like to coordinate follow ups with Person2 and Person3,state_preferences,0.576600968837738
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,MM/DD/YYYY is good,Alignment,0.685556173324585
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,MM/DD/YYYY is good!,Approval/Reinforcement,0.6832324266433716
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Scheduling_appt,0.6749117374420166
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,I put you off work from MM/DD/YYYY to MM/DD/YYYY,Economic_stability,0.6596776247024536
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,"MM/DD/YYYY, is that good ?",invite_collaboration,0.6447727084159851
MM/DD/YYYY one 5mg am and one 5mg pm,Drugs,Just want to make sure I take what I should correctly for MM/DD/YYYY,active_participation_/involvement,0.6146745681762695
Sig swelling (but improving slightly) swelling of right leg persists,Symptoms,Have you checked with your cardiologist re your ankle swelling?,Care_Coordination,0.5686115622520447
Person3 is tolerating all meds well and following directions,Drugs,Dr. Person2 is involved in my treatment,Care_Coordination,0.6208613514900208
Person3 is tolerating all meds well and following directions,Drugs,It looks like Dr. Person2 was ok with you waiting til  MM/DD/YYYY to start the new medication,Care_Coordination,0.6122137904167175
Person3 is tolerating all meds well and following directions,Drugs,Dr. Person1 has the final word regarding my treatments and regimens,Care_Coordination,0.6100609302520752
Person3 is tolerating all meds well and following directions,Drugs,I will go over this with Dr  Person1 today,Care_Coordination,0.6073957085609436
Thanks a ton,Appreciation/gratitude,No problem,Connection,0.5922769904136658
Thanks a ton,Appreciation/gratitude,No problem,Alignment,0.5922769904136658
Thanks a ton,Appreciation/gratitude,Thanks,signoff,0.5708644390106201
Thanks a ton,Appreciation/gratitude,Thanks,signoff,0.5708644390106201
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,General_information,I see an appointment for the MM/DD/YYYY,Scheduling_appt,0.6139532923698425
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,General_information,Next one is scheduled for MM/DD/YYYY,Scheduling_appt,0.5654425621032715
rec'd a notice MM/DD/YYYY,General_information,I see an appointment for the MM/DD/YYYY,Scheduling_appt,0.6451557278633118
rec'd a notice MM/DD/YYYY,General_information,MM/DD/YYYY is good!,Approval/Reinforcement,0.612816572189331
rec'd a notice MM/DD/YYYY,General_information,See you MM/DD/YYYY,Connection,0.6098546385765076
rec'd a notice MM/DD/YYYY,General_information,See you MM/DD/YYYY,Connection,0.6098545789718628
rec'd a notice MM/DD/YYYY,General_information,MM/DD/YYYY is good,Alignment,0.6012924313545227
Anything I can do?,active_participation_/involvement,Is there something else I could try?,Explore_options,0.5642737150192261
I was just looking at my calendar and realized my next appt,Scheduling_appt,Unfortunately I worked last night and came home this morning and fell asleep causing me to miss my appt today,Economic_stability,0.5802661180496216
That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,Drugs,"Per Person1, as long as you are feeling ok you can go ahead and start Ibrance today!",Approval/Reinforcement,0.6484701037406921
That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,Drugs,Should I start Ibrance tonight?,Seeking_Approval,0.6436272859573364
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Scheduling_appt,I gets labs done early tomorrow,Diagnostics,0.6348364353179932
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Scheduling_appt,I will get labs first am,Diagnostics,0.5976346731185913
The pharmacy won't have time to get my meds delivered to me if we keep this schedule,Drugs,I setup for them to ship the medication to me,active_participation_/involvement,0.7031570672988892
The pharmacy won't have time to get my meds delivered to me if we keep this schedule,Drugs,The pharmacy will contact you when  its ready to pick up,Maintain_communication,0.6438404321670532
The pharmacy won't have time to get my meds delivered to me if we keep this schedule,Drugs,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",instruction,0.6315692663192749
Please advise,General_information,Your advice please,active_participation_/involvement,0.7185097336769104
Please advise,General_information,Appreciate your advice,build_trust,0.6422739624977112
Please advise,General_information,Please keep me informed,active_participation_/involvement,0.5706859827041626
Thank you very much,signoff,Thank you very much,Appreciation/gratitude,1.000000238418579
Thank you very much,signoff,Thank you so much,Appreciation/gratitude,0.8213021159172058
You can have this drawn at any any of the L&M draw stations MM/DD/YYYY before your visit with Dr Person1,Health_care_access_and_quality,you have can labs drawn before seeing,Diagnostics,0.6250007748603821
You can have this drawn at any any of the L&M draw stations MM/DD/YYYY before your visit with Dr Person1,Health_care_access_and_quality,"My  blood draw and appointment with Dr. Person1 will be in the Org2 office on MM/DD/YYYY, starting at 9:30 AM, correct?",Scheduling_appt,0.5986259579658508
You can have this drawn at any any of the L&M draw stations MM/DD/YYYY before your visit with Dr Person1,Health_care_access_and_quality,Could you please send an order so I can have blood drawn on MM/DD/YYYY this week,active_participation_/involvement,0.5658657550811768
You can have this drawn at any any of the L&M draw stations MM/DD/YYYY before your visit with Dr Person1,Health_care_access_and_quality,Could you please send an order so I can have blood drawn on MM/DD/YYYY this week,active_participation_/involvement,0.5658656358718872
You can have this drawn at any any of the L&M draw stations MM/DD/YYYY before your visit with Dr Person1,Health_care_access_and_quality,"I have an appointment with Dr. Person2 next MM/DD/YYYY, the MM/DD/YYYY",Scheduling_appt,0.5606768727302551
The pharmacy is pretty quick to get meds out to patients,Drugs,I setup for them to ship the medication to me,active_participation_/involvement,0.5969117879867554
The pharmacy is pretty quick to get meds out to patients,Drugs,Calling pharmacy today,General_information,0.593955397605896
The pharmacy is pretty quick to get meds out to patients,Drugs,The pharmacy will contact you when  its ready to pick up,Maintain_communication,0.587795078754425
can do same day delivery if needed,General_information,"They can set up delivery to you, it  would need to be a few days in advance",Health_care_access_and_quality,0.6715413928031921
Currently my lab work is scheduled to be done,Scheduling_appt,I gets labs done early tomorrow,Diagnostics,0.6980255842208862
Currently my lab work is scheduled to be done,Scheduling_appt,"Yes, you can get your labs done",instruction,0.6385396718978882
Currently my lab work is scheduled to be done,Scheduling_appt,I will get labs first am,Diagnostics,0.610644519329071
Currently my lab work is scheduled to be done,Scheduling_appt,we will watch for the lab results,Maintain_communication,0.595011293888092
I see Dr  Person1 on,Scheduling_appt,I see Dr. Person2 in another month,General_information,0.7562189698219299
I see Dr  Person1 on,Scheduling_appt,I be in touch with Dr. Person1 this coming week.,General_information,0.7520002126693726
I see Dr  Person1 on,Scheduling_appt,I will go over this with Dr  Person1 today,Care_Coordination,0.7503503561019897
I see Dr  Person1 on,Scheduling_appt,I seeing Dr Person1 at 1pm at Org3 on MM/DD/YYYY,Health_care_access_and_quality,0.7361419796943665
I see Dr  Person1 on,Scheduling_appt,If Dr. Person1 then certainly ok.,Approval/Reinforcement,0.7270954251289368
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Drugs,I setup for them to ship the medication to me,active_participation_/involvement,0.7303688526153564
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Drugs,so you should just be able to call the pharmacy or request via phone,Health_care_access_and_quality,0.7124316692352295
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Drugs,The pharmacy will contact you when  its ready to pick up,Maintain_communication,0.7091582417488098
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Drugs,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",instruction,0.7038021683692932
that's why I was concerned,Express_concern/unease,I know it causes concern,Reassurance,0.5705282688140869
Sorry to bother,Connection,no worries,Reassurance,0.6351524591445923
Sorry to bother,Connection,So sorry about that,Acknowledge_Error,0.5621934533119202
but I am still not understanding the timing of my blood work,Diagnostics,Please let me know when I should start my blood work,active_participation_/involvement,0.6563975214958191
but I am still not understanding the timing of my blood work,Diagnostics,I assuming since I didn get a phone call my bloodwork didn come back as desired,express_opinions,0.6376609206199646
"Yes, you can get your labs done",instruction,I gets labs done early tomorrow,Diagnostics,0.7113012075424194
"Yes, you can get your labs done",instruction,Yes you would need labs before you start your next cycle,Making_decision_together,0.6862847805023193
"Yes, you can get your labs done",instruction,Currently my lab work is scheduled to be done,Scheduling_appt,0.6385396718978882
"Yes, you can get your labs done",instruction,Could you please get labs around MM/DD/YYYY?,Scheduling_appt,0.6278759837150574
Labs have been order,Diagnostics,Please continue with labs like you were getting,instruction,0.7074987888336182
Labs have been order,Diagnostics,was not ordered by Dr. Person2 with the labs on MM/DD/YYYY,Care_Coordination,0.6967549324035645
The CBC was done with a manual diff,Diagnostics,if you can get a CBC that would be a good place to start,Share_options,0.5895897746086121
I hope that helps,Connection,Hope this helps,Reassurance,0.8498409390449524
", let me know if you have any other questions or concerns",Encourage_questions,Let me know if you have any other questions,Maintain_communication,0.7961933016777039
", let me know if you have any other questions or concerns",Encourage_questions,Let me know if any issues,Maintain_communication,0.6842932105064392
", let me know if you have any other questions or concerns",Encourage_questions,let me know if you have any issues !,Maintain_communication,0.6722941994667053
", let me know if you have any other questions or concerns",Encourage_questions,"Any other issues, let me know",Maintain_communication,0.6714365482330322
", let me know if you have any other questions or concerns",Encourage_questions,Here are a list of our concerns that we are looking forward to discussing with you tomorrow,active_participation_/involvement,0.6393031477928162
Thanks,Appreciation/gratitude,Thanks,signoff,0.9999999403953552
Thanks,Appreciation/gratitude,thanks,signoff,0.9999999403953552
Thanks,Appreciation/gratitude,Thanks,signoff,0.9999999403953552
Thanks,Appreciation/gratitude,Thanks,signoff,0.9999999403953552
Those results came in after I sent the message to the doctor,Diagnostics,I look forward to hearing from Dr. Person1 regarding these test results.,active_participation_/involvement,0.6351394653320312
Those results came in after I sent the message to the doctor,Diagnostics,I may be wrong but the results looked good to me!,express_opinions,0.5755206346511841
I am all set,General_information,You should be all set,Alignment,0.8261950016021729
I am all set,General_information,You  should be all set.,Connection,0.7899960279464722
have a good day,Connection,Have a good day.,signoff,0.9265523552894592
have a good day,Connection,Have a nice day!,signoff,0.7855796813964844
Have a great day too!,Connection,Have a nice day!,signoff,0.7001140713691711
if it would be safe for me to get a whooping cough shot,Drugs,was checking on the whooping cough for me to see if it was OK to have it with my WBC,General_information,0.6833341121673584
if it would be safe for me to get a whooping cough shot,Drugs,we do not give the whooping cough (tdap) vaccine here,Health_care_access_and_quality,0.6694748997688293
if it would be safe for me to get a whooping cough shot,Drugs,it is fine to get the vaccine,Approval/Reinforcement,0.6525857448577881
if it would be safe for me to get a whooping cough shot,Drugs,Please let me know if the two meds will be ok and safe for me to get the vaccine,Seeking_Approval,0.5706495642662048
as well as a flu shot) while taking Ibrance and my other meds,Drugs,Should I stop taking the ibrance while I sick?,Seeking_Approval,0.6699522733688354
as well as a flu shot) while taking Ibrance and my other meds,Drugs,If you are having fevers and feeling unwell you should hold the Ibrance,Approval/Reinforcement,0.6407662034034729
You were going to check with the pharmacist,active_participation_/involvement,so you should just be able to call the pharmacy or request via phone,Health_care_access_and_quality,0.6612823605537415
You were going to check with the pharmacist,active_participation_/involvement,you will have to do that at your PCP or local pharmacy,Health_care_access_and_quality,0.643685519695282
You were going to check with the pharmacist,active_participation_/involvement,you can go to your PCP or local pharmacy,Health_care_access_and_quality,0.6396867632865906
You were going to check with the pharmacist,active_participation_/involvement,The pharmacy will contact you when  its ready to pick up,Maintain_communication,0.6287256479263306
Did they respond back,active_participation_/involvement,I haven had a response to either my e-mail or a phone message I left?,Health_care_access_and_quality,0.5518268346786499
If it is ok can I have those shots at LOCATION,Health_care_access_and_quality,Is there anyway I could be allowed to go in I had my Covid shots,active_participation_/involvement,0.6065928936004639
Thank you,signoff,Thank you,Appreciation/gratitude,1.0000005960464478
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,I see i Scheduled for a blood draw on MM/DD/YYYY,Scheduling_appt,0.7252063155174255
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,Would someone kindly schedule me for bloodwork to be completed prior to MM/DD/YYYY?,Scheduling_appt,0.6620547771453857
just checking to see if it is ok to continue this round of Ibrance?,Drugs,Should I start Ibrance tonight?,Seeking_Approval,0.6732900738716125
just checking to see if it is ok to continue this round of Ibrance?,Drugs,"Per Person1, as long as you are feeling ok you can go ahead and start Ibrance today!",Approval/Reinforcement,0.666191577911377
just checking to see if it is ok to continue this round of Ibrance?,Drugs,I holding off starting the 2nd cycle of Ibrance?,active_participation_/involvement,0.6179259419441223
"Thank you,",signoff,Thank you,Appreciation/gratitude,0.8059808015823364
