anchor_text,anchor_label,neighbor_text,neighbor_label,similarity
Let me know if I can help you with anything else,Encourage_questions,Let me know if there is anything else I can help you with!,Maintain_communication,0.8154397405556988
this is good.,Reassurance,this is good,Approval/Reinforcement,1.0
Ok ok,Connection,Ok,Alignment,1.0
Ok ok,Connection,Ok,Alignment,1.0
Ok ok,Connection,Ok,Alignment,1.0
Ok ok,Connection,Ok,Alignment,1.0
Ok ok,Connection,Ok,Alignment,1.0
Thank you for your help,Appreciation/gratitude,thank you for your time,signoff,0.6202489304796772
Thanks,Connection,Thanks,Appreciation/gratitude,1.0
Thanks,Connection,Thanks,signoff,1.0
Thanks,Connection,Thanks,Appreciation/gratitude,1.0
Thanks,Connection,thanks,Appreciation/gratitude,1.0
Thanks,Connection,Thanks,signoff,1.0
otherw ise see you,signoff,See you in July!,Connection,0.6981021281495965
otherw ise see you,signoff,See you tomorrow,Connection,0.6333269061447191
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
See you,signoff,See you in July!,Connection,0.6981021281495965
See you,signoff,See you tomorrow,Connection,0.6333269061447191
Could you please let me know results,Diagnostics,Please let me know!!,active_participation_/involvement,0.6654546073521953
Could you please let me know results,Diagnostics,Please let me know,active_participation_/involvement,0.6654546073521953
Could you please let me know results,Diagnostics,Please let me know,active_participation_/involvement,0.6654546073521953
Could you please let me know results,Diagnostics,Please let me know,active_participation_/involvement,0.6654546073521953
Thank you for this good news,Appreciation/gratitude,good news,Connection,0.687021012669801
Thank you for this good news,Appreciation/gratitude,Good news!,Positive_Remarks/Reward,0.687021012669801
My pleasure!,Connection,My youngest son has MS,General_information,0.5728796168344003
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Her email address is: address@email.com,Care_Coordination,"You can send it to me in here or email, address@email.com",General_information,0.6701367773746849
Thank you.,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you.,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you.,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Thank you.,Appreciation/gratitude,Thank you,signoff,1.0000000000000002
Can you confirm,Alignment,Can you confirm?,active_participation_/involvement,1.0000000000000002
Can you confirm,Alignment,Could you confirm?,active_participation_/involvement,0.6534997783293763
Thank you,signoff,Thank you,Appreciation/gratitude,1.0000000000000002
Thank you,signoff,Thank you,Appreciation/gratitude,1.0000000000000002
Thank you,signoff,Thank you,Appreciation/gratitude,1.0000000000000002
Thank you for your help,Appreciation/gratitude,thank you for your time,signoff,0.6202489304796772
No problem,Connection,No problem,Alignment,1.0
No problem,Connection,I will no problem,active_participation_/involvement,0.9492400507236831
Let me know results at your convenience,Diagnostics,"No rush, at your convenience",Connection,0.6052115323104496
I am a little bruised,Symptoms,am a little nervous now,Express_concern/unease,0.9132881934087349
My Dear Oncology Team,Connection,Dear,salutation,0.594548536489458
My Dear Oncology Team,Connection,Dear,salutation,0.594548536489458
The coughing is subsiding also.,Symptoms,the preference is yours,Making_decision_together,0.6613414309980962
thank you,signoff,Thank you,Appreciation/gratitude,1.0000000000000002
I hope this helps!,Connection,Hope this helps,Reassurance,1.0000000000000002
You  should be all set.,Connection,You should be all set,Alignment,1.0
They said it may be muscle spasms,Symptoms,I think it may be a pulled muscle?,express_opinions,0.6260405979353594
thank you for your time,signoff,Thank you for your time,Appreciation/gratitude,1.0000000000000004
thank you for your time,signoff,Thank you for your help,Appreciation/gratitude,0.6202489304796772
thank you for your time,signoff,Thank you for your help,Appreciation/gratitude,0.6202489304796772
my friends,Connection,My youngest son has MS,General_information,0.5728796168344003
Thank you,signoff,Thank you,Appreciation/gratitude,1.0000000000000002
Thanks,signoff,Thanks,Appreciation/gratitude,1.0
Thanks,signoff,Thanks,Appreciation/gratitude,1.0
Thanks,signoff,thanks,Appreciation/gratitude,1.0
I will no problem,active_participation_/involvement,No problem,Connection,0.9492400507236831
I will no problem,active_participation_/involvement,No problem,Alignment,0.9492400507236831
We will look out for the results!,Maintain_communication,I will look out for the appointment in Person1,active_participation_/involvement,0.6607806858733791
How long has this been going on?,Symptoms,How long has it been,Diagnostics,0.6244595131044752
I will go today?,Diagnostics,I will go over this with Dr  Person1 today,Care_Coordination,0.5664715571928913
Good evening,salutation,Try to have a good evening,Connection,0.606593595412065
good news,Connection,Good news!,Positive_Remarks/Reward,1.0
good news,Connection,Thank you for this good news,Appreciation/gratitude,0.687021012669801
All the best,signoff,All the best,Connection,1.0
Please let me know!!,active_participation_/involvement,"If not, please let  me know",Maintain_communication,0.8098770457044745
"Ok , I doing ok !",Symptoms,Ok,Alignment,0.8802051352058564
"Ok , I doing ok !",Symptoms,Ok,Alignment,0.8802051352058564
"Ok , I doing ok !",Symptoms,Ok,Alignment,0.8802051352058564
"Ok , I doing ok !",Symptoms,Ok,Alignment,0.8802051352058564
"Ok , I doing ok !",Symptoms,Ok,Alignment,0.8802051352058564
Sorry,Connection,I'm sorry,Sadness/fear,1.0
Sorry,Connection,"OOPS , sorry - my typo",Acknowledge_Error,0.8665291005028808
Sorry,Connection,I sorry I get confused,Acknowledge_Error,0.8038390758535903
Sony know if Person1 has received it?,General_information,let me know if you received it,active_participation_/involvement,0.5527093298291725
Good evening,salutation,Try to have a good evening,Connection,0.606593595412065
I put you off work from MM/DD/YYYY to MM/DD/YYYY,Economic_stability,MM/DD/YYYY after 230pm,state_preferences,0.5762047299385011
I put you off work from MM/DD/YYYY to MM/DD/YYYY,Economic_stability,Happy MM/DD/YYYY!,Connection,0.5661628051634474
let me know if you have any issues !,Maintain_communication,", let me know if you have any other questions or concerns",Encourage_questions,0.5825137106060169
Thank you,signoff,Thank you,Appreciation/gratitude,1.0000000000000002
I hope your surgery went well!,Connection,"I believe surgery went well , just really sore",Symptoms,0.6186437264822944
"I believe surgery went well , just really sore",Symptoms,I hope your surgery went well!,Connection,0.6186437264822944
Thanks,signoff,Thanks,Appreciation/gratitude,1.0
Thanks,signoff,Thanks,Appreciation/gratitude,1.0
