label_a,label_b,conflict_count,mean_similarity,median_similarity,max_similarity,min_similarity
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,17,0.6722,0.6789,0.7591,0.61
PartnershipProvider → maintainCommunication,SharedDecisionProvider → EncourageQuestions,16,0.6819,0.6719,0.7962,0.6009
InfoGive → Symptoms,InfoSeek → Symptoms,16,0.6462,0.6177,0.7454,0.6016
InfoGive → carecoordination,InfoSeek → carecoordination,16,0.6852,0.6572,0.8192,0.6329
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → Drugs,15,0.6766,0.6858,0.7287,0.6069
InfoGive → Instruction,InfoGive → carecoordination,15,0.6717,0.6553,0.818,0.6022
InfoSeek → Drugs,SharedDecisionProvider → Approval/Reinforcement,14,0.7067,0.6662,0.8833,0.608
InfoSeek → Drugs,SharedDecisionPatient → SeekingApproval,14,0.6795,0.6733,0.7525,0.6057
PartnershipPatient → Alignment,PartnershipPatient → activeParticipation/involvement,14,0.7099,0.6544,0.8874,0.6177
PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → SeekingApproval,14,0.654,0.6363,0.7592,0.6015
InfoSeek → Drugs,PartnershipPatient → activeParticipation/involvement,13,0.6639,0.6579,0.7138,0.615
InfoSeek → Diagnostics,InfoSeek → SchedulingAppt,13,0.6774,0.6329,0.7603,0.6025
InfoSeek → SchedulingAppt,PartnershipPatient → statePreferences,13,0.6375,0.6338,0.6638,0.6071
PartnershipPatient → expressOpinions,PartnershipProvider → maintainCommunication,12,0.6522,0.642,0.7291,0.6069
InfoGive → Generalinformation,InfoSeek → Generalinformation,12,0.6729,0.6633,0.7609,0.6003
InfoGive → carecoordination,PartnershipPatient → Appreciation/Gratitude,12,0.7133,0.7167,0.7706,0.6529
InfoGive → SchedulingAppt,PartnershipPatient → Alignment,11,0.6693,0.6807,0.706,0.604
InfoGive → SchedulingAppt,PartnershipProvider → inviteCollaboration,11,0.656,0.6544,0.6956,0.6066
InfoGive → SchedulingAppt,SharedDecisionPatient → SeekingApproval,11,0.6552,0.6325,0.7737,0.605
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → statePreferences,11,0.6541,0.6459,0.7722,0.602
InfoGive → SchedulingAppt,PartnershipPatient → expressOpinions,11,0.6835,0.6568,0.8105,0.6335
InfoGive → Instruction,PartnershipProvider → maintainCommunication,10,0.668,0.6508,0.7468,0.6029
InfoGive → Diagnostics,InfoGive → Drugs,10,0.6782,0.6446,0.7891,0.6027
InfoGive → Drugs,InfoGive → Generalinformation,10,0.6472,0.6461,0.6775,0.6177
InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,10,0.6464,0.6258,0.7309,0.6066
InfoGive → carecoordination,SharedDecisionPatient → SeekingApproval,10,0.6798,0.6829,0.7099,0.6515
InfoGive → Drugs,SharedDecisionPatient → ExploreOptions,10,0.6161,0.6095,0.6416,0.6019
PartnershipPatient → connection,PartnershipProvider → signoff,10,0.6498,0.6435,0.6682,0.6342
Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → ExpressConcern/unease,10,0.6801,0.6676,0.7342,0.62
InfoGive → Prognosis,PartnershipPatient → activeParticipation/involvement,10,0.6882,0.6477,0.8255,0.6196
InfoGive → SchedulingAppt,PartnershipPatient → connection,10,0.7246,0.7392,0.8171,0.6507
InfoSeek → Diagnostics,PartnershipPatient → expressOpinions,9,0.6384,0.6377,0.6629,0.606
InfoGive → Drugs,PartnershipProvider → checkingUnderstanding/clarification,9,0.6976,0.6626,1.0,0.6149
PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → Approval/Reinforcement,9,0.6513,0.6506,0.6871,0.6213
InfoGive → SchedulingAppt,InfoSeek → Diagnostics,9,0.6523,0.6302,0.7125,0.6038
InfoGive → Diagnostics,PartnershipProvider → checkingUnderstanding/clarification,9,0.633,0.6303,0.6572,0.6035
PartnershipPatient → connection,SharedDecisionProvider → Approval/Reinforcement,9,0.6982,0.7251,0.748,0.6132
InfoGive → carecoordination,Socioemotional/Empathy → Reassurance,9,0.6235,0.6188,0.6444,0.6063
PartnershipPatient → connection,PartnershipProvider → maintainCommunication,9,0.705,0.6118,0.8952,0.6004
InfoGive → Symptoms,PartnershipPatient → activeParticipation/involvement,8,0.6357,0.6237,0.6945,0.6008
InfoGive → carecoordination,InfoSeek → Drugs,8,0.6661,0.6731,0.7176,0.6128
InfoGive → Generalinformation,PartnershipPatient → connection,8,0.6594,0.6714,0.685,0.6099
InfoGive → Drugs,SharedDecisionProvider → ShareOptions,8,0.6668,0.6486,0.7427,0.6273
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → checkingUnderstanding/clarification,8,0.6672,0.6516,0.7463,0.6194
InfoGive → SchedulingAppt,SharedDecisionProvider → ShareOptions,8,0.6505,0.6535,0.6818,0.6061
InfoGive → Symptoms,Socioemotional/Empathy → ExpressConcern/unease,8,0.6091,0.6081,0.6156,0.6044
Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → Sadness/fear,8,0.6846,0.6825,0.7597,0.6138
InfoGive → carecoordination,PartnershipPatient → expressOpinions,7,0.6581,0.6173,0.7702,0.6048
InfoGive → Drugs,InfoGive → Instruction,7,0.6419,0.6316,0.7038,0.605
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → maintainCommunication,7,0.6659,0.6288,0.785,0.6111
InfoGive → Diagnostics,SharedDecisionProvider → Approval/Reinforcement,7,0.7165,0.6888,1.0,0.6301
InfoGive → SchedulingAppt,InfoSeekSDOH → HealthCareAccessAndQuality,7,0.7117,0.7419,0.7429,0.6266
InfoGive → carecoordination,PartnershipPatient → connection,7,0.6242,0.6138,0.6671,0.6003
InfoGiveSDOH → EconomicStability,InfoGiveSDOH → HealthCareAccessAndQuality,7,0.6963,0.6661,0.8462,0.6087
InfoGive → Symptoms,PartnershipPatient → expressOpinions,7,0.7007,0.649,1.0,0.6254
InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionPatient → ExploreOptions,6,0.6479,0.6583,0.6822,0.6034
InfoSeek → Generalinformation,PartnershipPatient → activeParticipation/involvement,6,0.6608,0.639,0.7185,0.6247
InfoGive → SchedulingAppt,InfoSeek → Drugs,6,0.6688,0.6754,0.7247,0.6065
PartnershipProvider → connection,Socioemotional/Empathy → Reassurance,6,0.7956,0.8265,0.8498,0.7106
InfoSeek → SchedulingAppt,InfoSeekSDOH → HealthCareAccessAndQuality,6,0.6487,0.6584,0.6584,0.6292
InfoGive → carecoordination,SharedDecisionProvider → Approval/Reinforcement,6,0.6685,0.6761,0.7275,0.6042
PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → connection,6,0.6297,0.6067,0.6757,0.6067
InfoGive → Drugs,SharedDecisionProvider → MakeDecision,6,0.6863,0.7118,0.7373,0.61
InfoSeek → Diagnostics,PartnershipPatient → build trust,6,0.6752,0.6755,0.7138,0.6364
InfoGiveSDOH → EconomicStability,InfoSeek → Diagnostics,6,0.6237,0.6225,0.6261,0.6225
PartnershipPatient → connection,PartnershipProvider → Alignment,6,0.8124,0.8417,0.9452,0.6503
InfoSeek → Diagnostics,PartnershipProvider → maintainCommunication,6,0.6359,0.6188,0.6772,0.6116
PartnershipPatient → activeParticipation/involvement,PartnershipPatient → connection,6,0.6537,0.6143,0.7344,0.6124
InfoGive → Generalinformation,InfoGive → Symptoms,6,0.6601,0.6694,0.7058,0.605
InfoGiveSDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,6,0.6293,0.6375,0.642,0.6085
InfoGiveSDOH → EconomicStability,InfoSeekSDOH → EconomicStability,6,0.6542,0.6299,0.7179,0.6149
PartnershipPatient → statePreferences,PartnershipProvider → maintainCommunication,6,0.653,0.6464,0.6742,0.6381
PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → ExploreOptions,6,0.6606,0.68,0.6933,0.6085
PartnershipPatient → statePreferences,SharedDecisionPatient → SeekingApproval,6,0.6547,0.6408,0.6854,0.6379
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → inviteCollaboration,6,0.7083,0.7324,0.7374,0.6286
InfoGive → Generalinformation,InfoGiveSDOH → EconomicStability,6,0.6453,0.6442,0.6644,0.6273
InfoGive → Generalinformation,PartnershipProvider → inviteCollaboration,6,0.6622,0.6709,0.6961,0.6195
PartnershipPatient → signoff,PartnershipProvider → salutation,6,1.0,1.0,1.0,1.0
PartnershipPatient → salutation,PartnershipProvider → Alignment,6,0.9694,0.9694,1.0,0.9387
InfoGive → SchedulingAppt,PartnershipProvider → Alignment,5,0.6509,0.6604,0.6613,0.6113
InfoGive → SchedulingAppt,SharedDecisionProvider → MakeDecision,5,0.6401,0.6292,0.6569,0.628
InfoGive → Generalinformation,PartnershipProvider → Alignment,5,0.7478,0.7284,0.8262,0.6298
InfoGive → Diagnostics,InfoGive → Generalinformation,5,0.7028,0.6344,1.0,0.6226
InfoGive → Diagnostics,InfoSeekSDOH → HealthCareAccessAndQuality,5,0.7169,0.7412,0.7412,0.6198
InfoGive → carecoordination,InfoSeekSDOH → HealthCareAccessAndQuality,5,0.6219,0.6067,0.6448,0.6065
PartnershipPatient → activeParticipation/involvement,Socioemotional/Empathy → Reassurance,5,0.616,0.6181,0.6198,0.6042
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → Diagnostics,5,0.6465,0.6204,0.6926,0.6065
InfoGive → Instruction,InfoSeek → Diagnostics,5,0.6511,0.6579,0.6579,0.6238
PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → connection,5,0.7819,0.6365,1.0,0.6365
InfoGive → carecoordination,SharedDecisionPatient → ExploreOptions,5,0.6311,0.6218,0.6499,0.6122
SharedDecisionPatient → SeekingApproval,SharedDecisionProvider → ShareOptions,5,0.6208,0.6126,0.6341,0.6104
InfoGive → Symptoms,PartnershipPatient → connection,5,0.66,0.6468,0.683,0.6405
PartnershipProvider → Alignment,PartnershipProvider → connection,5,0.8412,0.9631,1.0,0.64
InfoGive → Diagnostics,PartnershipPatient → statePreferences,5,0.6306,0.6316,0.6436,0.61
InfoGive → Generalinformation,PartnershipPatient → expressOpinions,5,0.6626,0.6351,0.7329,0.6062
PartnershipPatient → connection,Socioemotional/Empathy → PositiveRemarks,5,0.6155,0.6177,0.621,0.6002
InfoGive → SchedulingAppt,PartnershipPatient → signoff,5,0.6749,0.6676,0.7188,0.6018
InfoGive → SchedulingAppt,PartnershipProvider → checkingUnderstanding/clarification,5,0.6337,0.6299,0.6538,0.6013
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → checkingUnderstanding/clarification,5,0.7129,0.6871,0.793,0.6042
PartnershipPatient → Alignment,PartnershipPatient → salutation,5,0.9387,0.9387,0.9387,0.9387
InfoGive → Generalinformation,InfoSeek → Drugs,4,0.6336,0.6312,0.6703,0.6019
InfoSeek → Drugs,SharedDecisionProvider → ShareOptions,4,0.6564,0.6564,0.6567,0.6562
InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionProvider → Approval/Reinforcement,4,0.6302,0.6302,0.6494,0.6109
InfoSeek → Diagnostics,InfoSeek → Generalinformation,4,0.6035,0.6035,0.6035,0.6035
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → SchedulingAppt,4,0.7016,0.7016,0.7341,0.6691
InfoSeek → Diagnostics,PartnershipProvider → inviteCollaboration,4,0.6862,0.6862,0.6862,0.6862
PartnershipPatient → statePreferences,PartnershipProvider → checkingUnderstanding/clarification,4,0.6732,0.6732,0.727,0.6194
PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → connection,4,0.8557,0.8557,1.0,0.7114
InfoGive → Diagnostics,InfoSeek → Drugs,4,0.6427,0.6427,0.6763,0.6091
PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → activeParticipation/involvement,4,0.6286,0.6286,0.6488,0.6083
InfoGive → Diagnostics,InfoSeekSDOH → EconomicStability,4,0.6528,0.6528,0.7052,0.6004
InfoGive → Diagnostics,SharedDecisionProvider → ShareOptions,4,0.6843,0.6843,0.6982,0.6705
InfoGive → Symptoms,Socioemotional/Empathy → Sadness/fear,4,0.6769,0.6769,0.7483,0.6055
InfoSeek → SchedulingAppt,PartnershipProvider → maintainCommunication,4,0.618,0.618,0.6345,0.6014
InfoGive → carecoordination,InfoSeek → Generalinformation,4,0.6884,0.6884,0.732,0.6448
InfoGive → carecoordination,InfoGiveSDOH → EconomicStability,4,0.6674,0.6674,0.691,0.6439
InfoGiveSDOH → EconomicStability,PartnershipProvider → inviteCollaboration,4,0.6669,0.6669,0.6837,0.6502
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → Alignment,4,0.7121,0.7407,0.7546,0.6125
InfoGive → Generalinformation,PartnershipPatient → statePreferences,4,0.6535,0.6573,0.6713,0.6282
InfoSeek → Drugs,SharedDecisionPatient → ExploreOptions,4,0.639,0.639,0.6741,0.604
InfoGive → Generalinformation,InfoSeek → carecoordination,4,0.665,0.6693,0.7192,0.6021
PartnershipPatient → salutation,PartnershipProvider → connection,4,0.7084,0.7084,0.7084,0.7084
InfoGive → Instruction,InfoGiveSDOH → EconomicStability,4,0.6361,0.6361,0.6366,0.6357
PartnershipPatient → expressOpinions,PartnershipPatient → statePreferences,4,0.696,0.696,0.6965,0.6956
InfoSeek → Drugs,PartnershipPatient → expressOpinions,4,0.6509,0.6509,0.67,0.6318
InfoSeek → SchedulingAppt,PartnershipProvider → checkingUnderstanding/clarification,4,0.6801,0.6801,0.7128,0.6474
InfoGive → Generalinformation,InfoSeekSDOH → HealthCareAccessAndQuality,4,0.6594,0.6594,0.679,0.6399
PartnershipPatient → expressOpinions,PartnershipProvider → checkingUnderstanding/clarification,4,0.6652,0.6652,0.7229,0.6076
InfoGive → Diagnostics,SharedDecisionPatient → SeekingApproval,4,0.6447,0.6447,0.6607,0.6288
PartnershipPatient → expressOpinions,SharedDecisionPatient → SeekingApproval,4,0.705,0.705,0.7384,0.6717
InfoGive → Generalinformation,PartnershipProvider → checkingUnderstanding/clarification,4,0.6411,0.6411,0.6774,0.6048
PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → salutation,4,1.0,1.0,1.0,1.0
PartnershipPatient → statePreferences,PartnershipProvider → inviteCollaboration,4,0.6751,0.6751,0.6957,0.6545
InfoGive → SchedulingAppt,SharedDecisionPatient → ExploreOptions,3,0.6342,0.6316,0.6394,0.6316
InfoGive → Generalinformation,SharedDecisionProvider → Approval/Reinforcement,3,0.6489,0.6544,0.6794,0.6128
InfoSeek → Diagnostics,PartnershipPatient → Alignment,3,0.6988,0.6988,0.6988,0.6988
InfoSeek → SchedulingAppt,PartnershipProvider → inviteCollaboration,3,0.6664,0.6595,0.6801,0.6595
InfoGive → SchedulingAppt,InfoGiveSDOH → EconomicStability,3,0.6232,0.6326,0.6326,0.6044
SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → ShareOptions,3,0.68,0.7011,0.7011,0.6378
InfoGive → Symptoms,PartnershipProvider → connection,3,0.7062,0.7495,0.7495,0.6197
InfoGive → Generalinformation,InfoSeek → SchedulingAppt,3,0.6584,0.612,0.7511,0.612
InfoSeek → carecoordination,PartnershipPatient → activeParticipation/involvement,3,0.7214,0.7794,0.7794,0.6055
PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → MakeDecision,3,0.6648,0.6909,0.6909,0.6126
PartnershipPatient → activeParticipation/involvement,PartnershipPatient → expressOpinions,3,0.6663,0.6805,0.6805,0.6379
InfoSeek → Diagnostics,SharedDecisionPatient → SeekingApproval,3,0.6666,0.6869,0.6869,0.626
InfoSeek → SchedulingAppt,SharedDecisionProvider → Approval/Reinforcement,3,0.6795,0.6756,0.6872,0.6756
InfoSeek → Diagnostics,SharedDecisionPatient → ExploreOptions,3,0.6258,0.6354,0.6354,0.6066
PartnershipPatient → connection,PartnershipProvider → inviteCollaboration,3,0.6658,0.6731,0.6731,0.6513
PartnershipProvider → inviteCollaboration,SharedDecisionProvider → ShareOptions,2,0.6037,0.6037,0.6037,0.6037
InfoSeek → Generalinformation,SharedDecisionProvider → EncourageQuestions,2,0.6115,0.6115,0.6115,0.6115
PartnershipPatient → Alignment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,2,0.6012,0.6012,0.6012,0.6012
InfoGive → Generalinformation,Socioemotional/Empathy → AcknowledgeError,2,0.6067,0.6067,0.6067,0.6067
InfoSeek → Drugs,PartnershipProvider → maintainCommunication,2,0.7003,0.7003,0.7003,0.7003
InfoSeek → Diagnostics,InfoSeek → Drugs,2,0.6023,0.6023,0.6023,0.6023
InfoGive → Drugs,InfoSeek → SchedulingAppt,2,0.6749,0.6749,0.6749,0.6749
InfoGive → Drugs,InfoGiveSDOH → EconomicStability,2,0.6597,0.6597,0.6597,0.6597
InfoGive → Generalinformation,PartnershipPatient → Alignment,2,0.6213,0.6213,0.6412,0.6013
InfoSeek → Generalinformation,PartnershipPatient → build trust,2,0.6423,0.6423,0.6423,0.6423
PartnershipPatient → connection,Socioemotional/Empathy → Reassurance,2,0.6352,0.6352,0.6352,0.6352
InfoGive → Instruction,SharedDecisionProvider → MakeDecision,2,0.6863,0.6863,0.6863,0.6863
PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → EncourageQuestions,2,0.6393,0.6393,0.6393,0.6393
InfoGive → Generalinformation,PartnershipProvider → connection,2,0.79,0.79,0.79,0.79
InfoSeek → Drugs,InfoSeek → Generalinformation,2,0.6833,0.6833,0.6833,0.6833
Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → Reassurance,2,0.7385,0.7385,0.7385,0.7385
InfoGive → Instruction,Socioemotional/Empathy → Reassurance,2,0.6737,0.6737,0.6737,0.6737
InfoGive → Diagnostics,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.8849,0.8849,0.8849,0.8849
PartnershipPatient → build trust,PartnershipPatient → expressOpinions,2,0.6741,0.6741,0.6741,0.6741
InfoGive → Symptoms,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.6813,0.6813,0.6813,0.6813
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → expressOpinions,2,0.6138,0.6138,0.6138,0.6138
InfoSeek → Diagnostics,SharedDecisionProvider → Approval/Reinforcement,2,0.6911,0.6911,0.6911,0.6911
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → Alignment,2,0.7662,0.7662,0.7662,0.7662
SharedDecisionPatient → ApprovalofDecision/Reinforcement,Socioemotional/Empathy → Reassurance,2,0.8651,0.8651,0.8651,0.8651
PartnershipPatient → Appreciation/Gratitude,Socioemotional/Empathy → PositiveRemarks,2,0.6648,0.6648,0.6648,0.6648
InfoGive → Drugs,InfoSeek → Diagnostics,2,0.6717,0.6717,0.6717,0.6717
InfoSeek → SchedulingAppt,PartnershipPatient → expressOpinions,2,0.6084,0.6084,0.6084,0.6084
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → connection,2,0.6457,0.6457,0.6457,0.6457
InfoGive → Instruction,Socioemotional/Empathy → Sadness/fear,2,0.6454,0.6454,0.6454,0.6454
InfoGive → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.7478,0.7478,0.7478,0.7478
InfoGive → Symptoms,Socioemotional/Empathy → Reassurance,2,0.6435,0.6435,0.6435,0.6435
InfoGive → Symptoms,InfoGiveSDOH → EconomicStability,2,0.6346,0.6346,0.6346,0.6346
InfoGive → Drugs,InfoGive → Symptoms,2,0.682,0.682,0.682,0.682
InfoSeek → Diagnostics,InfoSeek → Symptoms,2,0.6783,0.6783,0.6783,0.6783
PartnershipProvider → connection,Socioemotional/Empathy → PositiveRemarks,2,0.8539,0.8539,0.8539,0.8539
InfoGive → Instruction,InfoSeek → SchedulingAppt,2,0.6322,0.6322,0.6322,0.6322
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → Appreciation/Gratitude,2,0.6045,0.6045,0.6045,0.6045
InfoGive → Prognosis,InfoGive → Symptoms,2,0.6093,0.6093,0.6093,0.6093
PartnershipProvider → connection,Socioemotional/Empathy → AcknowledgeError,2,0.6462,0.6462,0.6462,0.6462
PartnershipProvider → connection,Socioemotional/Empathy → Sadness/fear,2,0.6422,0.6422,0.6422,0.6422
InfoGive → Generalinformation,SharedDecisionPatient → ExploreOptions,2,0.6069,0.6069,0.6069,0.6069
InfoSeekSDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,2,0.6607,0.6607,0.6607,0.6607
InfoGiveSDOH → EconomicStability,InfoSeek → SchedulingAppt,2,0.7622,0.7622,0.7622,0.7622
InfoGiveSDOH → EconomicStability,SharedDecisionProvider → Approval/Reinforcement,2,0.7096,0.7096,0.7096,0.7096
InfoGiveSDOH → EconomicStability,PartnershipPatient → Alignment,2,0.7085,0.7085,0.7085,0.7085
InfoGiveSDOH → EconomicStability,Socioemotional/Empathy → AcknowledgeError,2,0.6545,0.6545,0.6545,0.6545
InfoGive → carecoordination,InfoSeekSDOH → EconomicStability,2,0.622,0.622,0.622,0.622
InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipProvider → maintainCommunication,2,0.61,0.61,0.61,0.61
SharedDecisionPatient → ExploreOptions,SharedDecisionProvider → ShareOptions,2,0.7013,0.7013,0.7013,0.7013
