label_A,label_B,count
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,13
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||state_preferences,13
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||signoff,13
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,12
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_SHARED-DECISION_MAKING||Explore_options,12
Information-Giving||Diagnostics,Information-Giving||General_information,12
Information-Giving||Drugs,PATIENT_SHARED-DECISION_MAKING||Explore_options,12
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||checking_understanding/clarification,12
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,11
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||Maintain_communication,11
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Explore_options,11
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,11
Information-Giving||Drugs,Information-Giving||General_information,10
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||express_opinions,10
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Reassurance,10
Information-Seeking_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||active_participation_/involvement,10
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,10
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||checking_understanding/clarification,10
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||Maintain_communication,10
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||checking_understanding/clarification,10
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Express_concern/unease,10
Information-Giving||Prognosis,PATIENT_PARTNERSHIP||active_participation_/involvement,10
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||Connection,9
Information-Seeking||Diagnostics,Information-Seeking||Scheduling_appt,9
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Share_options,9
PATIENT_PARTNERSHIP||Connection,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,9
Information-Giving_SDOH||Economic_stability,Information-Giving_SDOH||Health_care_access_and_quality,9
Information-Giving||Symptoms,Socioemotional_/_Empathy||Express_concern/unease,9
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||Maintain_communication,9
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Connection,9
Information-Giving||Care_Coordination,Information-Giving||Symptoms,9
Information-Seeking||General_information,PATIENT_PARTNERSHIP||active_participation_/involvement,8
Information-Giving||General_information,PATIENT_PARTNERSHIP||Connection,8
Information-Giving||Drugs,Information-Giving||instruction,8
Information-Giving||Scheduling_appt,Information-Seeking_SDOH||Health_care_access_and_quality,8
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Making_decision_together,8
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Express_concern/unease,8
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Alignment,8
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||checking_understanding/clarification,8
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Sadness/fear,8
Information-Giving||Scheduling_appt,Information-Seeking||Drugs,7
Information-Giving_SDOH||Economic_stability,Information-Giving||Scheduling_appt,7
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Alignment,7
Information-Giving||Care_Coordination,Information-Seeking||Drugs,7
PATIENT_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Connection,7
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,7
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Maintain_communication,7
Information-Giving||instruction,Information-Seeking||Diagnostics,7
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||active_participation_/involvement,7
Information-Giving_SDOH||Economic_stability,Information-Seeking_SDOH||Economic_stability,7
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||express_opinions,7
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||invite_collaboration,7
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||Maintain_communication,7
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Connection,7
Information-Giving_SDOH||Economic_stability,Information-Giving||General_information,7
PATIENT_PARTNERSHIP||express_opinions,PATIENT_PARTNERSHIP||state_preferences,7
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Share_options,7
Information-Giving||Symptoms,Information-Seeking||Care_Coordination,6
Socioemotional_/_Empathy||Express_concern/unease,Socioemotional_/_Empathy||Reassurance,6
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Share_options,6
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Connection,6
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||checking_understanding/clarification,6
Information-Giving||Care_Coordination,Information-Seeking||General_information,6
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||build_trust,6
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||active_participation_/involvement,6
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Connection,6
Information-Giving||Prognosis,Information-Giving||Symptoms,6
Information-Giving||Care_Coordination,Information-Seeking_SDOH||Health_care_access_and_quality,6
Information-Giving||Care_Coordination,Socioemotional_/_Empathy||Reassurance,6
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||checking_understanding/clarification,6
Information-Giving||General_information,PROVIDER_PARTNERSHIP||invite_collaboration,6
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Appreciation/gratitude,6
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||invite_collaboration,6
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_SHARED-DECISION_MAKING||Explore_options,5
Information-Seeking||Drugs,PROVIDER_PARTNERSHIP||Maintain_communication,5
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||invite_collaboration,5
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Alignment,5
Information-Giving||instruction,PROVIDER_Shared-Decision_Making||Making_decision_together,5
Information-Giving||Diagnostics,Information-Seeking_SDOH||Health_care_access_and_quality,5
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,5
Information-Giving||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,5
PROVIDER_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||signoff,5
Information-Giving||Scheduling_appt,Information-Seeking||Diagnostics,5
Information-Giving||instruction,Information-Seeking_SDOH||Health_care_access_and_quality,5
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,Socioemotional_/_Empathy||Express_concern/unease,5
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,PROVIDER_Shared-Decision_Making||Share_options,5
Information-Giving||Symptoms,Socioemotional_/_Empathy||Reassurance,5
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||active_participation_/involvement,5
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||Maintain_communication,5
Information-Giving||General_information,PATIENT_PARTNERSHIP||state_preferences,5
PATIENT_PARTNERSHIP||state_preferences,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,5
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,5
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Positive_Remarks/Reward,5
Information-Giving||General_information,Information-Seeking_SDOH||Health_care_access_and_quality,5
Information-Giving||General_information,PROVIDER_PARTNERSHIP||checking_understanding/clarification,5
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,5
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||Diagnostics,5
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||Connection,5
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||Alignment,5
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,4
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Explore_options,4
Information-Giving||Drugs,Information-Giving||Symptoms,4
Information-Giving_SDOH||Economic_stability,Information-Giving||Drugs,4
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,4
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Scheduling_appt,4
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Alignment,4
Information-Seeking||Diagnostics,Information-Seeking||General_information,4
Information-Giving||General_information,Socioemotional_/_Empathy||Reassurance,4
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,4
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Symptoms,4
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||checking_understanding/clarification,4
Information-Giving||General_information,Socioemotional_/_Empathy||Express_concern/unease,4
Information-Giving||Diagnostics,Information-Seeking_SDOH||Economic_stability,4
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,4
Information-Giving||Symptoms,Socioemotional_/_Empathy||Sadness/fear,4
Information-Giving_SDOH||Economic_stability,Information-Giving||Care_Coordination,4
Information-Giving||Care_Coordination,Information-Seeking_SDOH||Economic_stability,4
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Express_concern/unease,4
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||state_preferences,4
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Prognosis,4
Information-Giving||General_information,Information-Seeking||Scheduling_appt,4
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_PARTNERSHIP||invite_collaboration,4
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Share_options,4
Information-Giving||Diagnostics,Information-Giving||Prognosis,4
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_Shared-Decision_Making||Making_decision_together,4
Information-Giving||Prognosis,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,4
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_PARTNERSHIP||Maintain_communication,4
Information-Giving||General_information,Information-Seeking||Care_Coordination,4
Information-Giving||Drugs,Socioemotional_/_Empathy||Express_concern/unease,4
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Sadness/fear,4
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||Connection,4
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||signoff,4
Information-Giving||General_information,Information-Seeking_SDOH||Economic_stability,4
Information-Giving_SDOH||Economic_stability,Information-Giving||instruction,4
Information-Giving||Drugs,PATIENT_PARTNERSHIP||state_preferences,4
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||express_opinions,4
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,4
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||checking_understanding/clarification,4
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||salutation,4
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||signoff,4
PATIENT_PARTNERSHIP||express_opinions,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,4
Information-Giving||instruction,Information-Seeking||Care_Coordination,4
Information-Giving||Drugs,Information-Seeking||Scheduling_appt,3
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Encourage_questions,3
Information-Giving||Care_Coordination,Information-Seeking||Diagnostics,3
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Reassurance,3
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||invite_collaboration,3
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||Alignment,3
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,3
Information-Giving||Diagnostics,Information-Seeking||Drugs,3
Information-Giving_SDOH||Economic_stability,Information-Giving||Symptoms,3
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Acknowledge_Error,3
Information-Giving_SDOH||Economic_stability,PROVIDER_PARTNERSHIP||invite_collaboration,3
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Connection,3
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_PARTNERSHIP||checking_understanding/clarification,3
Information-Giving||Drugs,Information-Seeking_SDOH||Health_care_access_and_quality,3
Information-Seeking||Drugs,PATIENT_SHARED-DECISION_MAKING||Explore_options,3
Information-Giving||instruction,PATIENT_PARTNERSHIP||express_opinions,3
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,3
Information-Giving||instruction,Information-Seeking||Drugs,3
Information-Seeking||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,3
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Share_options,3
Information-Giving||instruction,PROVIDER_PARTNERSHIP||invite_collaboration,3
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Making_decision_together,3
PROVIDER_Shared-Decision_Making||Making_decision_together,PROVIDER_Shared-Decision_Making||Share_options,3
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Making_decision_together,3
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_Shared-Decision_Making||Making_decision_together,3
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,3
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Acknowledge_Error,3
Information-Seeking||Scheduling_appt,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,3
PATIENT_PARTNERSHIP||signoff,PROVIDER_PARTNERSHIP||salutation,3
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,3
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||checking_understanding/clarification,3
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Share_options,2
Information-Seeking||General_information,PROVIDER_Shared-Decision_Making||Encourage_questions,2
PATIENT_PARTNERSHIP||Alignment,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2
Information-Giving||General_information,Socioemotional_/_Empathy||Acknowledge_Error,2
Information-Seeking||Diagnostics,Information-Seeking||Drugs,2
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||invite_collaboration,2
Information-Seeking||General_information,PATIENT_PARTNERSHIP||build_trust,2
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Reassurance,2
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Acknowledge_Error,2
Information-Seeking||Drugs,Information-Seeking||General_information,2
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2
Information-Giving||instruction,Socioemotional_/_Empathy||Reassurance,2
PATIENT_PARTNERSHIP||build_trust,PATIENT_PARTNERSHIP||express_opinions,2
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Making_decision_together,2
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Diagnostics,2
Information-Seeking||Diagnostics,Socioemotional_/_Empathy||Reassurance,2
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||Alignment,2
Information-Seeking||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||invite_collaboration,2
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Alignment,2
Information-Giving||Diagnostics,Information-Giving||Symptoms,2
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Socioemotional_/_Empathy||Reassurance,2
PATIENT_PARTNERSHIP||Appreciation/gratitude,Socioemotional_/_Empathy||Positive_Remarks/Reward,2
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_Shared-Decision_Making||Share_options,2
Information-Giving||Drugs,Information-Seeking||Diagnostics,2
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,2
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,Socioemotional_/_Empathy||Express_concern/unease,2
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Share_options,2
Information-Giving||instruction,Socioemotional_/_Empathy||Sadness/fear,2
Information-Giving||Symptoms,Information-Giving||instruction,2
Information-Giving||instruction,PATIENT_PARTNERSHIP||Connection,2
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||express_opinions,2
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Connection,2
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_Shared-Decision_Making||Share_options,2
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Share_options,2
Information-Seeking||Diagnostics,Information-Seeking||Symptoms,2
Information-Seeking||Symptoms,PATIENT_SHARED-DECISION_MAKING||Explore_options,2
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Positive_Remarks/Reward,2
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||Alignment,2
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Sadness/fear,2
Information-Giving||General_information,PATIENT_SHARED-DECISION_MAKING||Explore_options,2
Information-Seeking_SDOH||Economic_stability,PATIENT_PARTNERSHIP||active_participation_/involvement,2
Information-Giving_SDOH||Economic_stability,Information-Seeking||Scheduling_appt,2
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Maintain_communication,2
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Alignment,2
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_Shared-Decision_Making||Share_options,2
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Reassurance,2
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||build_trust,2
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||express_opinions,2
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,2
Information-Giving||instruction,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2
PATIENT_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Reassurance,2
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||invite_collaboration,2
PATIENT_PARTNERSHIP||Alignment,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2
PATIENT_PARTNERSHIP||build_trust,PROVIDER_PARTNERSHIP||Maintain_communication,2
Information-Giving||Prognosis,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2
Information-Giving||Care_Coordination,Socioemotional_/_Empathy||Acknowledge_Error,2
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,PATIENT_SHARED-DECISION_MAKING||Explore_options,2
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Making_decision_together,2
Information-Giving_SDOH||Economic_stability,Information-Seeking||Diagnostics,2
Information-Giving||General_information,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2
Information-Seeking_SDOH||Health_care_access_and_quality,Information-Seeking||Drugs,2
Information-Seeking_SDOH||Economic_stability,PROVIDER_PARTNERSHIP||Maintain_communication,2
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Making_decision_together,2
Information-Seeking||Diagnostics,PROVIDER_Shared-Decision_Making||Making_decision_together,2
Information-Seeking||Diagnostics,PROVIDER_Shared-Decision_Making||Share_options,2
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Making_decision_together,2
Information-Seeking||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,2
Information-Seeking||Symptoms,PROVIDER_Shared-Decision_Making||Share_options,2
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Share_options,2
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Share_options,2
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2
PROVIDER_PARTNERSHIP||checking_understanding/clarification,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2
Information-Giving||General_information,Information-Seeking||Drugs,2
Information-Seeking_SDOH||Health_care_access_and_quality,Information-Seeking||Care_Coordination,2
