anchor_text,anchor_label,neighbor_text,neighbor_label,similarity
", I am checking with Dr. Person2 on the vaccine",Information-Giving_SDOH||Health_care_access_and_quality,The schedulers were checking with Dr Person2 on MM/DD/YYYY,Information-Giving||Care_Coordination,0.6173776573234404
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PROVIDER_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,1.0
am a little nervous now,Socioemotional_/_Empathy||Express_concern/unease,I am a little bruised,Information-Giving||Symptoms,0.9132881934087349
My youngest son has MS,Information-Giving||General_information,My pleasure!,PROVIDER_PARTNERSHIP||Connection,0.5728796168344003
My youngest son has MS,Information-Giving||General_information,my friends,PATIENT_PARTNERSHIP||Connection,0.5728796168344003
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PROVIDER_PARTNERSHIP||signoff,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PROVIDER_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
"It should be safe, hospital is taking every precaution to keep the environment safe,",Socioemotional_/_Empathy||Reassurance,Be safe,PATIENT_PARTNERSHIP||Connection,0.587418723022154
Thank you!,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you!,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PROVIDER_PARTNERSHIP||signoff,1.0000000000000002
Thank you!,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you!,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you!,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
agree that the CA27.29 has been a very good marker for you,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,Information-Giving||Diagnostics,1.0000000000000004
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PATIENT_PARTNERSHIP||signoff,1.0
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,1.0
I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||General_information,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||Diagnostics,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||signoff,Thank you,PROVIDER_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PROVIDER_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
agree that the CA27.29 has been a very good marker for you,Information-Giving||Diagnostics,agree that the CA27.29 has been a very good marker for you,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1.0000000000000004
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PATIENT_PARTNERSHIP||signoff,1.0
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0
Take care,PROVIDER_PARTNERSHIP||Connection,Take care,PROVIDER_PARTNERSHIP||signoff,1.0
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,1.0
I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||Diagnostics,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||General_information,1.0000000000000002
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PROVIDER_PARTNERSHIP||signoff,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PROVIDER_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PROVIDER_PARTNERSHIP||signoff,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,Thanks,PROVIDER_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PATIENT_PARTNERSHIP||signoff,thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
I believe it should be 9am,Information-Giving||Scheduling_appt,Should I be?,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,0.6165250772401576
Thank you,PROVIDER_PARTNERSHIP||signoff,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP||signoff,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP||signoff,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP||signoff,thank you,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Good morning,PATIENT_PARTNERSHIP||salutation,Good Morning,PROVIDER_PARTNERSHIP||salutation,1.0
Best to you,PROVIDER_PARTNERSHIP||signoff,Best to you,PROVIDER_PARTNERSHIP||Connection,1.0000000000000002
Good morning!,PATIENT_PARTNERSHIP||salutation,Good Morning,PROVIDER_PARTNERSHIP||salutation,1.0
"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving||Symptoms,i Eating and sleeping well,Information-Giving_SDOH||Health_care_access_and_quality,0.6585068765308256
"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving||Symptoms,Sleeping well,Information-Giving_SDOH||Health_care_access_and_quality,0.5987080708637997
Hi?,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,1.0
Have a good day.,PATIENT_PARTNERSHIP||signoff,have a good day,PATIENT_PARTNERSHIP||Connection,1.0000000000000002
Thanks for your response.,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thanks for your message,PROVIDER_PARTNERSHIP||Appreciation/gratitude,0.6630522273849951
Have a nice day!,PATIENT_PARTNERSHIP||signoff,Have a nice weekend,PATIENT_PARTNERSHIP||Connection,0.6635322678466244
Have a nice day!,PATIENT_PARTNERSHIP||signoff,Have a nice weekend,PATIENT_PARTNERSHIP||Connection,0.6635322678466244
Good morning,PATIENT_PARTNERSHIP||salutation,Good Morning,PROVIDER_PARTNERSHIP||salutation,1.0
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,1.0
Much appreciated!,PATIENT_PARTNERSHIP||Appreciation/gratitude,Much appreciated,PATIENT_PARTNERSHIP||signoff,1.0000000000000002
Good morning.,PATIENT_PARTNERSHIP||salutation,Good Morning,PROVIDER_PARTNERSHIP||salutation,1.0
Sleeping well,Information-Giving_SDOH||Health_care_access_and_quality,"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving||Symptoms,0.5987080708637997
because of the prednisone,Information-Giving||Drugs,is this because of the taxol?,Information-Seeking||Drugs,0.5739844887277527
Best to you,PROVIDER_PARTNERSHIP||signoff,Best to you,PROVIDER_PARTNERSHIP||Connection,1.0000000000000002
Good morning,PATIENT_PARTNERSHIP||salutation,Good Morning,PROVIDER_PARTNERSHIP||salutation,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
Hi,PROVIDER_PARTNERSHIP||salutation,Hi,PATIENT_PARTNERSHIP||salutation,1.0
Thanks,PROVIDER_PARTNERSHIP||signoff,Thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PROVIDER_PARTNERSHIP||signoff,Thanks,PROVIDER_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PROVIDER_PARTNERSHIP||signoff,thanks,PATIENT_PARTNERSHIP||Appreciation/gratitude,1.0
Thanks,PROVIDER_PARTNERSHIP||signoff,Thanks,PATIENT_PARTNERSHIP||signoff,1.0
Dear,PROVIDER_PARTNERSHIP||salutation,Dear,PATIENT_PARTNERSHIP||salutation,1.0
Dear,PROVIDER_PARTNERSHIP||salutation,My Dear Oncology Team,PATIENT_PARTNERSHIP||Connection,0.594548536489458
Please let me know about blood work,Information-Seeking||Diagnostics,Please let me know,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6367177374683866
Please let me know about blood work,Information-Seeking||Diagnostics,Please let me know,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6367177374683866
Please let me know about blood work,Information-Seeking||Diagnostics,Please let me know!!,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6367177374683866
