pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipPatient → Alignment,Ok,0.6377
PartnershipProvider → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipProvider → Alignment,Ok,0.6377
PartnershipPatient → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipPatient → Alignment,Ok,0.6377
PartnershipProvider → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipProvider → Alignment,Ok,0.6377
PartnershipPatient → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipPatient → Alignment,Ok,0.6377
PartnershipProvider → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipProvider → Alignment,Ok,0.6377
PartnershipPatient → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipPatient → Alignment,OK,0.6377
PartnershipPatient → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipPatient → Alignment,OK,0.6377
PartnershipPatient → Alignment || SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,This should ok,PartnershipPatient → Alignment,Ok,0.6377
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Kind regards,PartnershipPatient → signoff,Kind regards,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → AcknowledgeError,"OOPS , sorry - my typo",Socioemotional/Empathy → Sadness/fear,I'm sorry,0.8665
PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,"OOPS , sorry - my typo",PartnershipProvider → connection,Sorry,0.8665
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
InfoGive → Drugs || PartnershipPatient → signoff,InfoGive → Drugs,take care of these prescriptions,PartnershipPatient → signoff,Take care,0.6254
InfoGive → Drugs || PartnershipProvider → signoff,InfoGive → Drugs,take care of these prescriptions,PartnershipProvider → signoff,Take care,0.6254
InfoGive → Drugs || PartnershipProvider → signoff,InfoGive → Drugs,take care of these prescriptions,PartnershipProvider → signoff,Take care,0.6254
InfoGive → Drugs || PartnershipProvider → connection,InfoGive → Drugs,take care of these prescriptions,PartnershipProvider → connection,Take care,0.6254
InfoGive → Drugs || PartnershipProvider → connection,InfoGive → Drugs,take care of these prescriptions,PartnershipProvider → connection,Take care,0.6254
InfoGive → Drugs || PartnershipProvider → connection,InfoGive → Drugs,take care of these prescriptions,PartnershipProvider → connection,Take care,0.6254
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hello,PartnershipPatient → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hello,PartnershipPatient → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hello,PartnershipPatient → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hello,PartnershipPatient → salutation,Hello,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,thank you and All for your help!,PartnershipPatient → Appreciation/Gratitude,Thank you for your help,0.7637
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,thank you and All for your help!,PartnershipPatient → Appreciation/Gratitude,Thank you for your help,0.7637
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,thank you and All for your help!,PartnershipPatient → Appreciation/Gratitude,Thank you and Dr. Person2 for your help,0.723
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,thank you and All for your help!,PartnershipPatient → Appreciation/Gratitude,thank you for all your help today,0.6258
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,I'll let you know as soon as that is completed,PartnershipProvider → maintainCommunication,I will let you know as soon as he answers me,0.6604
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Greetings,PartnershipPatient → salutation,Greetings,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks a ton,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,best,PartnershipProvider → signoff,Best,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,best,PartnershipProvider → signoff,Best,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,best,PartnershipProvider → signoff,Best,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,best,PartnershipProvider → signoff,Best,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,best,PartnershipProvider → signoff,Best,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,best,PartnershipProvider → signoff,Best,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Greetings,PartnershipProvider → salutation,Greetings,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,"Hello,",PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,"Hello,",PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thank you very much,PartnershipProvider → Appreciation/Gratitude,Thank you very much,1.0
PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,Let me know if you have any other questions,0.8453
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks!,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,have a good day,PartnershipPatient → signoff,Have a good day.,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
InfoGive → Diagnostics || PartnershipPatient → statePreferences,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.6079
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,The schedulers were checking with Dr Person2 on MM/DD/YYYY,0.6174
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
InfoGive → Symptoms || Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → ExpressConcern/unease,am a little nervous now,InfoGive → Symptoms,I am a little bruised,0.9133
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
InfoGive → Drugs || PartnershipProvider → connection,PartnershipProvider → connection,Take care,InfoGive → Drugs,take care of these prescriptions,0.6254
InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Generalinformation,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,InfoGive → Diagnostics,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,1.0
InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Diagnostics,agree that the CA27.29 has been a very good marker for you,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
InfoGive → Drugs || PartnershipProvider → connection,PartnershipProvider → connection,Take care,InfoGive → Drugs,take care of these prescriptions,0.6254
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,InfoGive → SchedulingAppt,I believe it should be 9am,SharedDecisionPatient → SeekingApproval,Should I be?,0.6165
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Best to you,PartnershipProvider → connection,Best to you,1.0
InfoGive → Symptoms || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Symptoms,"I hope so because I feel great; sleeping well, eating (too) well",InfoGiveSDOH → HealthCareAccessAndQuality,i Eating and sleeping well,0.6585
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thanks for your response.,PartnershipProvider → Appreciation/Gratitude,Thanks for your message,0.6631
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,Have a nice day!,PartnershipPatient → connection,Have a nice weekend,0.6635
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,Have a nice day!,PartnershipPatient → connection,Have a nice weekend,0.6635
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Best to you,PartnershipProvider → connection,Best to you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks!,1.0
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know!!,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Please let me know about blood work,PartnershipPatient → activeParticipation/involvement,Please let me know!!,0.6367
PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,Let me know if I can help you with anything else,PartnershipProvider → maintainCommunication,Let me know if there is anything else I can help you with!,0.8154
PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipPatient → connection,Ok ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Ok ok,PartnershipPatient → Alignment,Ok,1.0
PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipPatient → connection,Ok ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Ok ok,PartnershipPatient → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Ok ok,PartnershipPatient → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Ok ok,PartnershipPatient → Alignment,Ok,1.0
PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipPatient → connection,Ok ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Ok ok,PartnershipPatient → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Ok ok,PartnershipPatient → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Ok ok,PartnershipPatient → Alignment,OK,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you for your help,PartnershipProvider → Appreciation/Gratitude,thank you and All for your help!,0.7637
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → signoff,Thanks,1.0
