anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
considering how difficult it is for Person2 to travel,Information-Giving_SDOH,Here it is,Information-Giving,0.6138604617176129,lsa,code,Information-Giving_SDOH :: Information-Giving,26c8f1197989fa215c80ec229a2a9598ff20f581
considering how difficult it is for Person2 to travel,Information-Giving_SDOH,it is elevated,Information-Giving,0.5711439637048018,lsa,code,Information-Giving_SDOH :: Information-Giving,fd454023178eb9e42fe1b695e15c3e9272ea03d0
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PROVIDER_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PROVIDER_PARTNERSHIP,cf8af99837304499396e9c386ce39611c68f79a4
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PROVIDER_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PROVIDER_PARTNERSHIP,cf8af99837304499396e9c386ce39611c68f79a4
This should ok,PATIENT_SHARED-DECISION_MAKING,OK,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,c1509dfba71076dd25291e1215b987bdb77f1ed9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
please call,Information-Giving,Please expedite,PATIENT_PARTNERSHIP,0.6458059301366992,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,dc12f8a905d2cc54f3c8b2c3f5048a0a19a5c9f2
please call,Information-Giving,Can she call me please,PATIENT_PARTNERSHIP,0.5759094698725573,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,abe18b18854e05a4de40b4a30a97ffffa7f0d2cc
please call,Information-Giving,Please call it into Org1 in Location,Information-Giving_SDOH,0.554900318512826,lsa,code,Information-Giving :: Information-Giving_SDOH,810535f80cb8c8f30b6db543dd8635f4817f67cc
have it a LOCATION,Information-Giving_SDOH,If it is ok can I have those shots at LOCATION,Information-Seeking_SDOH,0.5863918648396703,lsa,code,Information-Giving_SDOH :: Information-Seeking_SDOH,d5f5ff887bda483b1793d5a185f0f99b7eb57f5b
Kind regards,PROVIDER_PARTNERSHIP,Kind regards,PATIENT_PARTNERSHIP,1.0000000000000002,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,9714278d545717075f3040a84d32a8c7fa88cede
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,0.9999999999999998,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,9f3465c6620316a19a96086d867ce22197ae9757
"OOPS , sorry - my typo",Socioemotional_/_Empathy,Sorry,PROVIDER_PARTNERSHIP,0.8709197205405211,lsa,code,Socioemotional_/_Empathy :: PROVIDER_PARTNERSHIP,6435f303e04dbfa27cf65b289ef61c287ba9e1ba
"OOPS , sorry - my typo",Socioemotional_/_Empathy,Sorry for the delay!,PROVIDER_PARTNERSHIP,0.6154260366085171,lsa,code,Socioemotional_/_Empathy :: PROVIDER_PARTNERSHIP,024ee98e2899137b5b5b3f633bc5ca0f4de13c8a
"OOPS , sorry - my typo",Socioemotional_/_Empathy,Sorry to bother,PATIENT_PARTNERSHIP,0.6111136586616355,lsa,code,Socioemotional_/_Empathy :: PATIENT_PARTNERSHIP,ae3a61ea8eb627b11a5646d4f3d196d4fe244519
has been taking Oxycodone,Information-Giving,Prescription has been sent in,PROVIDER_PARTNERSHIP,0.6093427859398028,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,1fa73bde8af69e80c43ada00b3332bee3c16e6a2
Thank you for the update,PROVIDER_PARTNERSHIP,Thank you for the info,PATIENT_PARTNERSHIP,0.8910975648617805,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,f3b47e00f94ccd8edf8e933af3e9514718127a36
Thank you for the update,PROVIDER_PARTNERSHIP,Thank you for the quick response,PATIENT_PARTNERSHIP,0.6968534083009693,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1e6cdd4b31fcc127dff170d3cc47451dcfb771cd
Thank you for the update,PROVIDER_PARTNERSHIP,Thank you for the follow up.,PATIENT_PARTNERSHIP,0.674540202874347,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,c5991fae760d1f0cbe53b83551505ae4bd2b2c2e
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PATIENT_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,5bdafc2fcb0bd676729b017197114c5906e3eceb
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
thank you and All for your help!,PROVIDER_PARTNERSHIP,Thank you for your help,PATIENT_PARTNERSHIP,0.8472632387323243,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,d0548043428c1a86474aeaee650194131708d0a1
thank you and All for your help!,PROVIDER_PARTNERSHIP,Thank you for your help,PATIENT_PARTNERSHIP,0.8472632387323243,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,d0548043428c1a86474aeaee650194131708d0a1
thank you and All for your help!,PROVIDER_PARTNERSHIP,Thank you and Dr. Person2 for your help,PATIENT_PARTNERSHIP,0.831897943430181,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,e5d4de2d934dcfd9117277bc9693b943a7ec3087
thank you and All for your help!,PROVIDER_PARTNERSHIP,thank you for all your help today,PATIENT_PARTNERSHIP,0.8123472681337995,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,ec17a8378aa4d6adbf0cc58f7f763001f5880297
thank you and All for your help!,PROVIDER_PARTNERSHIP,Thanks again for your help and support,PATIENT_PARTNERSHIP,0.6263423437370739,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,5a1f982cebff8e6c4e25fb0a9a64eb3f4c6e9d47
I'll let you know as soon as that is completed,PATIENT_PARTNERSHIP,I will let you know as soon as he answers me,PROVIDER_PARTNERSHIP,0.8462952682851761,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,598726467f9bd57451f14a93e6c9be72d13669cc
I'll let you know as soon as that is completed,PATIENT_PARTNERSHIP,I will let you know.,PROVIDER_PARTNERSHIP,0.5525554944887918,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,69a4e1a9bbf3a6a10c60d66c8dac7ef5594c5e5f
I would like to add one more Rx request,Information-Seeking,I would like to request a meeting with Person1's teams on Monday morning,PATIENT_PARTNERSHIP,0.6302720717524452,lsa,code,Information-Seeking :: PATIENT_PARTNERSHIP,34bb78e387fbb3e6af9d89b7fff4b994d0f41713
I would like to add one more Rx request,Information-Seeking,Would like to switch back to Eliquis,PATIENT_PARTNERSHIP,0.5726867353061798,lsa,code,Information-Seeking :: PATIENT_PARTNERSHIP,71a94ad50f335e0c60929141cf68fc082901d8c7
I would like to add one more Rx request,Information-Seeking,Would like to switch back to Eliquis,PATIENT_PARTNERSHIP,0.5726867353061798,lsa,code,Information-Seeking :: PATIENT_PARTNERSHIP,71a94ad50f335e0c60929141cf68fc082901d8c7
I would like to add one more Rx request,Information-Seeking,I would like to have an IV Port installed,PATIENT_PARTNERSHIP,0.5572761306715764,lsa,code,Information-Seeking :: PATIENT_PARTNERSHIP,02834c9bab402e6fd83e249e90d43558ab17b91c
I would like to add one more Rx request,Information-Seeking,One more bit of info,Information-Giving,0.5527902936430005,lsa,code,Information-Seeking :: Information-Giving,101c5098208505e575770e83d9533127e02ba94d
Most appreciative!,PATIENT_PARTNERSHIP,Most people tolerate it fine 3 times per week,Information-Giving,0.717798569568464,lsa,code,PATIENT_PARTNERSHIP :: Information-Giving,63f27492ffd94bb6eac128d8507addb4f7593323
Most appreciative!,PATIENT_PARTNERSHIP,A bone strengthening  agent will still most likely be added to your regimen,Information-Giving,0.5901162383065931,lsa,code,PATIENT_PARTNERSHIP :: Information-Giving,bc40073722dfaa96f195989ebdf5228ff5c06d10
One more bit of info,Information-Giving,I would like to add one more Rx request,Information-Seeking,0.5527902936430005,lsa,code,Information-Giving :: Information-Seeking,30a085495772666cb503057b205b73d448d6a744
Person1 has MM/DD/YYYY,Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.7097437917619335,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,aa2d2262e11aaf2260ef99cfd3626311ec181561
Person1 has MM/DD/YYYY,Information-Giving,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking,0.6790633380214315,lsa,code,Information-Giving :: Information-Seeking,1fff5a33eee61d821bcc17fb294ca1b33fdb5150
Greetings,PROVIDER_PARTNERSHIP,Greetings,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,e350034f3505f448aa106036345dd088163859a8
Would you let me know when you can squeeze Person2 in?,Information-Seeking,Please let me know when submitted,PATIENT_PARTNERSHIP,0.6897436255930888,lsa,code,Information-Seeking :: PATIENT_PARTNERSHIP,a40ebc7026ad04ff8be052f6652b2c16dd641d40
Would you let me know when you can squeeze Person2 in?,Information-Seeking,Please let me know when sent,PATIENT_PARTNERSHIP,0.6582667882543939,lsa,code,Information-Seeking :: PATIENT_PARTNERSHIP,63fa348dded8f6b43627072c488eaf942ddb2d8f
Person5 sent in pre-auth info to Cigna,Information-Giving_SDOH,Prednisone refill sent in,Information-Giving,0.7271320925507138,lsa,code,Information-Giving_SDOH :: Information-Giving,9b74595255bfaf71d7bdc8d964d5e16c1af640d7
Person5 sent in pre-auth info to Cigna,Information-Giving_SDOH,refill has been sent in,Information-Giving,0.644827307722794,lsa,code,Information-Giving_SDOH :: Information-Giving,6e8c26ccba17be2d31e740555361f5cbf9acd6c2
Person5 sent in pre-auth info to Cigna,Information-Giving_SDOH,Prescription has been sent in,PROVIDER_PARTNERSHIP,0.6405892887527307,lsa,code,Information-Giving_SDOH :: PROVIDER_PARTNERSHIP,e66983e0c97a318c49b9160a542829dae910a11d
he got  30 tablets,Information-Giving,Got it,PROVIDER_PARTNERSHIP,0.6605531517766974,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,39086ace77d48f8b1afba2b0eb67620f444f71da
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
"Yep, just got a call for MM/DD/YYYY w",Information-Giving,Lots of words for a MM/DD/YYYY morning,PATIENT_PARTNERSHIP,0.6103966291201851,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,65978f7012f5e88eb224093ce71ae731a4ec1cbe
"Yep, just got a call for MM/DD/YYYY w",Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.5624839674410074,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,b8a888642a945388fb87149602b2c7c7bd0bbcc3
"Yep, just got a call for MM/DD/YYYY w",Information-Giving,"I saw I still had the appointment in Org2 for MM/DD/YYYY, MM/DD/YYYY, for the Lupron shot, I cancelled it",Information-Giving_SDOH,0.5525830769463107,lsa,code,Information-Giving :: Information-Giving_SDOH,03cd9f7fa28576b92169412a69720ddbf6532dab
which can be pretty nasty,Information-Giving,Presume they can be shared digitally,PATIENT_PARTNERSHIP,0.674385790797781,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,e254bc65c62b0aa8fb60049f51809d03b479b1be
which can be pretty nasty,Information-Giving,it appears the numbers pretty high which is concerning,Socioemotional_/_Empathy,0.5846917307974889,lsa,code,Information-Giving :: Socioemotional_/_Empathy,0ea4f25338570c7459b45733370f26cc04bf09de
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.8027291882685473,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,1bbd19781568ec3642fe1b276904df5824e0aa0e
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking,0.7845784955978854,lsa,code,Information-Giving :: Information-Seeking,3705e3cb956aa40ab817d0da4eede2461aafa16a
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,I put you off work from MM/DD/YYYY to MM/DD/YYYY,Information-Giving_SDOH,0.7689408341076132,lsa,code,Information-Giving :: Information-Giving_SDOH,aad660ccd12b2c1afcac23a5fd920b56ba0107c3
"30 count has gotten him through MM/DD/YYYY, considering ste p down and a few tough pain MM/DD/YYYY thereafter",Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.6889743737473507,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,46d3cd57f5c385b9f9b62993a588eee4660c1e16
Re Eliquis: MM/DD/YYYY two 5mg tabs morning and night,Information-Giving,hopefully first thing MM/DD/YYYY morning,PATIENT_PARTNERSHIP,0.564496244046557,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,9d3c953b6ab4767ea44ca2c2111b860743d12b55
MM/DD/YYYY one 5mg am and one 5mg pm,Information-Giving,"Is there a possibility to move my treatments up by one week, to MM/DD/YYYY and MM/DD/YYYY",Information-Seeking,0.5617129150235072,lsa,code,Information-Giving :: Information-Seeking,3584beae76dd777278189b7dc903a5b9643b12bd
"Other symptoms: quite tired, napping, MM/DD/YYYY recently interrupted by anxiety attacks",Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.6179832867600837,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,f4d90ca62516e800c2b67ffc01be43d9c85b33b6
"Other symptoms: quite tired, napping, MM/DD/YYYY recently interrupted by anxiety attacks",Information-Giving,"Is there a possibility to move my treatments up by one week, to MM/DD/YYYY and MM/DD/YYYY",Information-Seeking,0.58624194875183,lsa,code,Information-Giving :: Information-Seeking,bb190eb9c25d88f324746d8a09b739d744338882
Thanks a ton,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,0.9999999999999998,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,6054aeebdcf8c5cfbba290190f15b28447522f29
Thanks a ton,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,0.9999999999999998,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,6054aeebdcf8c5cfbba290190f15b28447522f29
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.6604203659593362,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,3e5d99861dd5825288d9e1fa3d999ca729786c86
Greetings,PATIENT_PARTNERSHIP,Greetings,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,e9dae4157798de3f95cc7e922b9fef64002080b5
Greetings,PATIENT_PARTNERSHIP,Greetings,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,e9dae4157798de3f95cc7e922b9fef64002080b5
rec'd a notice MM/DD/YYYY,Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.8963216475069533,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,3c51457cbbac0faa28708c8db728a6180e435464
rec'd a notice MM/DD/YYYY,Information-Giving,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking,0.8553043134679954,lsa,code,Information-Giving :: Information-Seeking,cb8a4a0a2520bb1f090323f126c375e9976f1a38
rec'd a notice MM/DD/YYYY,Information-Giving,I put you off work from MM/DD/YYYY to MM/DD/YYYY,Information-Giving_SDOH,0.8517557803527385,lsa,code,Information-Giving :: Information-Giving_SDOH,83c1bf887e57cd3571a081158a3bca5781a319b0
Do you prefer to tackle this?,PATIENT_PARTNERSHIP,do you have a dermatologist?,Information-Seeking,0.6591067775280388,lsa,code,PATIENT_PARTNERSHIP :: Information-Seeking,d294a5d1752fe2d9c60eb9c964315883a251e4c1
Do you prefer to tackle this?,PATIENT_PARTNERSHIP,Do you think I need X-rays?,Information-Seeking,0.6412525745745365,lsa,code,PATIENT_PARTNERSHIP :: Information-Seeking,98bd9267abeb842e06b9cdb1dac46e0e26d92c94
Do you prefer to tackle this?,PATIENT_PARTNERSHIP,Do you have the result Person1 ?,Information-Seeking,0.5650784464704082,lsa,code,PATIENT_PARTNERSHIP :: Information-Seeking,d0e1c972d2275bedc22d9f4e941fc0089a1e55f1
Please call Person1 (this is the company running the testing) and speak with their customer service,Information-Giving,This is what was noted in the testing results,PATIENT_PARTNERSHIP,0.5712423452529273,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,3535366432d152ed571304b3d30fb04ee9e48926
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,24ee80db343c3df39193569b59fe7e10dc483c01
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,24ee80db343c3df39193569b59fe7e10dc483c01
Please advise,Information-Seeking,Please expedite,PATIENT_PARTNERSHIP,0.8195000503865708,lsa,code,Information-Seeking :: PATIENT_PARTNERSHIP,165fe6b13b3179cfb13e6c394a974f23f75160ab
Thank you very much,PATIENT_PARTNERSHIP,Thank you very much,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,5257cf4941c6fa40635a246c333aa2a73cac64c0
"Hello,",PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,c0f2c66b52daf4c96c1ceab571aeb4db742671ab
"Hello,",PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,c0f2c66b52daf4c96c1ceab571aeb4db742671ab
"Hello,",PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,c0f2c66b52daf4c96c1ceab571aeb4db742671ab
I see Dr  Person1 on,Information-Giving,"I scheduled to see Dr. Person1 on MM/DD/YYYY, at 9:45 in Org2",Information-Giving_SDOH,0.6609467068856226,lsa,code,Information-Giving :: Information-Giving_SDOH,d9a28c40c64978c6b0454d35c0a0898ebe06cb52
I see Dr  Person1 on,Information-Giving,Do i need blood work before I see dr Person1 on MM/DD/YYYY?,Information-Seeking,0.6412561020978422,lsa,code,Information-Giving :: Information-Seeking,b988f26dc6a3c38633b566af5a76ad8c8cba67d2
