anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478,sbert,subcode,Appreciation/gratitude :: signoff,2646a9063538e026dd8e120c329ebe83355a699e
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478,sbert,subcode,Appreciation/gratitude :: signoff,2646a9063538e026dd8e120c329ebe83355a699e
Thank you,Appreciation/gratitude,thank you,signoff,1.0000005960464478,sbert,subcode,Appreciation/gratitude :: signoff,b3a730cb25941263e40e770d473e7a79997d9496
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000005960464478,sbert,subcode,Appreciation/gratitude :: signoff,2646a9063538e026dd8e120c329ebe83355a699e
Thank you,Appreciation/gratitude,Thank You,signoff,1.0000000000000002,tdidf,subcode,Appreciation/gratitude :: signoff,daaf7e172b205c63650efb8af438b42eca36c0b8
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002,tdidf,subcode,Appreciation/gratitude :: signoff,2646a9063538e026dd8e120c329ebe83355a699e
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002,tdidf,subcode,Appreciation/gratitude :: signoff,2646a9063538e026dd8e120c329ebe83355a699e
Thank you,Appreciation/gratitude,Thank you,signoff,1.0000000000000002,tdidf,subcode,Appreciation/gratitude :: signoff,2646a9063538e026dd8e120c329ebe83355a699e
Thank you,Appreciation/gratitude,thank you,signoff,1.0000000000000002,tdidf,subcode,Appreciation/gratitude :: signoff,b3a730cb25941263e40e770d473e7a79997d9496
This should ok,Approval/Reinforcement,Ok,Alignment,0.6988840429102259,lsa,subcode,Approval/Reinforcement :: Alignment,810e1633e9a0740b7250f73d978e680ae1fb62d0
This should ok,Approval/Reinforcement,Ok,Alignment,0.6988840429102259,lsa,subcode,Approval/Reinforcement :: Alignment,810e1633e9a0740b7250f73d978e680ae1fb62d0
This should ok,Approval/Reinforcement,OK,Alignment,0.6988840429102259,lsa,subcode,Approval/Reinforcement :: Alignment,c8ac2aa6c68e18502e08194fffb5fa073ff278d6
This should ok,Approval/Reinforcement,Ok,Alignment,0.6988840429102259,lsa,subcode,Approval/Reinforcement :: Alignment,810e1633e9a0740b7250f73d978e680ae1fb62d0
This should ok,Approval/Reinforcement,Ok,Alignment,0.6988840429102259,lsa,subcode,Approval/Reinforcement :: Alignment,810e1633e9a0740b7250f73d978e680ae1fb62d0
This should ok,Approval/Reinforcement,That will work,Alignment,0.6012188792228699,sbert,subcode,Approval/Reinforcement :: Alignment,282ab9999bcc903a741f4a46bcf48258b6a527c9
This should ok,Approval/Reinforcement,OK,Alignment,0.6377375564891694,tdidf,subcode,Approval/Reinforcement :: Alignment,c8ac2aa6c68e18502e08194fffb5fa073ff278d6
This should ok,Approval/Reinforcement,Ok,Alignment,0.6377375564891694,tdidf,subcode,Approval/Reinforcement :: Alignment,810e1633e9a0740b7250f73d978e680ae1fb62d0
This should ok,Approval/Reinforcement,Ok,Alignment,0.6377375564891694,tdidf,subcode,Approval/Reinforcement :: Alignment,810e1633e9a0740b7250f73d978e680ae1fb62d0
This should ok,Approval/Reinforcement,Ok,Alignment,0.6377375564891694,tdidf,subcode,Approval/Reinforcement :: Alignment,810e1633e9a0740b7250f73d978e680ae1fb62d0
This should ok,Approval/Reinforcement,OK,Alignment,0.6377375564891694,tdidf,subcode,Approval/Reinforcement :: Alignment,c8ac2aa6c68e18502e08194fffb5fa073ff278d6
agree that the CA27.29 has been a very good marker for you,Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,Diagnostics,1.0000000000000004,tdidf,subcode,Approval/Reinforcement :: Diagnostics,f412c25e6b5a1cc10d36e62f7bac69ecc75edfa7
it is a-okay for Person2 to have it done,Approval/Reinforcement,considering how difficult it is for Person2 to travel,Neighborhood_and_built_environment,0.6712125213407162,lsa,subcode,Approval/Reinforcement :: Neighborhood_and_built_environment,71f4af1621a8500af2d77c104e6c6270cc209a9d
This should ok,Approval/Reinforcement,Let me know if this will not work,active_participation_/involvement,0.5572013854980469,sbert,subcode,Approval/Reinforcement :: active_participation_/involvement,4fbf3dbd618d12173cf3fec3b87abd8dd7cdc770
this was faxed,Care_Coordination,This was either Dec. or Jan,Diagnostics,0.7854871508067237,lsa,subcode,Care_Coordination :: Diagnostics,d8957551092729f3a704ebe85e56df42e9ea00a7
this was faxed,Care_Coordination,this was trending down.,Diagnostics,0.7542115216570809,lsa,subcode,Care_Coordination :: Diagnostics,9b18b8fb70cd7c97c1bb404765d33be9cae0e92e
this was faxed,Care_Coordination,to see that this was trending down,Diagnostics,0.6376006079256578,lsa,subcode,Care_Coordination :: Diagnostics,f4869d350d22d916083a94865971d52a45f9bd69
this was faxed,Care_Coordination,This was either Dec. or Jan,Diagnostics,0.5871786512620115,tdidf,subcode,Care_Coordination :: Diagnostics,d8957551092729f3a704ebe85e56df42e9ea00a7
I am on the lookout for the permission / patient approval document,Care_Coordination,while I am on the medications,Drugs,0.7979919051752011,lsa,subcode,Care_Coordination :: Drugs,a5a91b368fa01e497758b09f1a8e28565f1e4e7f
per Dr. Person2's desire and Dr. B agree to get Person3 off Oxy ext release,Care_Coordination,I've already reduced lenvatinib to 5 days per dr Person2's instructions,Drugs,0.6368791364953783,lsa,subcode,Care_Coordination :: Drugs,c120b09607ab4b18a6fa5889517ffce0d5faa162
give Dr. Person1 Dr. Person2 cell  phone,Care_Coordination,Dr. B recommends Metamucil,Drugs,0.6235458956356511,lsa,subcode,Care_Coordination :: Drugs,8f79e9f1c1fc6a9ed13818d3c097c21e448a7199
Dr. Person4 was speaking with Dr. Person5,Care_Coordination,Dr. B recommends Metamucil,Drugs,0.58609144979732,lsa,subcode,Care_Coordination :: Drugs,733972174c4da55447e0438b730f45e31f285ecc
per Dr. Person2's desire and Dr. B agree to get Person3 off Oxy ext release,Care_Coordination,Does Dr. Person3 want Person1 to continue on,Drugs,0.6329430341720581,sbert,subcode,Care_Coordination :: Drugs,2bac8ae7f34acf180d129a722e5f7bbc649f4dd1
this was faxed,Care_Coordination,Here is the fax number,General_information,0.6251004338264465,sbert,subcode,Care_Coordination :: General_information,8b6b06838c8325324f63cd68d7471cdc9f0cf01f
I am on the lookout for the permission / patient approval document,Care_Coordination,We have been directing patients to their PCP office or the Org2 website,General_information,0.5519456267356873,sbert,subcode,Care_Coordination :: General_information,018a396eeda89c9046232beb6b97754cb2f95fe4
Her email address is: address@email.com,Care_Coordination,"You can send it to me in here or email, address@email.com",General_information,0.6701367773746849,tdidf,subcode,Care_Coordination :: General_information,69e96f8a4b10442dabb20cd8c92790a7b35b46b2
Dr. Person4 was speaking with Dr. Person5,Care_Coordination,I see Dr  Person1 on,Scheduling_appt,0.6275184750556946,sbert,subcode,Care_Coordination :: Scheduling_appt,424d6f08c7fc69d3396348e1e7971ffb4a8ef2ed
give Dr. Person1 Dr. Person2 cell  phone,Care_Coordination,I wanted to reach out to Dr. Person1,active_participation_/involvement,0.6623302102088928,sbert,subcode,Care_Coordination :: active_participation_/involvement,0cd77b531f707e19ddb008eb55f62ebe89440f7c
give Dr. Person1 Dr. Person2 cell  phone,Care_Coordination,Please let Person2 and I know if you are able to have Dr  Person5 do this for us,active_participation_/involvement,0.6585640907287598,sbert,subcode,Care_Coordination :: active_participation_/involvement,42228164ce00345716e909e03e679c21b522e14f
this was faxed,Care_Coordination,Did you receive the fax from Dr. Person1?,active_participation_/involvement,0.5654322504997253,sbert,subcode,Care_Coordination :: active_participation_/involvement,82aface08e359ea64116880c82f13a6282f1d74e
per Dr. Person2's desire and Dr. B agree to get Person3 off Oxy ext release,Care_Coordination,Can Dr  Person3 do that?,active_participation_/involvement,0.5649462342262268,sbert,subcode,Care_Coordination :: active_participation_/involvement,e49907ffa551b2d0db4b6fa627525a3691aa8018
Dr. Person4 was speaking with Dr. Person5,Care_Coordination,Why did Dr. Person4  not see this,express_opinions,0.7702109813690186,sbert,subcode,Care_Coordination :: express_opinions,9d9dbb065f3c9da06ee1f8ebd1e1da6b38beac42
Sorry to bother,Connection,So sorry about that,Acknowledge_Error,0.5621934533119202,sbert,subcode,Connection :: Acknowledge_Error,ebfc3d895b209942ad35955bcad74a0b5667043d
Sorry,Connection,"OOPS , sorry - my typo",Acknowledge_Error,0.8665291005028808,tdidf,subcode,Connection :: Acknowledge_Error,ceae29ae5cb66cbd435b1176e5a0b28ac11ffdc2
Sorry,Connection,I sorry I get confused,Acknowledge_Error,0.8038390758535903,tdidf,subcode,Connection :: Acknowledge_Error,ee3fe2ef682fcf2d024518f87101e201063f0489
Have a great day too!,Connection,Great!,Alignment,0.7004231844242877,lsa,subcode,Connection :: Alignment,aa9af74398524e38ac0f8b112750b332ec799efa
Have a great day too!,Connection,Great,Alignment,0.7004231844242877,lsa,subcode,Connection :: Alignment,7192036414ecde3f908f279cafc6ce1f7575f0ad
be happy to,Connection,I was happy,Alignment,0.6458970383851764,lsa,subcode,Connection :: Alignment,0ce46318a1eae3ca440440cd69cbee6b9d576c2d
be happy to,Connection,I was happy,Alignment,0.6458970383851764,lsa,subcode,Connection :: Alignment,0ce46318a1eae3ca440440cd69cbee6b9d576c2d
be happy to,Connection,I was happy,Alignment,0.5801900625228882,sbert,subcode,Connection :: Alignment,0ce46318a1eae3ca440440cd69cbee6b9d576c2d
be happy to,Connection,I was happy,Alignment,0.5801900625228882,sbert,subcode,Connection :: Alignment,0ce46318a1eae3ca440440cd69cbee6b9d576c2d
Ok ok,Connection,Ok,Alignment,1.0,tdidf,subcode,Connection :: Alignment,f264795b15283d3759b9d0e4a240735af95f3fd5
Ok ok,Connection,Ok,Alignment,1.0,tdidf,subcode,Connection :: Alignment,f264795b15283d3759b9d0e4a240735af95f3fd5
Ok ok,Connection,Ok,Alignment,1.0,tdidf,subcode,Connection :: Alignment,f264795b15283d3759b9d0e4a240735af95f3fd5
Ok ok,Connection,Ok,Alignment,1.0,tdidf,subcode,Connection :: Alignment,f264795b15283d3759b9d0e4a240735af95f3fd5
Ok ok,Connection,Ok,Alignment,1.0,tdidf,subcode,Connection :: Alignment,f264795b15283d3759b9d0e4a240735af95f3fd5
Thanks,Connection,Thanks,Appreciation/gratitude,1.0,tdidf,subcode,Connection :: Appreciation/gratitude,622091ee2e448f64e2d227fc8623da2ed4807bd9
Thanks,Connection,Thanks,Appreciation/gratitude,1.0,tdidf,subcode,Connection :: Appreciation/gratitude,622091ee2e448f64e2d227fc8623da2ed4807bd9
Thanks,Connection,thanks,Appreciation/gratitude,1.0,tdidf,subcode,Connection :: Appreciation/gratitude,f45ad4ba68a5ca2b5c1329e2576fb78b55dd5dc4
good news,Connection,Thank you for this good news,Appreciation/gratitude,0.687021012669801,tdidf,subcode,Connection :: Appreciation/gratitude,0fda5315210471d6bd9f7182fbce0d136a602971
be happy to,Connection,If not our manager is Gean Brown and she'd be happy to assist,Care_Coordination,0.712578162234185,lsa,subcode,Connection :: Care_Coordination,c4fdc0c77187360e6b3a7e23d8adc979b856431c
be happy to,Connection,If not our manager is Gean Brown and she'd be happy to assist,Care_Coordination,0.5779799013598403,tdidf,subcode,Connection :: Care_Coordination,c4fdc0c77187360e6b3a7e23d8adc979b856431c
My pleasure!,Connection,My youngest son has MS,General_information,0.5728796168344003,tdidf,subcode,Connection :: General_information,6442c3094e6705eb58f0971ae36566fe872542c5
my friends,Connection,My youngest son has MS,General_information,0.5728796168344003,tdidf,subcode,Connection :: General_information,5c97a8c6700f2c387b30d8ab7935b2dd14d9b4c6
good news,Connection,Good news!,Positive_Remarks/Reward,1.0,tdidf,subcode,Connection :: Positive_Remarks/Reward,b55fa6766c80155e99d483d32b46bdb69c7a2fb6
I hope that helps,Connection,Hope this helps,Reassurance,0.8148211473407676,lsa,subcode,Connection :: Reassurance,f77b61f6a4759719e51f98a7b17565ad8ad9ddf0
I hope that helps,Connection,Hope this helps,Reassurance,0.8498409390449524,sbert,subcode,Connection :: Reassurance,f77b61f6a4759719e51f98a7b17565ad8ad9ddf0
Sorry to bother,Connection,no worries,Reassurance,0.6351524591445923,sbert,subcode,Connection :: Reassurance,328cda8aa200bd7eac878b2a9a7690f6fa6b0755
I hope this helps!,Connection,Hope this helps,Reassurance,1.0000000000000002,tdidf,subcode,Connection :: Reassurance,9d55185ee518a0ca2c4353b229d4ce039355556d
I hope that helps,Connection,Hope this helps,Reassurance,0.5991916930726237,tdidf,subcode,Connection :: Reassurance,f77b61f6a4759719e51f98a7b17565ad8ad9ddf0
Sorry to bother,Connection,I'm sorry,Sadness/fear,0.7144570498515986,lsa,subcode,Connection :: Sadness/fear,61e25724c8e7afd9ac371f1228ca8b5ebbf38483
Sorry to bother,Connection,Sorry to hear this is happening,Sadness/fear,0.6355106024553607,lsa,subcode,Connection :: Sadness/fear,efc10da8d65588b055940467a4dc2c6113ab18c1
Sorry,Connection,I'm sorry,Sadness/fear,1.0,tdidf,subcode,Connection :: Sadness/fear,d6667e50e6b0223137b3258c25633c72ded12e4e
I hope your surgery went well!,Connection,"I believe surgery went well , just really sore",Symptoms,0.6186437264822944,tdidf,subcode,Connection :: Symptoms,51dbd171ad5625d3938ad2f14f10186d97a0951a
if you need help,Connection,Help!,active_participation_/involvement,0.5660999682606163,lsa,subcode,Connection :: active_participation_/involvement,df40d17906607f9c74276019d829d6c3b18254ad
No problem,Connection,I will no problem,active_participation_/involvement,0.9492400507236832,tdidf,subcode,Connection :: active_participation_/involvement,3c2d3d1b5e99be490ee67524536465b09ae99803
My Dear Oncology Team,Connection,Dear,salutation,0.594548536489458,tdidf,subcode,Connection :: salutation,3e0d0c9ee99f738606e8dcfad67b97f55b710bcc
My Dear Oncology Team,Connection,Dear,salutation,0.594548536489458,tdidf,subcode,Connection :: salutation,3e0d0c9ee99f738606e8dcfad67b97f55b710bcc
Take care,Connection,Take care,signoff,1.0000000000000002,lsa,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
Take care,Connection,Take care,signoff,1.0000000000000002,lsa,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
Take care,Connection,Take care,signoff,1.0000000000000002,lsa,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
have a good day,Connection,Have a good day.,signoff,0.9999999999999994,lsa,subcode,Connection :: signoff,4e57634921cd89d8916a5d51a13e208e5a51e71b
Take care,Connection,Take care,signoff,1.0000003576278689,sbert,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
Take care,Connection,Take care,signoff,1.0000003576278689,sbert,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
Take care,Connection,Take care,signoff,1.0000001192092896,sbert,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
have a good day,Connection,Have a good day.,signoff,0.9265523552894592,sbert,subcode,Connection :: signoff,4e57634921cd89d8916a5d51a13e208e5a51e71b
have a good day,Connection,Have a nice day!,signoff,0.7855796813964844,sbert,subcode,Connection :: signoff,6dcd2b3238dd76cfd33ffe2f2f984c3ffc447265
have a good day,Connection,Have a good day.,signoff,1.0000000000000002,tdidf,subcode,Connection :: signoff,4e57634921cd89d8916a5d51a13e208e5a51e71b
Take care,Connection,Take care,signoff,1.0,tdidf,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
Take care,Connection,Take care,signoff,1.0,tdidf,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
Take care,Connection,Take care,signoff,1.0,tdidf,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
Take care,Connection,Take care,signoff,1.0,tdidf,subcode,Connection :: signoff,94cbe6461a347c2810148f1bd71db7f6155e2d4c
agree that the CA27.29 has been a very good marker for you,Diagnostics,agree that the CA27.29 has been a very good marker for you,Approval/Reinforcement,1.0000000000000004,tdidf,subcode,Diagnostics :: Approval/Reinforcement,4cf5bab6f70db71c3e44a76d4960887427cd4675
Labs have been order,Diagnostics,was not ordered by Dr. Person2 with the labs on MM/DD/YYYY,Care_Coordination,0.6967549324035645,sbert,subcode,Diagnostics :: Care_Coordination,757f61f1563d41751cdcebd0f979fa4a36a71fc1
send CT scan and report,Diagnostics,"Could you please send the pet scan report to Person1 , doctor Person2 assistant",Care_Coordination,0.6221028566360474,sbert,subcode,Diagnostics :: Care_Coordination,82978a7e7a9ab31d4fd3478a7c7d55039faafc3b
not rec'd email message from blood testing lab,Diagnostics,I sent the message to Dr. Person2 yesterday evening and have not gotten a response yet,Care_Coordination,0.5674786567687988,sbert,subcode,Diagnostics :: Care_Coordination,6815d86809dfe598c6b8682d49e34f94660cffad
I will go today?,Diagnostics,I will go over this with Dr  Person1 today,Care_Coordination,0.5664715571928913,tdidf,subcode,Diagnostics :: Care_Coordination,2bc90d44b1f25205058e60cd34e6e991f09cb328
Let me know results at your convenience,Diagnostics,"No rush, at your convenience",Connection,0.6052115323104496,tdidf,subcode,Diagnostics :: Connection,ef4931a137e547b483a2935f682bf4c2c444c616
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,Happy MM/DD/YYYY!,Connection,0.5973480341907899,tdidf,subcode,Diagnostics :: Connection,ecbfbc8dc59b8bbf418d3013ab004df625da5ecf
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,0.8247683427269945,lsa,subcode,Diagnostics :: Drugs,7bc00b4a04358a3cda979c73ace461a6e446f572
he would order blood tests,Diagnostics,he would take over this RX,Drugs,0.5672132411609436,lsa,subcode,Diagnostics :: Drugs,3bfaca3752e9bca8f5ffd20157e1c4fe974ad1ab
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,0.5524894870095117,tdidf,subcode,Diagnostics :: Drugs,7bc00b4a04358a3cda979c73ace461a6e446f572
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,rec'd a notice MM/DD/YYYY,General_information,0.8670532033876435,lsa,subcode,Diagnostics :: General_information,d9329845d2a2bcbbc91ab2d51a9a4026f2699e88
Orders have been entered into the Epic system for lab work,Diagnostics,I have been at work daily,General_information,0.6516389420905085,lsa,subcode,Diagnostics :: General_information,54ad0e5b5fc64b190c3f195440becd539dec4597
Labs have been order,Diagnostics,I have been at work daily,General_information,0.638240580039215,lsa,subcode,Diagnostics :: General_information,0d8010fa7629262f4ee36b2603405099d7b1d8a0
I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Diagnostics,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,General_information,1.0000000000000002,tdidf,subcode,Diagnostics :: General_information,ea4d9d3d686ac198736cbfe460287f8a99fdf99e
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,Scheduling_appt,0.7866480166637333,lsa,subcode,Diagnostics :: Scheduling_appt,4712c3802a9ca2830b59faf1b51c9659e9fe1635
send CT scan and report,Diagnostics,Also please call and get MM/DD/YYYY CT scan scheduled,Scheduling_appt,0.7502332329750061,sbert,subcode,Diagnostics :: Scheduling_appt,554df4b41ed07c09c1173c6303227d8bef7299e2
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,I see i Scheduled for a blood draw on MM/DD/YYYY,Scheduling_appt,0.7252063155174255,sbert,subcode,Diagnostics :: Scheduling_appt,ac00f92d9e99a43c15bf2ee60f22c87be070b0e4
send CT scan and report,Diagnostics,I was able to schedule the CT scans,Scheduling_appt,0.7014089226722717,sbert,subcode,Diagnostics :: Scheduling_appt,e5d8ab41e7c2cc36762ca5d07f0dfe2fc4095f02
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,Would someone kindly schedule me for bloodwork to be completed prior to MM/DD/YYYY?,Scheduling_appt,0.6620547771453857,sbert,subcode,Diagnostics :: Scheduling_appt,9028f453c2df5970c26f3844b023312883c35ed3
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,Scheduling_appt,0.5555609131926138,tdidf,subcode,Diagnostics :: Scheduling_appt,4712c3802a9ca2830b59faf1b51c9659e9fe1635
The CBC was done with a manual diff,Diagnostics,if you can get a CBC that would be a good place to start,Share_options,0.5895897746086121,sbert,subcode,Diagnostics :: Share_options,8c72c7d9a02d8b20e787cb3b1883e9dc82eabf21
But they did it without differential?,Diagnostics,Did they respond back,active_participation_/involvement,0.646342540934672,lsa,subcode,Diagnostics :: active_participation_/involvement,222d2f9f59a008a0e855bcb9d372ae5cdf01131e
but I am still not understanding the timing of my blood work,Diagnostics,Please let me know when I should start my blood work,active_participation_/involvement,0.6563975214958191,sbert,subcode,Diagnostics :: active_participation_/involvement,5fe58afefff7f06c7999ca03f589b5b91c663867
Those results came in after I sent the message to the doctor,Diagnostics,I look forward to hearing from Dr. Person1 regarding these test results.,active_participation_/involvement,0.6351394653320312,sbert,subcode,Diagnostics :: active_participation_/involvement,73f6933c8ad2028df51b9d59b4e8b784a9fc2e0f
he would order blood tests,Diagnostics,For my upcoming visit I don see any blood test required?,active_participation_/involvement,0.5521506667137146,sbert,subcode,Diagnostics :: active_participation_/involvement,5e8432c1bd2d615869f46d5dd3ddd976c622454c
Could you please let me know results,Diagnostics,Please let me know!!,active_participation_/involvement,0.6654546073521953,tdidf,subcode,Diagnostics :: active_participation_/involvement,14567bd7945eb104d20e71624a5288c4a3bf34f9
Could you please let me know results,Diagnostics,Please let me know,active_participation_/involvement,0.6654546073521953,tdidf,subcode,Diagnostics :: active_participation_/involvement,cd450388804ed1bc73136b22a2f56fe76e4f9f0d
Could you please let me know results,Diagnostics,Please let me know,active_participation_/involvement,0.6654546073521953,tdidf,subcode,Diagnostics :: active_participation_/involvement,cd450388804ed1bc73136b22a2f56fe76e4f9f0d
Could you please let me know results,Diagnostics,Please let me know,active_participation_/involvement,0.6654546073521953,tdidf,subcode,Diagnostics :: active_participation_/involvement,cd450388804ed1bc73136b22a2f56fe76e4f9f0d
Please let me know about blood work,Diagnostics,Please let me know,active_participation_/involvement,0.6367177374683866,tdidf,subcode,Diagnostics :: active_participation_/involvement,99a7df85f7ce30facaa645d3af25ad4f810fef65
but I am still not understanding the timing of my blood work,Diagnostics,I assuming since I didn get a phone call my bloodwork didn come back as desired,express_opinions,0.6376609206199646,sbert,subcode,Diagnostics :: express_opinions,5e6e9c1e11c8e7b94747254676bff68e8ae0cf8c
Those results came in after I sent the message to the doctor,Diagnostics,I may be wrong but the results looked good to me!,express_opinions,0.5755206346511841,sbert,subcode,Diagnostics :: express_opinions,58c6a1770d8a4a5f554248709d1413e6e12ce766
Labs have been order,Diagnostics,Please continue with labs like you were getting,instruction,0.7074987888336182,sbert,subcode,Diagnostics :: instruction,94cdab9cff3311edf8c33a003e05626d6fc3a2b8
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,MM/DD/YYYY after 230pm,state_preferences,0.79558593303854,lsa,subcode,Diagnostics :: state_preferences,f7928339a8906a383e6c3823f0b7e49a989bf92e
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Diagnostics,MM/DD/YYYY after 230pm,state_preferences,0.6079430855950206,tdidf,subcode,Diagnostics :: state_preferences,f7928339a8906a383e6c3823f0b7e49a989bf92e
he got  30 tablets,Drugs,Got it,Alignment,0.6605531517766974,lsa,subcode,Drugs :: Alignment,af53bec4a93da92c134be2c62efff6682a12fece
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Drugs,MM/DD/YYYY is good,Alignment,0.685556173324585,sbert,subcode,Drugs :: Alignment,d09b2c40200a0871494748fde36b9d35a7c29b0c
