pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,I have an appointment,0.6516
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,for appointment to see doctor,0.6394
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,to schedule the appointment,0.6177
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,My original appointment,0.617
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,I'm long overdue for an appointment,0.6093
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,to last me until my appointment,PartnershipPatient → Clinical care,I had my appointment,0.6061
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,how long lab results would take,PartnershipPatient → activeParticipation/involvement,Or would the results be quick enough,0.6355
PartnershipPatient → Clinical care || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Would it be best to reschedule,PartnershipPatient → Clinical care,to  reschedule,0.7738
PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Would it be best to reschedule,PartnershipPatient → activeParticipation/involvement,I do need to reschedule,0.7457
PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Would it be best to reschedule,PartnershipPatient → activeParticipation/involvement,Please reschedule me,0.6921
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Or would the results be quick enough,PartnershipPatient → Clinical care,how long lab results would take,0.6355
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → Appreciation/Gratitude,thank you!,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You!,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank you!,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You!,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You,0.8314
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You,0.8314
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank you,0.8314
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → Appreciation/Gratitude,Thank you,0.8314
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you!,PartnershipPatient → signoff,Thank You,0.8314
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I'd like to change,PartnershipPatient → activeParticipation/involvement,I want to change,0.8401
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I'd like to change,PartnershipPatient → activeParticipation/involvement,I want to change,0.8401
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I'd like to change,PartnershipPatient → activeParticipation/involvement,I would like to,0.6362
PartnershipPatient → Clinical care || PartnershipProvider → Clinical Care,PartnershipPatient → Clinical care,my upcoming appointment information,PartnershipProvider → Clinical Care,schedule that appointment,0.7181
PartnershipPatient → Clinical care || PartnershipProvider → Clinical Care,PartnershipPatient → Clinical care,My original appointment: Date:,PartnershipProvider → Clinical Care,schedule that appointment,0.7238
PartnershipPatient → Clinical care || SDOH → SocialAndCommunityContext,SDOH → SocialAndCommunityContext,I had a visitor,PartnershipPatient → Clinical care,I came in for my visit,0.6806
PartnershipPatient → connection || SDOH → SocialAndCommunityContext,SDOH → SocialAndCommunityContext,I had a visitor,PartnershipPatient → connection,I had a wonderful visit,0.6591
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,tested positive for Covid,PartnershipPatient → activeParticipation/involvement,if you do covid testing there?,0.6951
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I want to change to,PartnershipPatient → activeParticipation/involvement,I want to change,0.8878
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I want to change to,PartnershipPatient → activeParticipation/involvement,I want to change,0.8878
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I do need to make a visit,PartnershipPatient → Clinical care,I have a visit scheduled for,0.7157
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → activeParticipation/involvement,I do need to make a visit,PartnershipPatient → statePreferences,Phone visit would be great,0.638
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank you very much,0.8213
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thanks so much!,0.7892
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank you,0.6571
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank You,0.6571
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank You,0.6571
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you so much,PartnershipPatient → signoff,Thank you,0.6571
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,have a great evening,PartnershipProvider → connection,Have a good day,0.7185
CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipPatient → Clinical care,just a consult type appointment,0.7108
CareCoordinationPatient || SharedDecisionPatient → SeekingApproval,CareCoordinationPatient,through dr  Person1 at my appointments,SharedDecisionPatient → SeekingApproval,Can you please ask Dr. Person1,0.6952
CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipPatient → Clinical care,for appointment to see doctor,0.6861
CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipPatient → Clinical care,appointment to see doctor,0.6651
CareCoordinationPatient || CareCoordinationProvider,CareCoordinationPatient,through dr  Person1 at my appointments,CareCoordinationProvider,I will send your message to Dr. Person1,0.6519
CareCoordinationPatient || PartnershipProvider → Clinical Care,CareCoordinationPatient,through dr  Person1 at my appointments,PartnershipProvider → Clinical Care,at your follow up appointment,0.6388
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,CareCoordinationPatient,through dr  Person1 at my appointments,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,0.6329
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Clinical care,iâ€™ve ran out,PartnershipPatient → activeParticipation/involvement,Iâ€™m needing,0.6377
PartnershipPatient → Clinical care || PartnershipPatient → expressOpinions,PartnershipPatient → Clinical care,iâ€™ve ran out,PartnershipPatient → expressOpinions,Iâ€™m not sure,0.6285
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,PartnershipPatient → Clinical care,iâ€™ve ran out,SocioEmotionalBehaviour,Iâ€™m just scared,0.6205
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → activeParticipation/involvement,i need a refill,PartnershipPatient → statePreferences,refill asap,0.8285
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,i need a refill,PartnershipPatient → Clinical care,if I can get refills,0.8117
PartnershipPatient → Clinical care || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,i need a refill,PartnershipPatient → Clinical care,would it be possible to get another refill,0.7391
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,PartnershipPatient → Clinical care,pain after I eat,SDOH → HealthCareAccessAndQuality,after I eat anything,0.6167
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,after I eat anything,PartnershipPatient → Clinical care,pain after I eat,0.6167
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I can hardly sleep,PartnershipPatient → Clinical care,I can barely get out of bed,0.7746
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I can hardly sleep,PartnershipPatient → Clinical care,I'm tired all the time,0.6586
PartnershipPatient → Clinical care || SDOH → HealthCareAccessAndQuality,SDOH → HealthCareAccessAndQuality,I can hardly sleep,PartnershipPatient → Clinical care,am very tired and drowsy all day,0.6076
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Good Morning,PartnershipProvider → salutation,Good morning,1.0
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,Dr. Person1 has requested,0.7825
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,with Dr. Person1,0.6926
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,letting Dr. Person1 know,0.6714
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,I see Dr Person1  for my neurologist,0.6524
SharedDecisionPatient → ExploreOptions || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,SharedDecisionPatient → SeekingApproval,Can you please ask Dr. Person1,0.6404
CareCoordinationProvider || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationProvider,I will send your message to Dr. Person1,0.6373
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,through dr  Person1 at my appointments,0.6329
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,I spoke to Dr  Person1,0.6105
CareCoordinationPatient || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,CareCoordinationPatient,I have with Dr. Person2,0.6085
SharedDecisionPatient → ExploreOptions || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,SharedDecisionPatient → SeekingApproval,if Dr. Person3 could send it,0.6049
PartnershipPatient → Clinical care || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I am doing my best,PartnershipPatient → Clinical care,is doing well,0.6292
PartnershipPatient → expressOpinions || SDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → expressOpinions,do not feel comfortable driving,SDOH → NeighborhoodAndBuiltEnvironment,I have a very difficult time driving,0.6306
PartnershipPatient → expressOpinions || SDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → expressOpinions,do not feel comfortable driving,SDOH → NeighborhoodAndBuiltEnvironment,I'm not  Currently driving,0.6116
PartnershipPatient → Clinical care || PartnershipProvider → Clinical Care,PartnershipPatient → Clinical care,waiting for MRI results,PartnershipProvider → Clinical Care,We have recieved the results of the MRI,0.7276
CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,waiting for my rheumatologist appointment,PartnershipPatient → Clinical care,I'm long overdue for an appointment,0.638
CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,waiting for my rheumatologist appointment,PartnershipPatient → Clinical care,make a appointment,0.6057
CareCoordinationPatient || PartnershipPatient → Clinical care,CareCoordinationPatient,waiting for my rheumatologist appointment,PartnershipPatient → Clinical care,appointment to see doctor,0.6032
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,I appreciate your help,PartnershipPatient → signoff,Thanks for your help!,0.6607
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,I appreciate your help,PartnershipPatient → signoff,Thanks for your help!,0.6607
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Appreciation/Gratitude,I appreciate your help,PartnershipPatient → activeParticipation/involvement,Please help,0.6424
PartnershipPatient → Appreciation/Gratitude || SocioEmotionalBehaviour,PartnershipPatient → Appreciation/Gratitude,I'm so grateful,SocioEmotionalBehaviour,I'm so sorry,0.6103
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Have a wonderful day,PartnershipProvider → connection,Have a good day,0.8236
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,HI,1.0
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,medicine refill,0.718
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,requested medication refills,0.7083
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,Please send a refill prescription,0.6855
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,request a refill for my prescription,0.6707
CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → activeParticipation/involvement,I need a refill on these medications,0.6555
CareCoordinationPatient || CareCoordinationProvider,CareCoordinationProvider,Dr. Person1 sent in your refills,CareCoordinationPatient,Dr. Person1 has requested,0.6335
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → Clinical care,all my meds will be out with no refills,0.6259
CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → activeParticipation/involvement,I need a refill,0.6232
CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → activeParticipation/involvement,i need a refill,0.6232
CareCoordinationProvider || PartnershipPatient → statePreferences,CareCoordinationProvider,Dr. Person1 sent in your refills,PartnershipPatient → statePreferences,refill asap,0.6167
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,a visit to get a refill,0.6687
CareCoordinationProvider || PartnershipPatient → statePreferences,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → statePreferences,refill asap,0.6658
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,if I can get refills,0.6633
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,to get a refill,0.6539
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,would it be possible to get another refill,0.646
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,refill  Everything,0.6308
CareCoordinationProvider || SharedDecisionPatient → SeekingApproval,CareCoordinationProvider,before he can send any further refills,SharedDecisionPatient → SeekingApproval,is it possible to get an interim refill?,0.6159
CareCoordinationProvider || PartnershipPatient → Clinical care,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → Clinical care,running out of refills,0.6123
CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → activeParticipation/involvement,i need a refill,0.6008
CareCoordinationProvider || PartnershipPatient → activeParticipation/involvement,CareCoordinationProvider,before he can send any further refills,PartnershipPatient → activeParticipation/involvement,I need a refill,0.6008
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hi,PartnershipProvider → salutation,Hi,1.0
PartnershipPatient → Clinical care || PartnershipPatient → statePreferences,PartnershipPatient → Clinical care,I will need to come in next week too,PartnershipPatient → statePreferences,I can come in today if needed,0.6356
SDOH → NeighborhoodAndBuiltEnvironment || SDOH → SocialAndCommunityContext,SDOH → SocialAndCommunityContext,husband out of town,SDOH → NeighborhoodAndBuiltEnvironment,being out of town,0.695
PartnershipPatient → activeParticipation/involvement || SDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,I can call andake an appointment,SDOH → HealthCareAccessAndQuality,I havent been able to get an appointment,0.7253
SDOH → EconomicStability || SocioEmotionalBehaviour,SocioEmotionalBehaviour,I'm really having problems,SDOH → EconomicStability,I am having a hard time getting to work,0.6052
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipPatient → salutation,Hello,PartnershipProvider → salutation,Hello,1.0
PartnershipPatient → Clinical care || SharedDecisionPatient → SeekingApproval,PartnershipPatient → Clinical care,I'm requesting a refill on Vyvanse Rx,SharedDecisionPatient → SeekingApproval,Can i get Vyvanse refill called in,0.817
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipPatient → signoff,Thanks!,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipPatient → signoff,Thanks!,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipPatient → signoff,Thanks!,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipProvider → Appreciation/Gratitude,Thanks!,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipProvider → signoff,Thanks!,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipProvider → signoff,Thanks!,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipPatient → signoff,Thanks,0.8539
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks!,PartnershipPatient → signoff,Thanks,0.8539
