label_a,label_b,conflict_count,mean_similarity,median_similarity,max_similarity,min_similarity
InfoGive → SchedulingAppt,PartnershipPatient → activeParticipation/involvement,25,0.6787,0.6674,0.7733,0.609
InfoGive → SchedulingAppt,InfoGiveSDOH → HealthCareAccessAndQuality,24,0.6693,0.6654,0.749,0.6001
InfoGive → Drugs,InfoSeek → Drugs,24,0.7443,0.7058,0.9318,0.6122
PartnershipProvider → connection,PartnershipProvider → signoff,23,0.8931,1.0,1.0,0.6527
InfoGive → Generalinformation,InfoGive → Instruction,23,0.7237,0.7225,0.7729,0.6441
Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → Sadness/fear,22,0.7138,0.6832,0.8655,0.603
InfoGive → carecoordination,PartnershipPatient → activeParticipation/involvement,22,0.6759,0.6457,0.8505,0.6251
InfoGive → Generalinformation,InfoSeek → SchedulingAppt,21,0.7256,0.7166,0.8915,0.6022
PartnershipProvider → maintainCommunication,SharedDecisionProvider → EncourageQuestions,21,0.8037,0.8096,0.9734,0.6078
InfoGive → Diagnostics,InfoSeek → SchedulingAppt,21,0.7031,0.6888,0.8307,0.6066
PartnershipProvider → connection,Socioemotional/Empathy → AcknowledgeError,20,0.7534,0.6822,0.9828,0.6118
InfoGive → Drugs,InfoSeek → SchedulingAppt,20,0.7217,0.721,0.8319,0.6108
InfoGive → Drugs,PartnershipPatient → activeParticipation/involvement,20,0.6811,0.6774,0.7534,0.6074
PartnershipPatient → connection,PartnershipProvider → Alignment,19,0.8009,0.7512,1.0,0.6338
PartnershipProvider → Alignment,PartnershipProvider → connection,18,0.7647,0.744,1.0,0.6525
InfoGive → Generalinformation,InfoGiveSDOH → HealthCareAccessAndQuality,18,0.6609,0.6411,0.7244,0.6131
InfoGive → Generalinformation,PartnershipPatient → expressOpinions,18,0.6792,0.6614,0.8541,0.6099
PartnershipPatient → Alignment,PartnershipProvider → connection,18,0.7914,0.7546,1.0,0.6075
PartnershipPatient → connection,Socioemotional/Empathy → AcknowledgeError,17,0.7193,0.6972,0.9828,0.6018
PartnershipPatient → Alignment,PartnershipPatient → connection,17,0.8703,1.0,1.0,0.634
InfoGive → Generalinformation,PartnershipProvider → maintainCommunication,16,0.6287,0.608,0.7159,0.6034
InfoGive → SchedulingAppt,PartnershipPatient → statePreferences,16,0.6641,0.6574,0.7681,0.6004
InfoSeek → Generalinformation,PartnershipPatient → activeParticipation/involvement,16,0.6539,0.6442,0.7132,0.6013
InfoGive → Diagnostics,PartnershipPatient → activeParticipation/involvement,16,0.6501,0.6401,0.6872,0.624
InfoGive → Diagnostics,InfoGiveSDOH → EconomicStability,16,0.7203,0.7329,0.7968,0.6108
InfoGive → SchedulingAppt,PartnershipProvider → maintainCommunication,16,0.6745,0.6547,0.7948,0.6278
InfoGive → Instruction,PartnershipPatient → activeParticipation/involvement,15,0.6938,0.7001,0.7509,0.6213
InfoGive → Instruction,InfoGive → carecoordination,14,0.6989,0.7214,0.7605,0.6117
PartnershipPatient → signoff,PartnershipProvider → connection,14,0.876,1.0,1.0,0.6527
InfoGive → Generalinformation,PartnershipPatient → statePreferences,14,0.7347,0.7045,0.9262,0.6235
InfoGive → Diagnostics,PartnershipPatient → statePreferences,14,0.691,0.6676,0.8331,0.6362
InfoSeek → SchedulingAppt,PartnershipPatient → activeParticipation/involvement,13,0.6449,0.6449,0.7105,0.6129
InfoGive → Generalinformation,PartnershipPatient → connection,13,0.7029,0.7054,0.8398,0.6266
PartnershipPatient → connection,PartnershipPatient → statePreferences,13,0.6866,0.6815,0.7958,0.611
InfoGive → carecoordination,PartnershipProvider → maintainCommunication,13,0.6787,0.6589,1.0,0.6107
InfoGive → SchedulingAppt,InfoGive → Symptoms,12,0.6763,0.6881,0.741,0.6025
InfoGive → carecoordination,PartnershipProvider → connection,12,0.6734,0.6484,0.7985,0.6156
InfoGive → Drugs,PartnershipProvider → connection,12,0.8053,0.8053,0.9322,0.6785
InfoGive → Drugs,InfoGiveSDOH → EconomicStability,12,0.7063,0.6976,0.8111,0.6062
PartnershipPatient → connection,Socioemotional/Empathy → Reassurance,12,0.7561,0.7621,0.8558,0.6121
InfoGive → Symptoms,InfoGiveSDOH → HealthCareAccessAndQuality,12,0.7512,0.7614,0.8472,0.6418
PartnershipPatient → salutation,PartnershipProvider → connection,12,0.7493,0.8095,0.8095,0.6287
InfoGive → Diagnostics,InfoSeek → Drugs,12,0.756,0.7409,0.9082,0.6713
InfoGive → Instruction,PartnershipProvider → maintainCommunication,12,0.6235,0.6132,0.6701,0.6027
InfoGive → SchedulingAppt,PartnershipPatient → connection,11,0.6795,0.661,0.7362,0.6015
InfoGive → Symptoms,PartnershipPatient → connection,11,0.695,0.642,0.9267,0.604
PartnershipPatient → activeParticipation/involvement,PartnershipPatient → statePreferences,11,0.6695,0.6195,1.0,0.6041
PartnershipProvider → maintainCommunication,Socioemotional/Empathy → AcknowledgeError,10,0.6803,0.6756,0.736,0.6283
InfoGive → Drugs,PartnershipProvider → maintainCommunication,10,0.7084,0.6513,0.9469,0.6123
InfoGive → Symptoms,PartnershipPatient → expressOpinions,10,0.7706,0.7708,1.0,0.6223
InfoGive → Drugs,PartnershipPatient → statePreferences,10,0.7208,0.6726,0.8367,0.6262
InfoGive → Generalinformation,InfoGiveSDOH → EconomicStability,10,0.706,0.6608,0.8874,0.6291
InfoGive → Generalinformation,PartnershipProvider → Alignment,10,0.78,0.8448,0.8448,0.6572
PartnershipProvider → Alignment,Socioemotional/Empathy → ExpressConcern/unease,10,0.6871,0.7126,0.7126,0.6328
InfoGive → Diagnostics,InfoSeekSDOH → HealthCareAccessAndQuality,10,0.6665,0.6765,0.6892,0.63
InfoGive → Symptoms,PartnershipProvider → connection,10,0.698,0.7,0.8315,0.604
InfoGive → Symptoms,PartnershipPatient → activeParticipation/involvement,10,0.6571,0.6717,0.6854,0.6036
InfoGive → Diagnostics,PartnershipPatient → connection,10,0.696,0.6571,0.8595,0.6103
InfoSeek → Drugs,PartnershipPatient → activeParticipation/involvement,10,0.6909,0.6485,0.8578,0.6087
PartnershipPatient → Alignment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,9,0.7107,0.7107,0.7107,0.7107
InfoSeek → Drugs,PartnershipPatient → statePreferences,9,0.6581,0.6443,0.7083,0.6258
InfoGive → Drugs,PartnershipPatient → connection,9,0.6734,0.6576,0.7526,0.6147
PartnershipPatient → Alignment,PartnershipPatient → activeParticipation/involvement,9,0.7747,0.7399,1.0,0.6488
InfoGive → Generalinformation,SharedDecisionProvider → MakeDecision,9,0.6515,0.6529,0.6736,0.6337
InfoGive → Diagnostics,PartnershipProvider → Alignment,9,0.7163,0.673,0.9299,0.6279
InfoGive → Generalinformation,InfoSeek → Drugs,9,0.6942,0.6965,0.7534,0.6255
PartnershipProvider → Alignment,SharedDecisionProvider → Approval/Reinforcement,9,0.7699,0.783,0.783,0.7534
PartnershipProvider → maintainCommunication,SharedDecisionPatient → SeekingApproval,9,0.6481,0.6198,0.7622,0.6038
InfoGive → Drugs,SharedDecisionProvider → Approval/Reinforcement,9,0.7711,0.7753,0.8599,0.6438
InfoSeek → SchedulingAppt,PartnershipPatient → statePreferences,9,0.7413,0.7459,0.8452,0.6223
InfoGive → Generalinformation,InfoSeek → Generalinformation,8,0.6908,0.6732,0.755,0.6617
InfoGive → Drugs,PartnershipProvider → signoff,8,0.8053,0.8053,0.9322,0.6785
InfoGive → Generalinformation,Socioemotional/Empathy → Reassurance,8,0.7164,0.6398,0.978,0.6078
InfoGive → SchedulingAppt,InfoGiveSDOH → EconomicStability,8,0.6826,0.6962,0.734,0.6289
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → maintainCommunication,8,0.7041,0.6543,0.901,0.607
InfoGive → Drugs,PartnershipProvider → Alignment,8,0.6516,0.6545,0.6841,0.6085
InfoGive → Drugs,PartnershipPatient → expressOpinions,8,0.7406,0.747,0.7755,0.6943
InfoGive → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,8,0.731,0.7044,0.8629,0.6522
InfoGive → Generalinformation,PartnershipProvider → connection,8,0.6678,0.6539,0.7309,0.6322
InfoGive → Diagnostics,PartnershipPatient → expressOpinions,8,0.7081,0.7232,0.7857,0.6258
InfoGive → Diagnostics,PartnershipPatient → Alignment,8,0.7243,0.741,0.7632,0.6306
InfoSeek → Diagnostics,InfoSeek → Generalinformation,8,0.7761,0.7884,0.8835,0.6441
InfoGive → Symptoms,Socioemotional/Empathy → Reassurance,8,0.7095,0.7145,0.7766,0.6323
InfoGive → Symptoms,InfoSeek → Symptoms,8,0.7488,0.7063,0.958,0.6248
InfoGive → Symptoms,PartnershipPatient → Alignment,8,0.9267,0.9267,0.9267,0.9267
InfoGive → Diagnostics,PartnershipProvider → maintainCommunication,8,0.698,0.6961,0.7911,0.6087
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,8,0.7002,0.676,0.8384,0.6105
InfoGive → SchedulingAppt,InfoSeek → Drugs,7,0.6481,0.6185,0.7181,0.6132
InfoGive → SchedulingAppt,InfoSeek → Diagnostics,7,0.6574,0.6443,0.7168,0.6204
PartnershipProvider → connection,Socioemotional/Empathy → Reassurance,7,0.7754,0.7657,1.0,0.6417
InfoGive → Diagnostics,SharedDecisionProvider → Approval/Reinforcement,7,0.6773,0.6091,1.0,0.6091
InfoSeek → Diagnostics,PartnershipProvider → maintainCommunication,7,0.6723,0.7107,0.7238,0.6065
InfoGive → carecoordination,PartnershipPatient → statePreferences,7,0.6653,0.6348,0.7918,0.6214
InfoGiveSDOH → EconomicStability,InfoSeek → SchedulingAppt,7,0.7413,0.7955,0.834,0.6012
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → Alignment,7,0.6757,0.6812,0.6812,0.6427
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → statePreferences,7,0.6575,0.6357,0.6961,0.6321
InfoGive → Symptoms,InfoGive → carecoordination,7,0.6277,0.6139,0.7098,0.604
InfoSeek → SchedulingAppt,PartnershipPatient → expressOpinions,7,0.7393,0.7647,0.8078,0.6056
InfoGive → Drugs,PartnershipPatient → Alignment,7,0.7972,0.8941,0.8941,0.6438
InfoGive → Drugs,PartnershipPatient → signoff,6,0.7412,0.6785,0.9322,0.6129
InfoGive → SchedulingAppt,PartnershipPatient → expressOpinions,6,0.7297,0.6566,0.9121,0.6064
InfoGive → Symptoms,InfoGiveSDOH → EconomicStability,6,0.7037,0.6965,0.7483,0.6664
InfoGive → Symptoms,InfoSeek → SchedulingAppt,6,0.69,0.6917,0.7015,0.6767
InfoGiveSDOH → HealthCareAccessAndQuality,Socioemotional/Empathy → AcknowledgeError,6,0.7171,0.7205,0.7711,0.6597
PartnershipPatient → expressOpinions,PartnershipPatient → statePreferences,6,0.7358,0.7508,0.8342,0.6224
InfoGive → SchedulingAppt,SharedDecisionPatient → SeekingApproval,6,0.7597,0.7447,0.9092,0.6253
InfoGive → Diagnostics,SharedDecisionProvider → MakeDecision,6,0.6499,0.6492,0.6741,0.6262
PartnershipProvider → Alignment,PartnershipProvider → signoff,6,0.6722,0.7003,0.7003,0.6161
InfoGive → Diagnostics,Socioemotional/Empathy → AcknowledgeError,6,0.6516,0.6478,0.68,0.6108
InfoSeek → SchedulingAppt,PartnershipPatient → connection,6,0.6979,0.682,0.7619,0.6573
InfoGive → Drugs,SharedDecisionPatient → SeekingApproval,6,0.6124,0.6147,0.6186,0.604
PartnershipPatient → activeParticipation/involvement,Socioemotional/Empathy → Reassurance,6,0.7264,0.7279,0.7356,0.7157
PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → salutation,6,0.7083,0.7083,0.7083,0.7083
InfoGive → Generalinformation,InfoSeek → Symptoms,6,0.6783,0.6885,0.7148,0.6315
InfoGive → carecoordination,InfoSeek → SchedulingAppt,6,0.6308,0.6258,0.6683,0.6101
InfoGive → carecoordination,PartnershipProvider → Alignment,6,0.6726,0.6824,0.7135,0.6219
InfoGive → carecoordination,PartnershipPatient → expressOpinions,6,0.6388,0.6248,0.676,0.6156
PartnershipPatient → Alignment,SharedDecisionProvider → Approval/Reinforcement,6,0.8192,0.783,1.0,0.783
PartnershipPatient → activeParticipation/involvement,PartnershipPatient → expressOpinions,6,0.6994,0.7004,0.7477,0.6502
InfoGiveSDOH → EconomicStability,InfoGiveSDOH → HealthCareAccessAndQuality,6,0.7026,0.6774,0.7875,0.6429
PartnershipProvider → Alignment,SharedDecisionPatient → SeekingApproval,6,0.7579,0.7937,0.7937,0.6863
PartnershipPatient → signoff,PartnershipProvider → salutation,6,1.0,1.0,1.0,1.0
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → SchedulingAppt,5,0.6987,0.7127,0.7673,0.6231
InfoGive → Generalinformation,Socioemotional/Empathy → AcknowledgeError,5,0.6297,0.6276,0.6842,0.6046
InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionPatient → ExploreOptions,4,0.6662,0.6662,0.6732,0.6592
InfoGive → Instruction,PartnershipPatient → statePreferences,4,0.6168,0.6168,0.6218,0.6119
InfoGive → Drugs,InfoSeek → Diagnostics,4,0.6526,0.6398,0.7165,0.6142
PartnershipPatient → activeParticipation/involvement,Socioemotional/Empathy → ExpressConcern/unease,4,0.6763,0.6763,0.7466,0.6059
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → Appreciation/Gratitude,4,0.6183,0.6183,0.6203,0.6163
InfoSeek → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,4,0.6296,0.6296,0.6582,0.6009
PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → EncourageQuestions,4,0.7164,0.7176,0.8204,0.6101
InfoGive → Symptoms,Socioemotional/Empathy → ExpressConcern/unease,4,0.7426,0.7426,0.8764,0.6088
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,4,0.6837,0.6837,0.7334,0.634
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → expressOpinions,4,0.6406,0.6406,0.6552,0.6261
InfoGive → Diagnostics,PartnershipProvider → checkingUnderstanding/clarification,4,0.618,0.618,0.6271,0.6088
InfoGive → Diagnostics,Socioemotional/Empathy → Reassurance,4,0.6878,0.6878,0.7619,0.6136
InfoGive → Generalinformation,InfoSeek → Diagnostics,4,0.689,0.6706,0.7451,0.6697
InfoGive → carecoordination,InfoSeek → Diagnostics,4,0.7305,0.7305,0.764,0.697
InfoGive → Diagnostics,Socioemotional/Empathy → ExpressConcern/unease,4,0.6823,0.6823,0.7113,0.6533
InfoGive → Symptoms,SharedDecisionProvider → ShareOptions,4,0.6058,0.6058,0.611,0.6006
InfoGive → Symptoms,SharedDecisionProvider → MakeDecision,4,0.6794,0.6794,0.7053,0.6536
InfoGiveSDOH → EconomicStability,PartnershipPatient → connection,4,0.6844,0.6676,0.7479,0.6546
PartnershipPatient → salutation,PartnershipPatient → signoff,4,0.7083,0.7083,0.7083,0.7083
PartnershipProvider → Alignment,Socioemotional/Empathy → PositiveRemarks,4,0.6423,0.6423,0.6744,0.6101
PartnershipProvider → Alignment,PartnershipProvider → build trust,4,0.6323,0.6323,0.6561,0.6085
InfoGive → Generalinformation,Socioemotional/Empathy → PositiveRemarks,4,0.7196,0.7196,0.7853,0.6539
InfoGiveSDOH → EconomicStability,PartnershipPatient → statePreferences,4,0.738,0.7474,0.8253,0.6318
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → Alignment,4,0.6812,0.6812,0.6812,0.6812
InfoGive → Generalinformation,PartnershipProvider → build trust,4,0.6984,0.6984,0.7346,0.6622
PartnershipProvider → Alignment,Socioemotional/Empathy → Reassurance,4,0.6493,0.6493,0.6493,0.6493
PartnershipPatient → Alignment,PartnershipProvider → build trust,4,0.6085,0.6085,0.6085,0.6085
InfoSeek → carecoordination,PartnershipPatient → activeParticipation/involvement,4,0.713,0.713,0.7501,0.6758
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → inviteCollaboration,4,0.6359,0.6359,0.6574,0.6144
InfoGive → Prognosis,PartnershipPatient → activeParticipation/involvement,4,0.6163,0.6163,0.6184,0.6142
InfoGive → Diagnostics,SharedDecisionPatient → ExploreOptions,4,0.6735,0.6735,0.7361,0.6109
InfoSeek → Diagnostics,SharedDecisionPatient → ExploreOptions,4,0.6256,0.6256,0.6399,0.6113
InfoGive → Generalinformation,InfoSeek → carecoordination,4,0.6365,0.6365,0.6394,0.6337
InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → activeParticipation/involvement,4,0.6485,0.6485,0.6721,0.625
PartnershipPatient → connection,PartnershipProvider → maintainCommunication,4,0.906,0.906,0.9646,0.8474
PartnershipProvider → maintainCommunication,PartnershipProvider → signoff,4,0.652,0.652,0.6731,0.6308
InfoSeekSDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,4,0.6536,0.6536,0.6769,0.6303
InfoGive → Drugs,InfoSeek → Symptoms,4,0.6982,0.6982,0.7012,0.6953
PartnershipPatient → Alignment,PartnershipProvider → inviteCollaboration,4,0.8344,0.8344,0.8882,0.7806
InfoSeek → Diagnostics,PartnershipPatient → Alignment,4,0.6268,0.6268,0.6268,0.6268
InfoGive → Diagnostics,InfoSeek → Symptoms,4,0.6537,0.648,0.7086,0.6102
PartnershipPatient → Alignment,Socioemotional/Empathy → PositiveRemarks,4,0.6744,0.6744,0.6744,0.6744
PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → SeekingApproval,4,0.6158,0.6158,0.6158,0.6158
PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → connection,3,0.8335,0.7503,1.0,0.7503
PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → connection,3,1.0,1.0,1.0,1.0
InfoSeek → SchedulingAppt,PartnershipProvider → inviteCollaboration,3,0.6707,0.6856,0.6856,0.6407
PartnershipPatient → connection,PartnershipPatient → expressOpinions,3,0.8035,0.8407,0.8407,0.7293
PartnershipProvider → connection,Socioemotional/Empathy → PositiveRemarks,3,0.7645,0.6468,1.0,0.6468
InfoGive → Symptoms,PartnershipProvider → Alignment,3,0.718,0.6136,0.9267,0.6136
InfoGiveSDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,3,0.6199,0.6112,0.6373,0.6112
InfoGive → carecoordination,InfoGiveSDOH → EconomicStability,3,0.6871,0.6928,0.7261,0.6425
InfoGive → carecoordination,InfoSeek → Drugs,3,0.772,0.8398,0.8398,0.6364
InfoGive → Drugs,PartnershipProvider → checkingUnderstanding/clarification,3,0.7351,0.6027,1.0,0.6027
InfoGive → Generalinformation,PartnershipPatient → Alignment,3,0.7334,0.7309,0.7383,0.7309
InfoGive → Generalinformation,SharedDecisionProvider → Approval/Reinforcement,3,0.6895,0.665,0.7383,0.665
InfoGive → Drugs,PartnershipProvider → inviteCollaboration,3,0.6453,0.6462,0.6785,0.6113
PartnershipProvider → connection,Socioemotional/Empathy → Sadness/fear,3,0.8087,0.713,1.0,0.713
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → Diagnostics,3,0.6223,0.607,0.6528,0.607
PartnershipPatient → salutation,PartnershipProvider → Alignment,3,1.0,1.0,1.0,1.0
PartnershipProvider → connection,PartnershipProvider → salutation,3,0.6287,0.6287,0.6287,0.6287
PartnershipProvider → inviteCollaboration,SharedDecisionProvider → ShareOptions,2,0.7984,0.7984,0.7984,0.7984
PartnershipProvider → Alignment,PartnershipProvider → inviteCollaboration,2,0.7101,0.7101,0.7101,0.7101
InfoGive → Instruction,PartnershipProvider → inviteCollaboration,2,0.6833,0.6833,0.6833,0.6833
InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,2,0.6762,0.6762,0.6762,0.6762
InfoGive → Generalinformation,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,2,0.7135,0.7135,0.7135,0.7135
InfoGive → Diagnostics,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,2,0.709,0.709,0.709,0.709
InfoGive → Generalinformation,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.6624,0.6624,0.6624,0.6624
InfoGive → Drugs,PartnershipPatient → Appreciation/Gratitude,2,0.653,0.653,0.653,0.653
InfoGive → Symptoms,PartnershipPatient → statePreferences,2,0.7278,0.7278,0.7393,0.7163
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → connection,2,0.6539,0.6539,0.6539,0.6539
InfoSeek → Generalinformation,PartnershipPatient → statePreferences,2,0.9485,0.9485,0.9485,0.9485
InfoGive → SchedulingAppt,SharedDecisionProvider → ShareOptions,2,0.8165,0.8165,0.8165,0.8165
InfoGive → SchedulingAppt,Socioemotional/Empathy → Reassurance,2,0.663,0.663,0.663,0.663
SharedDecisionPatient → SeekingApproval,Socioemotional/Empathy → Reassurance,2,0.603,0.603,0.603,0.603
InfoGive → Diagnostics,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.7124,0.7124,0.7124,0.7124
Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → Reassurance,2,0.6039,0.6039,0.6039,0.6039
InfoSeek → Diagnostics,PartnershipPatient → connection,2,0.6228,0.6228,0.6228,0.6228
InfoGive → Generalinformation,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6475,0.6475,0.6475,0.6475
InfoGive → SchedulingAppt,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.6216,0.6216,0.6216,0.6216
PartnershipPatient → signoff,PartnershipPatient → statePreferences,2,0.611,0.611,0.611,0.611
PartnershipProvider → maintainCommunication,SharedDecisionProvider → Approval/Reinforcement,2,0.6034,0.6034,0.6034,0.6034
InfoGive → Symptoms,SharedDecisionProvider → Approval/Reinforcement,2,0.6421,0.6421,0.6421,0.6421
InfoGive → Symptoms,Socioemotional/Empathy → AcknowledgeError,2,0.8128,0.8128,0.8128,0.8128
InfoGive → Drugs,Socioemotional/Empathy → Reassurance,2,0.6215,0.6215,0.6215,0.6215
PartnershipProvider → Alignment,PartnershipProvider → maintainCommunication,2,0.6395,0.6395,0.6395,0.6395
PartnershipPatient → connection,PartnershipProvider → salutation,2,0.9026,0.9026,0.9026,0.9026
InfoGiveSDOH → EconomicStability,InfoSeek → Diagnostics,2,0.6356,0.6356,0.6356,0.6356
SharedDecisionProvider → Approval/Reinforcement,Socioemotional/Empathy → Reassurance,2,0.6201,0.6201,0.6201,0.6201
InfoSeek → Drugs,SharedDecisionProvider → EncourageQuestions,2,0.6902,0.6902,0.6902,0.6902
PartnershipPatient → Appreciation/Gratitude,Socioemotional/Empathy → PositiveRemarks,2,0.7503,0.7503,0.7503,0.7503
InfoGive → Diagnostics,SharedDecisionPatient → SeekingApproval,2,0.6949,0.6949,0.6949,0.6949
InfoSeek → Diagnostics,InfoSeek → SchedulingAppt,2,0.6169,0.6169,0.6169,0.6169
InfoGive → Generalinformation,PartnershipPatient → Appreciation/Gratitude,2,0.6076,0.6076,0.6076,0.6076
InfoGive → SchedulingAppt,PartnershipProvider → inviteCollaboration,2,0.6141,0.6141,0.6141,0.6141
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → connection,2,0.9486,0.9486,0.9486,0.9486
SharedDecisionPatient → SeekingApproval,Socioemotional/Empathy → ExpressConcern/unease,2,0.7418,0.7418,0.7418,0.7418
PartnershipPatient → connection,PartnershipPatient → salutation,2,0.9026,0.9026,0.9026,0.9026
InfoGive → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.7394,0.7394,0.7394,0.7394
PartnershipPatient → connection,SharedDecisionProvider → Approval/Reinforcement,2,0.7393,0.7393,0.7393,0.7393
PartnershipPatient → connection,PartnershipProvider → inviteCollaboration,2,0.7041,0.7041,0.7041,0.7041
PartnershipPatient → statePreferences,PartnershipProvider → connection,2,0.6236,0.6236,0.6236,0.6236
PartnershipProvider → connection,SharedDecisionPatient → SeekingApproval,2,0.6863,0.6863,0.6863,0.6863
SharedDecisionPatient → SeekingApproval,SharedDecisionProvider → Approval/Reinforcement,2,0.6914,0.6914,0.6914,0.6914
InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → connection,2,0.6816,0.6816,0.6816,0.6816
InfoSeek → Diagnostics,InfoSeek → Symptoms,2,0.7809,0.7809,0.7809,0.7809
