label_A,label_B,count,avg_similarity,n_A,n_B,ratio_A=count/n_A,ratio_B=count/n_B
Information-Giving||Drugs,Information-Seeking||Drugs,4,0.5968,141,33,0.0284,0.1212
Information-Giving||Scheduling_appt,Information-Seeking||Scheduling_appt,4,0.6787,120,33,0.0333,0.1212
PATIENT_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Connection,4,0.8435,99,45,0.0404,0.0889
Information-Giving||Care_Coordination,Information-Giving||General_information,4,0.6695,168,145,0.0238,0.0276
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||Connection,4,1.0,41,45,0.0976,0.0889
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,4,0.6796,168,146,0.0238,0.0274
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Maintain_communication,4,0.7008,120,74,0.0333,0.0541
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||Maintain_communication,4,0.7276,60,74,0.0667,0.0541
Information-Giving||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,4,0.6439,141,146,0.0284,0.0274
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||Alignment,4,0.6276,29,41,0.1379,0.0976
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Alignment,4,0.5842,141,47,0.0284,0.0851
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||Alignment,4,1.0,179,41,0.0223,0.0976
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Alignment,3,0.8802,104,41,0.0288,0.0732
Information-Giving||General_information,PATIENT_PARTNERSHIP||state_preferences,3,0.5675,145,45,0.0207,0.0667
Information-Giving||Care_Coordination,Information-Giving||Diagnostics,2,0.5872,168,159,0.0119,0.0126
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Connection,2,0.6254,141,45,0.0142,0.0444
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||signoff,2,0.6254,141,93,0.0142,0.0215
Information-Giving||Drugs,PATIENT_PARTNERSHIP||state_preferences,2,0.587,141,45,0.0142,0.0444
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Connection,2,0.5768,141,60,0.0142,0.0333
Information-Giving||Scheduling_appt,Information-Seeking||Diagnostics,2,0.5676,120,46,0.0167,0.0435
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,2,0.6079,159,45,0.0126,0.0444
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||Connection,2,0.5973,159,60,0.0126,0.0333
Information-Giving||Diagnostics,Information-Seeking||Scheduling_appt,2,0.5556,159,33,0.0126,0.0606
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Care_Coordination,2,0.6174,81,168,0.0247,0.0119
Information-Giving||Symptoms,Socioemotional_/_Empathy||Express_concern/unease,2,0.9133,104,25,0.0192,0.08
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Connection,2,0.5729,145,45,0.0138,0.0444
Information-Giving||General_information,PATIENT_PARTNERSHIP||Connection,2,0.5729,145,60,0.0138,0.0333
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Reassurance,2,0.5874,60,14,0.0333,0.1429
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,1.0,159,18,0.0126,0.1111
Information-Giving||Diagnostics,Information-Giving||General_information,2,1.0,159,145,0.0126,0.0138
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.6165,120,29,0.0167,0.069
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||salutation,2,0.5945,60,154,0.0333,0.013
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Socioemotional_/_Empathy||Reassurance,2,1.0,7,14,0.2857,0.1429
PATIENT_PARTNERSHIP||Appreciation/gratitude,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.687,99,6,0.0202,0.3333
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Connection,2,0.9492,146,45,0.0137,0.0444
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||Connection,2,0.6052,46,60,0.0435,0.0333
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||salutation,2,0.5945,60,179,0.0333,0.0112
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.6613,104,13,0.0192,0.1538
Information-Seeking||Diagnostics,Information-Seeking||Symptoms,2,0.6245,46,11,0.0435,0.1818
Information-Giving||Care_Coordination,Information-Seeking||Diagnostics,2,0.5665,168,46,0.0119,0.0435
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,1.0,45,6,0.0444,0.3333
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Alignment,2,0.8802,104,47,0.0192,0.0426
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Sadness/fear,2,1.0,45,10,0.0444,0.2
Information-Giving||General_information,Information-Seeking||General_information,2,0.6228,145,17,0.0138,0.1176
Information-Seeking||General_information,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.5527,17,146,0.1176,0.0137
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||state_preferences,2,0.5762,18,45,0.1111,0.0444
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Connection,2,0.6186,104,45,0.0192,0.0444
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.794,33,146,0.0606,0.0137
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Acknowledge_Error,2,0.5926,159,16,0.0126,0.125
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.8667,141,74,0.0142,0.027
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||build_trust,2,0.8057,146,5,0.0137,0.4
Information-Giving||Care_Coordination,Information-Giving||Scheduling_appt,2,0.575,168,120,0.0119,0.0167
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Maintain_communication,2,1.0,168,74,0.0119,0.027
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.6612,159,74,0.0126,0.027
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||state_preferences,2,1.0,146,45,0.0137,0.0444
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,1.0,141,20,0.0142,0.1
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Share_options,2,0.6601,168,17,0.0119,0.1176
Information-Giving||General_information,Information-Giving||instruction,2,0.576,145,44,0.0138,0.0455
PATIENT_PARTNERSHIP||Alignment,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,1.0,47,18,0.0426,0.1111
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.7199,11,18,0.1818,0.1111
Information-Giving||Prognosis,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.6935,6,146,0.3333,0.0137
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,2,0.8463,120,52,0.0167,0.0385
Information-Giving||General_information,PROVIDER_PARTNERSHIP||build_trust,2,0.5528,145,4,0.0138,0.5
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Drugs,2,0.557,81,33,0.0247,0.0606
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.603,60,146,0.0333,0.0137
Information-Seeking||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.6308,11,6,0.1818,0.3333
Information-Giving||Diagnostics,Information-Seeking||Drugs,2,0.5882,159,33,0.0126,0.0606
Information-Giving||Diagnostics,Information-Giving||Symptoms,2,0.592,159,104,0.0126,0.0192
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking_SDOH||Health_care_access_and_quality,2,0.6228,81,19,0.0247,0.1053
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||instruction,2,0.6113,81,44,0.0247,0.0455
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.7847,33,18,0.0606,0.1111
PATIENT_PARTNERSHIP||salutation,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.6276,179,29,0.0112,0.069
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.5705,8,146,0.25,0.0137
Information-Giving||General_information,Socioemotional_/_Empathy||Reassurance,2,0.8802,145,14,0.0138,0.1429
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.7635,74,11,0.027,0.1818
Information-Giving||General_information,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.7269,145,6,0.0138,0.3333
PATIENT_PARTNERSHIP||state_preferences,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.5622,45,6,0.0444,0.3333
Information-Giving||General_information,Socioemotional_/_Empathy||Express_concern/unease,2,0.6977,145,25,0.0138,0.08
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||Alignment,2,0.5938,45,41,0.0444,0.0488
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||Alignment,2,0.5825,159,41,0.0126,0.0488
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Diagnostics,2,0.738,81,159,0.0247,0.0126
PATIENT_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.7199,47,11,0.0426,0.1818
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||state_preferences,2,0.6713,60,45,0.0333,0.0444
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||Connection,2,0.5564,33,45,0.0606,0.0444
PATIENT_PARTNERSHIP||express_opinions,PATIENT_SHARED-DECISION_MAKING||Explore_options,2,0.603,52,18,0.0385,0.1111
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.5545,22,74,0.0909,0.027
Information-Giving||Drugs,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.5755,141,29,0.0142,0.069
Information-Giving||Drugs,PATIENT_PARTNERSHIP||signoff,1,0.6254,141,156,0.0071,0.0064
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Connection,1,1.0,22,45,0.0455,0.0222
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||Connection,1,0.5662,18,60,0.0556,0.0167
PROVIDER_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||signoff,1,1.0,154,93,0.0065,0.0108
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||Connection,1,0.576,99,60,0.0101,0.0167
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||active_participation_/involvement,1,0.552,120,146,0.0083,0.0068
