pair,src_label,src_text,nbr_label,nbr_text,similarity
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,I discussed a trial of Stratera,NeighborhoodAndBuiltEnvironment,regardless of weather,0.8361
Clinical care || EconomicStability,Clinical care,I discussed a trial of Stratera,EconomicStability,showing proof of income,0.7806
Clinical care || SocialAndCommunityContext,Clinical care,I discussed a trial of Stratera,SocialAndCommunityContext,3 years of taking care of him,0.7136
Clinical care || activeParticipation/involvement,Clinical care,I discussed a trial of Stratera,activeParticipation/involvement,I have a couple of quick questions,0.6836
Clinical care || HealthCareAccessAndQuality,Clinical care,I discussed a trial of Stratera,HealthCareAccessAndQuality,description of our medical benefits,0.6376
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I figure out another non-stimulant option?,Clinical care,I blacked out,0.7912
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I figure out another non-stimulant option?,Clinical care,I ran out yesterday,0.6679
Appreciation/Gratitude || signoff,signoff,Thank you,Appreciation/Gratitude,Thank you,1.0
EconomicStability || HealthCareAccessAndQuality,EconomicStability,I am having a hard time going to work,HealthCareAccessAndQuality,I am having a very hard time staying awake,0.7552
EconomicStability || activeParticipation/involvement,EconomicStability,I am having a hard time going to work,activeParticipation/involvement,I am going to,0.6029
EconomicStability || activeParticipation/involvement,EconomicStability,I am having a hard time going to work,activeParticipation/involvement,I am going to,0.6029
Clinical care || EconomicStability,EconomicStability,doing my duties,Clinical care,is doing well,0.7737
Clinical care || EconomicStability,EconomicStability,doing my duties,Clinical care,not  doing  well,0.761
Clinical care || EconomicStability,EconomicStability,doing my duties,Clinical care,doing the trulicity,0.7594
Clinical care || EconomicStability,EconomicStability,doing my duties,Clinical care,I am doing okay mentally,0.732
EconomicStability || alignment,EconomicStability,doing my duties,alignment,Okay!,0.6936
EconomicStability || maintainCommunication,EconomicStability,I work as a librarian,maintainCommunication,as soon as a i get a reply,0.7065
EconomicStability || maintainCommunication,EconomicStability,I work as a librarian,maintainCommunication,As soon as I hear back,0.6796
EconomicStability || statePreferences,EconomicStability,I work as a librarian,statePreferences,getting this done as soon as possible,0.6241
EconomicStability || HealthCareAccessAndQuality,HealthCareAccessAndQuality,every thing I do Has a lot of body movement,EconomicStability,"do a lot of squatting, bending",0.9139
EconomicStability || HealthCareAccessAndQuality,HealthCareAccessAndQuality,every thing I do Has a lot of body movement,EconomicStability,I am missing a lot of  work,0.7063
Clinical care || HealthCareAccessAndQuality,Clinical care,arms and fingers going numb,HealthCareAccessAndQuality,eating scrambled eggs and soup,0.6442
Clinical care || HealthCareAccessAndQuality,Clinical care,arms and fingers going numb,HealthCareAccessAndQuality,preventative and coverage,0.6123
Clinical care || EconomicStability,EconomicStability,I am missing a lot of  work,Clinical care,am not passing a lot,0.7094
EconomicStability || HealthCareAccessAndQuality,EconomicStability,I am missing a lot of  work,HealthCareAccessAndQuality,every thing I do Has a lot of body movement,0.7063
EconomicStability || checkingUnderstanding/clarification,EconomicStability,My employer will be sending a form,checkingUnderstanding/clarification,The cost will be $150,0.8177
EconomicStability || maintainCommunication,EconomicStability,My employer will be sending a form,maintainCommunication,she will be contacting you,0.7634
Clinical care || EconomicStability,EconomicStability,My employer will be sending a form,Clinical care,to my bloodwork that will be ordered,0.741
Clinical care || EconomicStability,EconomicStability,My employer says,Clinical care,injured my shoulder,0.8521
EconomicStability || activeParticipation/involvement,EconomicStability,My employer says,activeParticipation/involvement,I'm updating my profile,0.8359
Clinical care || EconomicStability,EconomicStability,My employer says,Clinical care,my c-pap machine adjusted,0.752
Clinical care || EconomicStability,EconomicStability,My employer says,Clinical care,my Lisinopril and my Metoprolol,0.678
Clinical care || EconomicStability,EconomicStability,I qualify for these days,Clinical care,counteract these breakouts,0.7585
Clinical care || EconomicStability,EconomicStability,I qualify for these days,Clinical care,scheduled these procedures,0.6608
Clinical care || EconomicStability,EconomicStability,is difficult to go to work,Clinical care,to go over labs,0.6346
Clinical care || activeParticipation/involvement,activeParticipation/involvement,Pleases help me out with this,Clinical care,help me with my prescriptions,0.7046
HealthCareAccessAndQuality || ShareOptions,HealthCareAccessAndQuality,How can I go about seeing a dentist through Org1?,ShareOptions,we can go through another program,0.6447
HealthCareAccessAndQuality || ShareOptions,HealthCareAccessAndQuality,How can I go about seeing a dentist through Org1?,ShareOptions,or we can go through another program,0.6222
Clinical care || SocialAndCommunityContext,Clinical care,I have a huge lump in my cheek,SocialAndCommunityContext,in my family,0.8558
Clinical care || activeParticipation/involvement,Clinical care,I have a huge lump in my cheek,activeParticipation/involvement,I put in my social security number,0.7698
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,my winsome teeth are pushing through,NeighborhoodAndBuiltEnvironment,the roads are icing,0.6139
Clinical care || EconomicStability,Clinical care,my winsome teeth are pushing through,EconomicStability,finances are the barriers,0.6068
Clinical care || HealthCareAccessAndQuality,Clinical care,"It hurts to eat, talk",HealthCareAccessAndQuality,to access anything,0.6766
HealthCareAccessAndQuality || expressOpinions,HealthCareAccessAndQuality,I canâ€™t sleep,expressOpinions,I canâ€™t seem,0.7049
EconomicStability || HealthCareAccessAndQuality,HealthCareAccessAndQuality,I canâ€™t sleep,EconomicStability,I canâ€™t afford,0.6455
Clinical care || SocialAndCommunityContext,Clinical care,my left side of my face is so swollen,SocialAndCommunityContext,recent passing of my brother,0.6154
Clinical care || activeParticipation/involvement,Clinical care,I have an appointment this,activeParticipation/involvement,I can call andake an appointment,0.6239
Clinical care || activeParticipation/involvement,Clinical care,I have an appointment this,activeParticipation/involvement,Need an appointment asap,0.6022
Clinical care || EconomicStability,Clinical care,to go over labs,EconomicStability,to go work,0.6919
Clinical care || EconomicStability,Clinical care,to go over labs,EconomicStability,is difficult to go to work,0.6346
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I also need to go to get a refill,Clinical care,to get a refill,0.6715
Clinical care || EconomicStability,Clinical care,my Lisinopril and my Metoprolol,EconomicStability,excuse my absences,0.8012
Clinical care || activeParticipation/involvement,Clinical care,my Lisinopril and my Metoprolol,activeParticipation/involvement,I'm updating my profile,0.7608
Clinical care || EconomicStability,Clinical care,my Lisinopril and my Metoprolol,EconomicStability,My employer says,0.678
Clinical care || HealthCareAccessAndQuality,Clinical care,my Lisinopril and my Metoprolol,HealthCareAccessAndQuality,eating scrambled eggs and soup,0.6052
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I could just get some filled,Clinical care,get some tests completed,0.7442
ExploreOptions || activeParticipation/involvement,activeParticipation/involvement,I could just get some filled,ExploreOptions,If he could just send the rest or even some,0.6061
Clinical care || activeParticipation/involvement,activeParticipation/involvement,to last me until my appointment,Clinical care,my appointment for,0.6402
Clinical care || activeParticipation/involvement,activeParticipation/involvement,to last me until my appointment,Clinical care,to make my appointment,0.6091
Clinical care || activeParticipation/involvement,activeParticipation/involvement,to last me until my appointment,Clinical care,I had my appointment,0.6076
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I was planning,Clinical care,I was given samples,0.8932
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I was planning,EconomicStability,I was working,0.8872
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,activeParticipation/involvement,I was planning,NeighborhoodAndBuiltEnvironment,I was in a car accident,0.7152
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,I was planning,maintainCommunication,I was writing to remind you,0.709
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I was planning,Clinical care,I was seen on,0.6751
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I was planning,Clinical care,I was just overly exhausted,0.6727
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,I was planning,expressOpinions,I was almost wondering,0.6573
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I was planning,Clinical care,why was I bleeding last month,0.6519
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I was planning,HealthCareAccessAndQuality,bcs your clinic was closed,0.6411
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I was planning,Clinical care,I was actually just seen 1 month ago,0.6398
EconomicStability || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,the roads are icing,EconomicStability,finances are the barriers,0.9878
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,the roads are icing,Clinical care,my gums are swollen,0.7133
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,the roads are icing,Clinical care,The muscle relaxers are not touching the pain,0.6566
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,the roads are icing,Clinical care,my winsome teeth are pushing through,0.6139
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,the roads are icing,Clinical care,my sinuses are killing me,0.6042
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,NeighborhoodAndBuiltEnvironment,I'm trying not to travel far,activeParticipation/involvement,Trying to finish,0.8614
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,NeighborhoodAndBuiltEnvironment,I'm trying not to travel far,activeParticipation/involvement,I'm trying,0.8129
HealthCareAccessAndQuality || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,I'm trying not to travel far,HealthCareAccessAndQuality,I am trying to get a disability placard,0.6451
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,NeighborhoodAndBuiltEnvironment,I'm trying not to travel far,activeParticipation/involvement,Iâ€™m just trying to figure it,0.6152
Clinical care || SeekingApproval,SeekingApproval,Would it be best to reschedule,Clinical care,to  reschedule,0.8051
SeekingApproval || activeParticipation/involvement,SeekingApproval,Would it be best to reschedule,activeParticipation/involvement,I do need to reschedule,0.6058
Clinical care || SeekingApproval,SeekingApproval,Would it be best to reschedule,Clinical care,would it be possible to get another refill,0.6015
Clinical Care || activeParticipation/involvement,activeParticipation/involvement,Or would the results be quick enough,Clinical Care,I know the results,0.6378
Appreciation/Gratitude || signoff,signoff,Thank you,Appreciation/Gratitude,Thank you,1.0
Clinical care || requestsForOpinion,requestsForOpinion,is that ok,Clinical care,that is hurting,0.9525
expressOpinions || requestsForOpinion,requestsForOpinion,is that ok,expressOpinions,hoping that IF is a possibility!!,0.7882
alignment || requestsForOpinion,requestsForOpinion,is that ok,alignment,That works,0.7589
HealthCareAccessAndQuality || requestsForOpinion,requestsForOpinion,is that ok,HealthCareAccessAndQuality,fro that grant,0.7387
HealthCareAccessAndQuality || requestsForOpinion,requestsForOpinion,is that ok,HealthCareAccessAndQuality,that is called ABCF,0.7129
activeParticipation/involvement || requestsForOpinion,requestsForOpinion,is that ok,activeParticipation/involvement,a few that is incorrect or need updating,0.6654
ExploreOptions || requestsForOpinion,requestsForOpinion,is that ok,ExploreOptions,or is that half of it already?,0.6298
Appreciation/Gratitude || signoff,signoff,Thank you!,Appreciation/Gratitude,Thank you,1.0
activeParticipation/involvement || statePreferences,statePreferences,I'd like to change,activeParticipation/involvement,I want to change,0.6442
activeParticipation/involvement || statePreferences,statePreferences,I'd like to change,activeParticipation/involvement,I want to change,0.6442
Clinical care || statePreferences,Clinical care,My original appointment: Date:,statePreferences,preferably a MM/DD/YYYY morning appointment,0.7983
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I had a visitor,Clinical care,I had a Heart EKG,0.9276
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I had a visitor,Clinical care,I have had several bouts,0.7967
SocialAndCommunityContext || alignment,SocialAndCommunityContext,I had a visitor,alignment,we had discussed,0.7076
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I had a visitor,Clinical care,I had a visit las,0.6997
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I had a visitor,Clinical care,I had a wisdom tooth pulled,0.6927
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I had a visitor,Clinical care,I had a wisdom tooth pulled,0.6927
SocialAndCommunityContext || connection,SocialAndCommunityContext,I had a visitor,connection,I had a wonderful visit,0.6753
SocialAndCommunityContext || activeParticipation/involvement,SocialAndCommunityContext,I had a visitor,activeParticipation/involvement,I had written in an updated email,0.6481
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I had a visitor,Clinical care,I had my appointment,0.6415
SocialAndCommunityContext || signoff,SocialAndCommunityContext,I had a visitor,signoff,I had an X-ray done,0.6402
Clinical care || expressOpinions,Clinical care,I do not have any symptoms,expressOpinions,I do not trust Christus,0.7514
Clinical care || statePreferences,Clinical care,I do not have any symptoms,statePreferences,I really do not want,0.6222
Clinical care || HealthCareAccessAndQuality,Clinical care,I do not have any symptoms,HealthCareAccessAndQuality,they do not have the medicine to fill it,0.6089
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I have voluntarily quarantined,Clinical care,I have difficulty focusing,1.0
SocialAndCommunityContext || activeParticipation/involvement,SocialAndCommunityContext,I have voluntarily quarantined,activeParticipation/involvement,I have discovered,1.0
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I have voluntarily quarantined,Clinical care,I have a cavity,1.0
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I have voluntarily quarantined,Clinical care,I have Chiara 1 brain malformation,0.7749
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I have voluntarily quarantined,Clinical care,I have severe bloated feelings,0.6829
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I have voluntarily quarantined,Clinical care,I have a recheck appointment,0.664
SocialAndCommunityContext || activeParticipation/involvement,SocialAndCommunityContext,I have voluntarily quarantined,activeParticipation/involvement,I have a couple of quick questions,0.6467
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I have voluntarily quarantined,Clinical care,have my BP checked,0.6347
Clinical care || expressOpinions,expressOpinions,It seems like,Clinical care,it's a controlled substance,0.7451
NeighborhoodAndBuiltEnvironment || expressOpinions,expressOpinions,I will never get there!,NeighborhoodAndBuiltEnvironment,canâ€™t get there,0.7238
activeParticipation/involvement || statePreferences,statePreferences,I want to change to,activeParticipation/involvement,I want to change,0.9825
activeParticipation/involvement || statePreferences,statePreferences,I want to change to,activeParticipation/involvement,I want to change,0.9825
build trust || statePreferences,statePreferences,I want to change to,build trust,just want to reassure you again,0.6047
Clinical care || alignment,Clinical care,I am doing okay mentally,alignment,Okay!,0.849
Clinical care || EconomicStability,Clinical care,I am doing okay mentally,EconomicStability,doing my duties,0.732
Appreciation/Gratitude || Clinical care,Appreciation/Gratitude,Thank you so much,Clinical care,itâ€™s throbbing so much,0.7891
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thank you so much,signoff,Thanks so much!,0.7228
Appreciation/Gratitude || Clinical care,Appreciation/Gratitude,Thank you so much,Clinical care,I was in so much pain,0.6363
HealthCareAccessAndQuality || connection,connection,have a great evening,HealthCareAccessAndQuality,"I have tried to drink hot tea, water",0.7328
HealthCareAccessAndQuality || connection,connection,have a great evening,HealthCareAccessAndQuality,I drink kratom tea each evening,0.714
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I did not do this process earlier,Clinical care,I did not get hurt,0.7399
Clinical care || activeParticipation/involvement,activeParticipation/involvement,I did not do this process earlier,Clinical care,did not require 30 day visits,0.6883
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,activeParticipation/involvement,I did not do this process earlier,NeighborhoodAndBuiltEnvironment,I did not have cell service for a good bit,0.6762
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I did not do this process earlier,EconomicStability,Did not have the money,0.6609
EconomicStability || activeParticipation/involvement,EconomicStability,I have been crazy busy,activeParticipation/involvement,I have been recieving,0.9923
Clinical care || EconomicStability,EconomicStability,I have been crazy busy,Clinical care,My bowel movements have been few,0.8851
EconomicStability || build trust,EconomicStability,I have been crazy busy,build trust,You guys have been a life savor,0.8687
EconomicStability || activeParticipation/involvement,EconomicStability,I have been crazy busy,activeParticipation/involvement,I have been trying,0.8106
EconomicStability || activeParticipation/involvement,EconomicStability,I have been crazy busy,activeParticipation/involvement,I have been taking them,0.722
EconomicStability || SocialAndCommunityContext,EconomicStability,I have been crazy busy,SocialAndCommunityContext,They have been very understanding with my situation,0.6486
EconomicStability || HealthCareAccessAndQuality,EconomicStability,two of my clients facilities broke out in another round of Covid,HealthCareAccessAndQuality,out of my pocket,0.7272
EconomicStability || SocialAndCommunityContext,EconomicStability,two of my clients facilities broke out in another round of Covid,SocialAndCommunityContext,recent passing of my brother,0.708
EconomicStability || expressOpinions,EconomicStability,it has been busy on my billing side,expressOpinions,It has taken longer than expected,0.6692
Clinical care || HealthCareAccessAndQuality,Clinical care,iâ€™ve been getting birth control samples,HealthCareAccessAndQuality,none I've been smoke free for 8weeks,0.7108
Clinical care || expressOpinions,Clinical care,iâ€™ve ran out,expressOpinions,Iâ€™m assuming,0.6352
Clinical care || activeParticipation/involvement,activeParticipation/involvement,i need a refill,Clinical care,refill  Everything,0.7774
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,i need a refill,expressOpinions,I need,0.6184
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,i need the Rx,expressOpinions,I need,0.6934
HealthCareAccessAndQuality || activeParticipation/involvement,HealthCareAccessAndQuality,to be sent to my pharmacy in Org2,activeParticipation/involvement,I sent to both authorized receivers,0.6014
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I need to get in to see someone,HealthCareAccessAndQuality,aren't able to get in to counseller anywhere else,0.6124
Clinical care || HealthCareAccessAndQuality,Clinical care,I am having bad stomach issues,HealthCareAccessAndQuality,I am still having sleeping issues,0.7363
Clinical Care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,I woke up in the middle of the night,Clinical Care,in regards of the referral order,0.6677
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,I woke up in the middle of the night,Clinical care,a knot behind the skin,0.6353
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,I woke up in the middle of the night,Clinical care,the Shingles,0.6353
Clinical Care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,I woke up in the middle of the night,Clinical Care,on your cervix after the first of the year,0.6072
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,with bad stomach,NeighborhoodAndBuiltEnvironment,bad weather,0.7804
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,with bad stomach,NeighborhoodAndBuiltEnvironment,The ice is bad,0.6104
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,I never did vomit,NeighborhoodAndBuiltEnvironment,I did not have cell service for a good bit,0.6301
Clinical care || activeParticipation/involvement,Clinical care,hurt continually,activeParticipation/involvement,I did not get it,0.653
Clinical care || HealthCareAccessAndQuality,Clinical care,have continued over the last several days,HealthCareAccessAndQuality,have not slept the last 5 nights,0.6325
HealthCareAccessAndQuality || connection,HealthCareAccessAndQuality,"I have tried to drink hot tea, water",connection,have a great evening,0.7328
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical care,odor and vaginal itching,0.9839
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical care,medical and a diabetic thing,0.8567
Clinical Care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical Care,the procedure and Pathology,0.8033
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical care,"scripts for estradiol, estrace, amatryptiline, and prometrium",0.7506
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical care,my A1C and Cholesterol Panel,0.7474
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical care,I get dizzy and nauseated,0.7257
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical care,Adderall and zofran,0.7215
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,eating scrambled eggs and soup,Clinical care,those results and reports,0.7011
Clinical care || SeekingApproval,Clinical care,I can tolerate,SeekingApproval,Can I switch to,0.8368
Clinical care || checkingUnderstanding/clarification,Clinical care,I can tolerate,checkingUnderstanding/clarification,i can not guarantee,0.6559
Clinical care || expressOpinions,Clinical care,I can tolerate,expressOpinions,I can't seem to remember exactly,0.6558
Clinical care || SeekingApproval,Clinical care,I can tolerate,SeekingApproval,Can I get,0.6344
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,I get heartburn really bad,NeighborhoodAndBuiltEnvironment,bad weather,0.7123
Clinical care || HealthCareAccessAndQuality,Clinical care,pain after I eat,HealthCareAccessAndQuality,after I eat anything,0.835
Clinical care || build trust,Clinical care,My bowel movements have been few,build trust,You guys have been a life savor,0.7751
Clinical care || SocialAndCommunityContext,Clinical care,My bowel movements have been few,SocialAndCommunityContext,They have been very understanding with my situation,0.6573
Clinical care || SocialAndCommunityContext,Clinical care,I have severe bloated feelings,SocialAndCommunityContext,I have 2 children,0.6829
Clinical care || SocialAndCommunityContext,Clinical care,I have severe bloated feelings,SocialAndCommunityContext,I have voluntarily quarantined,0.6829
Clinical care || ExploreOptions,Clinical care,I do have bowel sounds,ExploreOptions,What do I do?,0.6938
Clinical care || HealthCareAccessAndQuality,Clinical care,have not noticed any Black & Tarry stools,HealthCareAccessAndQuality,have not slept the last 5 nights,0.652
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,after I eat anything,Clinical care,pain after I eat,0.835
Clinical care || HealthCareAccessAndQuality,HealthCareAccessAndQuality,after I eat anything,Clinical care,I couldnâ€™t see anything,0.6059
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,due to the discomfort,NeighborhoodAndBuiltEnvironment,due to car wreck,0.9048
Clinical care || statePreferences,statePreferences,Please try to get me in asap,Clinical care,to get me better,0.7304
activeParticipation/involvement || statePreferences,statePreferences,Please try to get me in asap,activeParticipation/involvement,PLEASE fit me in,0.6977
Appreciation/Gratitude || signoff,signoff,Thank you,Appreciation/Gratitude,Thank you,1.0
ExploreOptions || SeekingApproval,ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,SeekingApproval,Would you be able to resubmit it again please?,0.6458
ExploreOptions || NeighborhoodAndBuiltEnvironment,ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,NeighborhoodAndBuiltEnvironment,I wonâ€™t be able to drive in it,0.6212
ExploreOptions || activeParticipation/involvement,ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,activeParticipation/involvement,I'll be able to,0.605
SocialAndCommunityContext || activeParticipation/involvement,SocialAndCommunityContext,They have been very understanding with my situation,activeParticipation/involvement,I have been recieving,0.6588
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,They have been very understanding with my situation,Clinical care,My bowel movements have been few,0.6573
EconomicStability || SocialAndCommunityContext,SocialAndCommunityContext,They have been very understanding with my situation,EconomicStability,I have been crazy busy,0.6486
expressOpinions || statePreferences,expressOpinions,I would like to give them documentation,statePreferences,I would like to continue using them,0.8938
activeParticipation/involvement || expressOpinions,expressOpinions,I would like to give them documentation,activeParticipation/involvement,I would like to,0.8482
expressOpinions || statePreferences,expressOpinions,I would like to give them documentation,statePreferences,would like a recommendation,0.7973
expressOpinions || statePreferences,expressOpinions,I would like to give them documentation,statePreferences,I would like to have,0.7504
ShareOptions || expressOpinions,expressOpinions,I would like to give them documentation,ShareOptions,if you would like to give it try,0.7479
expressOpinions || inviteCollabration,expressOpinions,I would like to give them documentation,inviteCollabration,If you would like to double check,0.722
activeParticipation/involvement || expressOpinions,expressOpinions,I would like to give them documentation,activeParticipation/involvement,I would like to see,0.7045
activeParticipation/involvement || expressOpinions,expressOpinions,I would like to give them documentation,activeParticipation/involvement,I would like to see,0.7045
expressOpinions || statePreferences,expressOpinions,I would like to give them documentation,statePreferences,would like this updated,0.6925
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,I have given it alot of thought,expressOpinions,I thought,0.7068
expressOpinions || statePreferences,expressOpinions,do not feel comfortable driving,statePreferences,I really do not want,0.6617
