label_A,label_B,count,avg_similarity,n_A,n_B,ratio_A=count/n_A,ratio_B=count/n_B
Information-Giving||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,48,0.6277,141,146,0.3404,0.3288
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Maintain_communication,48,0.6967,168,74,0.2857,0.6486
Information-Giving||Scheduling_appt,Information-Giving||instruction,43,0.6479,120,44,0.3583,0.9773
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Drugs,43,0.64,81,141,0.5309,0.305
Information-Giving||General_information,PATIENT_PARTNERSHIP||active_participation_/involvement,42,0.6481,145,146,0.2897,0.2877
Information-Giving||Care_Coordination,Information-Giving||Drugs,42,0.6097,168,141,0.25,0.2979
Information-Giving||Diagnostics,Information-Giving||instruction,41,0.6461,159,44,0.2579,0.9318
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Scheduling_appt,40,0.6728,81,120,0.4938,0.3333
Information-Giving||Care_Coordination,Information-Giving||Diagnostics,39,0.6303,168,159,0.2321,0.2453
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||active_participation_/involvement,39,0.6751,46,146,0.8478,0.2671
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||General_information,38,0.6305,81,145,0.4691,0.2621
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Care_Coordination,37,0.6467,81,168,0.4568,0.2202
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking_SDOH||Health_care_access_and_quality,33,0.6292,81,19,0.4074,1.7368
Information-Giving||General_information,Information-Giving||instruction,32,0.6082,145,44,0.2207,0.7273
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||state_preferences,32,0.6158,120,45,0.2667,0.7111
Information-Giving||Drugs,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,32,0.6487,141,29,0.227,1.1034
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Diagnostics,31,0.69,81,159,0.3827,0.195
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||state_preferences,31,0.6665,146,45,0.2123,0.6889
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||state_preferences,31,0.6348,168,45,0.1845,0.6889
Information-Giving||Drugs,Information-Giving||Scheduling_appt,29,0.6504,141,120,0.2057,0.2417
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Maintain_communication,29,0.6521,120,74,0.2417,0.3919
PROVIDER_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||signoff,26,0.8946,45,93,0.5778,0.2796
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||active_participation_/involvement,26,0.6297,81,146,0.321,0.1781
Information-Giving||General_information,Information-Giving||Scheduling_appt,25,0.63,145,120,0.1724,0.2083
PATIENT_PARTNERSHIP||signoff,PROVIDER_PARTNERSHIP||Connection,22,0.8449,156,45,0.141,0.4889
Information-Giving||Drugs,PATIENT_PARTNERSHIP||express_opinions,21,0.6252,141,52,0.1489,0.4038
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||express_opinions,21,0.6465,159,52,0.1321,0.4038
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Maintain_communication,21,0.6454,145,74,0.1448,0.2838
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,20,0.7053,29,18,0.6897,1.1111
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Drugs,19,0.6568,81,33,0.2346,0.5758
Information-Giving||Symptoms,Information-Seeking||Symptoms,19,0.6335,104,11,0.1827,1.7273
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,19,0.6233,146,29,0.1301,0.6552
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||instruction,18,0.659,81,44,0.2222,0.4091
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_Shared-Decision_Making||Encourage_questions,18,0.6657,74,2,0.2432,9.0
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,18,0.659,120,18,0.15,1.0
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,18,0.7378,141,18,0.1277,1.0
Information-Giving||Diagnostics,Information-Seeking||Scheduling_appt,18,0.7059,159,33,0.1132,0.5455
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||Connection,18,0.7435,47,60,0.383,0.3
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||active_participation_/involvement,17,0.5996,104,146,0.1635,0.1164
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Maintain_communication,17,0.6442,141,74,0.1206,0.2297
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Connection,17,0.592,168,60,0.1012,0.2833
Information-Giving||Care_Coordination,Information-Giving||instruction,16,0.6583,168,44,0.0952,0.3636
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||active_participation_/involvement,16,0.6753,47,146,0.3404,0.1096
Information-Giving||General_information,Information-Seeking||General_information,16,0.6473,145,17,0.1103,0.9412
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||express_opinions,16,0.6532,104,52,0.1538,0.3077
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||active_participation_/involvement,16,0.6667,33,146,0.4848,0.1096
Information-Giving||Care_Coordination,Information-Seeking||Care_Coordination,16,0.671,168,8,0.0952,2.0
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||signoff,15,0.7697,60,156,0.25,0.0962
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||Maintain_communication,15,0.6253,159,74,0.0943,0.2027
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||state_preferences,15,0.6221,33,45,0.4545,0.3333
PATIENT_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||Connection,15,0.7482,47,45,0.3191,0.3333
Information-Giving||instruction,PROVIDER_PARTNERSHIP||Maintain_communication,14,0.6438,44,74,0.3182,0.1892
Information-Giving||instruction,PATIENT_PARTNERSHIP||active_participation_/involvement,14,0.6333,44,146,0.3182,0.0959
Information-Giving||Diagnostics,Information-Giving||Drugs,14,0.6468,159,141,0.0881,0.0993
Information-Giving||Care_Coordination,Information-Seeking||Scheduling_appt,14,0.7229,168,33,0.0833,0.4242
Information-Giving||General_information,Information-Giving||Symptoms,14,0.6129,145,104,0.0966,0.1346
Information-Giving||General_information,PATIENT_PARTNERSHIP||express_opinions,14,0.6056,145,52,0.0966,0.2692
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||express_opinions,13,0.6193,168,52,0.0774,0.25
Information-Seeking||Drugs,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,13,0.6746,33,29,0.3939,0.4483
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,13,0.6604,120,52,0.1083,0.25
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||state_preferences,13,0.6382,81,45,0.1605,0.2889
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||signoff,13,0.6268,60,93,0.2167,0.1398
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||active_participation_/involvement,12,0.6449,33,146,0.3636,0.0822
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_SHARED-DECISION_MAKING||Explore_options,12,0.6078,146,18,0.0822,0.6667
Information-Giving||Diagnostics,Information-Giving||General_information,12,0.6637,159,145,0.0755,0.0828
Information-Giving||Drugs,PATIENT_SHARED-DECISION_MAKING||Explore_options,12,0.6082,141,18,0.0851,0.6667
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||checking_understanding/clarification,12,0.6345,146,20,0.0822,0.6
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,11,0.7283,33,18,0.3333,0.6111
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||Maintain_communication,11,0.6068,46,74,0.2391,0.1486
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Explore_options,11,0.6002,168,18,0.0655,0.6111
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,11,0.6409,120,29,0.0917,0.3793
Information-Giving||Drugs,Information-Giving||General_information,10,0.6202,141,145,0.0709,0.069
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||express_opinions,10,0.604,46,52,0.2174,0.1923
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Reassurance,10,0.7115,45,14,0.2222,0.7143
Information-Seeking_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||active_participation_/involvement,10,0.6405,19,146,0.5263,0.0685
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,10,0.7128,159,18,0.0629,0.5556
Information-Giving||Diagnostics,PROVIDER_PARTNERSHIP||checking_understanding/clarification,10,0.6214,159,20,0.0629,0.5
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||Maintain_communication,10,0.6509,52,74,0.1923,0.1351
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||checking_understanding/clarification,10,0.7133,141,20,0.0709,0.5
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Express_concern/unease,10,0.6801,16,25,0.625,0.4
Information-Giving||Prognosis,PATIENT_PARTNERSHIP||active_participation_/involvement,10,0.6882,6,146,1.6667,0.0685
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||Connection,9,0.7652,41,45,0.2195,0.2
Information-Seeking||Diagnostics,Information-Seeking||Scheduling_appt,9,0.6822,46,33,0.1957,0.2727
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Share_options,9,0.6545,141,17,0.0638,0.5294
PATIENT_PARTNERSHIP||Connection,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,9,0.6982,60,18,0.15,0.5
Information-Giving_SDOH||Economic_stability,Information-Giving_SDOH||Health_care_access_and_quality,9,0.6666,18,81,0.5,0.1111
Information-Giving||Symptoms,Socioemotional_/_Empathy||Express_concern/unease,9,0.6042,104,25,0.0865,0.36
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||Maintain_communication,9,0.705,60,74,0.15,0.1216
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Connection,9,0.723,120,60,0.075,0.15
Information-Giving||Care_Coordination,Information-Giving||Symptoms,9,0.5727,168,104,0.0536,0.0865
Information-Seeking||General_information,PATIENT_PARTNERSHIP||active_participation_/involvement,8,0.6382,17,146,0.4706,0.0548
Information-Giving||General_information,PATIENT_PARTNERSHIP||Connection,8,0.6149,145,60,0.0552,0.1333
Information-Giving||Drugs,Information-Giving||instruction,8,0.6216,141,44,0.0567,0.1818
Information-Giving||Scheduling_appt,Information-Seeking_SDOH||Health_care_access_and_quality,8,0.6905,120,19,0.0667,0.4211
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Making_decision_together,8,0.6557,141,13,0.0567,0.6154
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Express_concern/unease,8,0.5774,159,25,0.0503,0.32
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Alignment,8,0.7853,168,41,0.0476,0.1951
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||checking_understanding/clarification,8,0.6261,52,20,0.1538,0.4
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Sadness/fear,8,0.6846,16,10,0.5,0.8
Information-Giving||Scheduling_appt,Information-Seeking||Drugs,7,0.6277,120,33,0.0583,0.2121
Information-Giving_SDOH||Economic_stability,Information-Giving||Scheduling_appt,7,0.5831,18,120,0.3889,0.0583
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Alignment,7,0.6636,120,47,0.0583,0.1489
Information-Giving||Care_Coordination,Information-Seeking||Drugs,7,0.6432,168,33,0.0417,0.2121
PATIENT_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Connection,7,0.6734,99,45,0.0707,0.1556
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,7,0.6698,168,29,0.0417,0.2414
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Maintain_communication,7,0.662,81,74,0.0864,0.0946
Information-Giving||instruction,Information-Seeking||Diagnostics,7,0.623,44,46,0.1591,0.1522
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||active_participation_/involvement,7,0.6017,99,146,0.0707,0.0479
Information-Giving_SDOH||Economic_stability,Information-Seeking_SDOH||Economic_stability,7,0.6399,18,7,0.3889,1.0
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||express_opinions,7,0.6118,146,52,0.0479,0.1346
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||invite_collaboration,7,0.6751,146,11,0.0479,0.6364
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||Maintain_communication,7,0.6273,45,74,0.1556,0.0946
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||Connection,7,0.6149,168,45,0.0417,0.1556
Information-Giving_SDOH||Economic_stability,Information-Giving||General_information,7,0.6322,18,145,0.3889,0.0483
PATIENT_PARTNERSHIP||express_opinions,PATIENT_PARTNERSHIP||state_preferences,7,0.6461,52,45,0.1346,0.1556
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Share_options,7,0.6438,120,17,0.0583,0.4118
Information-Giving||Symptoms,Information-Seeking||Care_Coordination,6,0.6086,104,8,0.0577,0.75
Socioemotional_/_Empathy||Express_concern/unease,Socioemotional_/_Empathy||Reassurance,6,0.6242,25,14,0.24,0.4286
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Share_options,6,0.6528,159,17,0.0377,0.3529
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Connection,6,0.6385,145,45,0.0414,0.1333
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||checking_understanding/clarification,6,0.6901,81,20,0.0741,0.3
Information-Giving||Care_Coordination,Information-Seeking||General_information,6,0.6543,168,17,0.0357,0.3529
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||build_trust,6,0.6752,46,5,0.1304,1.2
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||active_participation_/involvement,6,0.6444,60,146,0.1,0.0411
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Connection,6,0.6265,104,60,0.0577,0.1
Information-Giving||Prognosis,Information-Giving||Symptoms,6,0.5809,6,104,1.0,0.0577
Information-Giving||Care_Coordination,Information-Seeking_SDOH||Health_care_access_and_quality,6,0.6049,168,19,0.0357,0.3158
Information-Giving||Care_Coordination,Socioemotional_/_Empathy||Reassurance,6,0.6289,168,14,0.0357,0.4286
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||checking_understanding/clarification,6,0.6278,120,20,0.05,0.3
Information-Giving||General_information,PROVIDER_PARTNERSHIP||invite_collaboration,6,0.6622,145,11,0.0414,0.5455
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Appreciation/gratitude,6,0.7394,168,99,0.0357,0.0606
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||invite_collaboration,6,0.6337,45,11,0.1333,0.5455
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_SHARED-DECISION_MAKING||Explore_options,5,0.6542,81,18,0.0617,0.2778
Information-Seeking||Drugs,PROVIDER_PARTNERSHIP||Maintain_communication,5,0.5979,33,74,0.1515,0.0676
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||invite_collaboration,5,0.6466,120,11,0.0417,0.4545
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Alignment,5,0.629,120,41,0.0417,0.122
Information-Giving||instruction,PROVIDER_Shared-Decision_Making||Making_decision_together,5,0.6205,44,13,0.1136,0.3846
Information-Giving||Diagnostics,Information-Seeking_SDOH||Health_care_access_and_quality,5,0.7169,159,19,0.0314,0.2632
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,5,0.6387,168,18,0.0298,0.2778
Information-Giving||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,5,0.6465,104,6,0.0481,0.8333
PROVIDER_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||signoff,5,0.6867,154,93,0.0325,0.0538
Information-Giving||Scheduling_appt,Information-Seeking||Diagnostics,5,0.6211,120,46,0.0417,0.1087
Information-Giving||instruction,Information-Seeking_SDOH||Health_care_access_and_quality,5,0.5948,44,19,0.1136,0.2632
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,Socioemotional_/_Empathy||Express_concern/unease,5,0.5767,29,25,0.1724,0.2
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,PROVIDER_Shared-Decision_Making||Share_options,5,0.6346,18,17,0.2778,0.2941
Information-Giving||Symptoms,Socioemotional_/_Empathy||Reassurance,5,0.5932,104,14,0.0481,0.3571
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||active_participation_/involvement,5,0.6095,18,146,0.2778,0.0342
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||Maintain_communication,5,0.5998,33,74,0.1515,0.0676
Information-Giving||General_information,PATIENT_PARTNERSHIP||state_preferences,5,0.6315,145,45,0.0345,0.1111
PATIENT_PARTNERSHIP||state_preferences,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,5,0.6575,45,29,0.1111,0.1724
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,5,0.6306,159,45,0.0314,0.1111
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Positive_Remarks/Reward,5,0.6155,60,6,0.0833,0.8333
Information-Giving||General_information,Information-Seeking_SDOH||Health_care_access_and_quality,5,0.6377,145,19,0.0345,0.2632
Information-Giving||General_information,PROVIDER_PARTNERSHIP||checking_understanding/clarification,5,0.6231,145,20,0.0345,0.25
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,5,0.6063,41,18,0.122,0.2778
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||Diagnostics,5,0.5778,7,159,0.7143,0.0314
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||Connection,5,0.6205,99,60,0.0505,0.0833
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||Alignment,5,0.9877,179,41,0.0279,0.122
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,4,0.5833,146,7,0.0274,0.5714
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Explore_options,4,0.6175,120,18,0.0333,0.2222
Information-Giving||Drugs,Information-Giving||Symptoms,4,0.6292,141,104,0.0284,0.0385
Information-Giving_SDOH||Economic_stability,Information-Giving||Drugs,4,0.6173,18,141,0.2222,0.0284
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,4,0.5969,145,18,0.0276,0.2222
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Scheduling_appt,4,0.684,81,33,0.0494,0.1212
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Alignment,4,0.7773,145,41,0.0276,0.0976
Information-Seeking||Diagnostics,Information-Seeking||General_information,4,0.6035,46,17,0.087,0.2353
Information-Giving||General_information,Socioemotional_/_Empathy||Reassurance,4,0.5799,145,14,0.0276,0.2857
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,4,0.725,159,7,0.0252,0.5714
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Symptoms,4,0.621,81,104,0.0494,0.0385
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||checking_understanding/clarification,4,0.6732,45,20,0.0889,0.2
Information-Giving||General_information,Socioemotional_/_Empathy||Express_concern/unease,4,0.6441,145,25,0.0276,0.16
Information-Giving||Diagnostics,Information-Seeking_SDOH||Economic_stability,4,0.6528,159,7,0.0252,0.5714
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,4,0.6191,46,29,0.087,0.1379
Information-Giving||Symptoms,Socioemotional_/_Empathy||Sadness/fear,4,0.6769,104,10,0.0385,0.4
Information-Giving_SDOH||Economic_stability,Information-Giving||Care_Coordination,4,0.6674,18,168,0.2222,0.0238
Information-Giving||Care_Coordination,Information-Seeking_SDOH||Economic_stability,4,0.6065,168,7,0.0238,0.5714
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Express_concern/unease,4,0.5843,146,25,0.0274,0.16
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||state_preferences,4,0.6184,104,45,0.0385,0.0889
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||Prognosis,4,0.5704,81,6,0.0494,0.6667
Information-Giving||General_information,Information-Seeking||Scheduling_appt,4,0.62,145,33,0.0276,0.1212
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_PARTNERSHIP||invite_collaboration,4,0.6269,74,11,0.0541,0.3636
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Share_options,4,0.5965,168,17,0.0238,0.2353
Information-Giving||Diagnostics,Information-Giving||Prognosis,4,0.5539,159,6,0.0252,0.6667
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_Shared-Decision_Making||Making_decision_together,4,0.6476,29,13,0.1379,0.3077
Information-Giving||Prognosis,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,4,0.6474,6,7,0.6667,0.5714
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_PARTNERSHIP||Maintain_communication,4,0.6251,18,74,0.2222,0.0541
Information-Giving||General_information,Information-Seeking||Care_Coordination,4,0.665,145,8,0.0276,0.5
Information-Giving||Drugs,Socioemotional_/_Empathy||Express_concern/unease,4,0.5849,141,25,0.0284,0.16
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Sadness/fear,4,0.5703,60,10,0.0667,0.4
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||Connection,4,0.7084,179,45,0.0223,0.0889
PATIENT_PARTNERSHIP||salutation,PROVIDER_PARTNERSHIP||signoff,4,0.6084,179,93,0.0223,0.043
Information-Giving||General_information,Information-Seeking_SDOH||Economic_stability,4,0.6313,145,7,0.0276,0.5714
Information-Giving_SDOH||Economic_stability,Information-Giving||instruction,4,0.6361,18,44,0.2222,0.0909
Information-Giving||Drugs,PATIENT_PARTNERSHIP||state_preferences,4,0.5821,141,45,0.0284,0.0889
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||express_opinions,4,0.6509,33,52,0.1212,0.0769
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,4,0.6537,146,18,0.0274,0.2222
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||checking_understanding/clarification,4,0.6801,33,20,0.1212,0.2
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||salutation,4,0.7605,47,179,0.0851,0.0223
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||signoff,4,0.6646,120,156,0.0333,0.0256
PATIENT_PARTNERSHIP||express_opinions,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,4,0.705,52,29,0.0769,0.1379
Information-Giving||instruction,Information-Seeking||Care_Coordination,4,0.6314,44,8,0.0909,0.5
Information-Giving||Drugs,Information-Seeking||Scheduling_appt,3,0.5944,141,33,0.0213,0.0909
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Encourage_questions,3,0.6149,146,2,0.0205,1.5
Information-Giving||Care_Coordination,Information-Seeking||Diagnostics,3,0.5648,168,46,0.0179,0.0652
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Reassurance,3,0.5757,159,14,0.0189,0.2143
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||invite_collaboration,3,0.6291,33,11,0.0909,0.2727
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||Alignment,3,0.8762,60,41,0.05,0.0732
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,3,0.5749,159,18,0.0189,0.1667
Information-Giving||Diagnostics,Information-Seeking||Drugs,3,0.6539,159,33,0.0189,0.0909
Information-Giving_SDOH||Economic_stability,Information-Giving||Symptoms,3,0.6227,18,104,0.1667,0.0288
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Acknowledge_Error,3,0.6183,45,16,0.0667,0.1875
Information-Giving_SDOH||Economic_stability,PROVIDER_PARTNERSHIP||invite_collaboration,3,0.6614,18,11,0.1667,0.2727
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Connection,3,0.7062,104,45,0.0288,0.0667
