anchor_text,anchor_label,neighbor_text,neighbor_label,similarity
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0
thank you and All for your help!,PROVIDER_PARTNERSHIP,Thank you for your help,PATIENT_PARTNERSHIP,0.7636919924312568
thank you and All for your help!,PROVIDER_PARTNERSHIP,Thank you for your help,PATIENT_PARTNERSHIP,0.7636919924312568
thank you and All for your help!,PROVIDER_PARTNERSHIP,Thank you and Dr. Person2 for your help,PATIENT_PARTNERSHIP,0.7230015197342841
thank you and All for your help!,PROVIDER_PARTNERSHIP,thank you for all your help today,PATIENT_PARTNERSHIP,0.6257602447523215
I'll let you know as soon as that is completed,PATIENT_PARTNERSHIP,I will let you know as soon as he answers me,PROVIDER_PARTNERSHIP,0.6604406105991842
Greetings,PROVIDER_PARTNERSHIP,Greetings,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.5870041812594937
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,Happy MM/DD/YYYY!,PATIENT_PARTNERSHIP,0.5767740468566072
Thanks a ton,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
Thanks a ton,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Greetings,PATIENT_PARTNERSHIP,Greetings,PROVIDER_PARTNERSHIP,1.0
Greetings,PATIENT_PARTNERSHIP,Greetings,PROVIDER_PARTNERSHIP,1.0
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0
Thank you very much,PATIENT_PARTNERSHIP,Thank you very much,PROVIDER_PARTNERSHIP,1.0
"Hello,",PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0
"Hello,",PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0
"Hello,",PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0
"Hello,",PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0
I see Dr  Person1 on,Information-Giving,Do i need blood work before I see dr Person1 on MM/DD/YYYY?,Information-Seeking,0.5676394118884264
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
I hope that helps,PROVIDER_PARTNERSHIP,Hope this helps,Socioemotional_/_Empathy,0.5991916930726237
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Let me know if you have any other questions,PROVIDER_PARTNERSHIP,0.845278195727146
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,let me know if you have any issues !,PROVIDER_PARTNERSHIP,0.5825137106060169
Thanks,PROVIDER_PARTNERSHIP,Thanks,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,thanks,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,Thanks,PATIENT_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.6079430855950206
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving,Happy MM/DD/YYYY!,PATIENT_PARTNERSHIP,0.5973480341907899
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,Information-Seeking,0.5555609131926138
"Thank you,",PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
", I am checking with Dr. Person2 on the vaccine",Information-Giving_SDOH,The schedulers were checking with Dr Person2 on MM/DD/YYYY,Information-Giving,0.6173776573234404
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
am a little nervous now,Socioemotional_/_Empathy,I am a little bruised,Information-Giving,0.9132881934087349
My youngest son has MS,Information-Giving,My pleasure!,PROVIDER_PARTNERSHIP,0.5728796168344003
My youngest son has MS,Information-Giving,my friends,PATIENT_PARTNERSHIP,0.5728796168344003
Thanks,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
Thanks,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
"It should be safe, hospital is taking every precaution to keep the environment safe,",Socioemotional_/_Empathy,Be safe,PATIENT_PARTNERSHIP,0.587418723022154
Thank you!,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002
agree that the CA27.29 has been a very good marker for you,PROVIDER_Shared-Decision_Making,agree that the CA27.29 has been a very good marker for you,Information-Giving,1.0000000000000004
Take care,PROVIDER_PARTNERSHIP,Take care,PATIENT_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002
agree that the CA27.29 has been a very good marker for you,Information-Giving,agree that the CA27.29 has been a very good marker for you,PROVIDER_Shared-Decision_Making,1.0000000000000004
Take care,PROVIDER_PARTNERSHIP,Take care,PATIENT_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Thanks,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
Thanks,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Thanks,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
Thanks,PATIENT_PARTNERSHIP,Thanks,PROVIDER_PARTNERSHIP,1.0
I believe it should be 9am,Information-Giving,Should I be?,PATIENT_SHARED-DECISION_MAKING,0.6165250772401576
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Good morning,PATIENT_PARTNERSHIP,Good Morning,PROVIDER_PARTNERSHIP,1.0
Good morning!,PATIENT_PARTNERSHIP,Good Morning,PROVIDER_PARTNERSHIP,1.0
"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving,i Eating and sleeping well,Information-Giving_SDOH,0.6585068765308256
"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving,Sleeping well,Information-Giving_SDOH,0.5987080708637997
Hi?,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Thanks for your response.,PATIENT_PARTNERSHIP,Thanks for your message,PROVIDER_PARTNERSHIP,0.6630522273849951
Good morning,PATIENT_PARTNERSHIP,Good Morning,PROVIDER_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Good morning.,PATIENT_PARTNERSHIP,Good Morning,PROVIDER_PARTNERSHIP,1.0
Sleeping well,Information-Giving_SDOH,"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving,0.5987080708637997
because of the prednisone,Information-Giving,is this because of the taxol?,Information-Seeking,0.5739844887277527
Good morning,PATIENT_PARTNERSHIP,Good Morning,PROVIDER_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,Thanks,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,thanks,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,Thanks,PATIENT_PARTNERSHIP,1.0
Dear,PROVIDER_PARTNERSHIP,Dear,PATIENT_PARTNERSHIP,1.0
Dear,PROVIDER_PARTNERSHIP,My Dear Oncology Team,PATIENT_PARTNERSHIP,0.594548536489458
Please let me know about blood work,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6367177374683866
Please let me know about blood work,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6367177374683866
Please let me know about blood work,Information-Seeking,Please let me know!!,PATIENT_PARTNERSHIP,0.6367177374683866
Please let me know about blood work,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6367177374683866
Please let me know about blood work,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6367177374683866
Please let me know about blood work,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6367177374683866
Please let me know about blood work,Information-Seeking,Please let me know!!,PATIENT_PARTNERSHIP,0.6367177374683866
Please let me know about blood work,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6367177374683866
There is an order would you like our Clinical Secretary to schedule?,Information-Seeking,I will ask our Clinical Secretary to schedule this,Information-Giving,0.5825965823792847
Than LOCATION so much,PROVIDER_PARTNERSHIP,Person2Thanks so much!!,PATIENT_PARTNERSHIP,0.5934891843564205
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
I will ask our Clinical Secretary to schedule this,Information-Giving,There is an order would you like our Clinical Secretary to schedule?,Information-Seeking,0.5825965823792847
Let me know if I can help you with anything else,PROVIDER_Shared-Decision_Making,Let me know if there is anything else I can help you with!,PROVIDER_PARTNERSHIP,0.8154397405556988
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
this is good.,Socioemotional_/_Empathy,this is good,PATIENT_SHARED-DECISION_MAKING,1.0
Ok ok,PATIENT_PARTNERSHIP,Ok,PROVIDER_PARTNERSHIP,1.0
Ok ok,PATIENT_PARTNERSHIP,Ok,PROVIDER_PARTNERSHIP,1.0
Ok ok,PATIENT_PARTNERSHIP,Ok,PROVIDER_PARTNERSHIP,1.0
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0
Thank you for your help,PATIENT_PARTNERSHIP,thank you and All for your help!,PROVIDER_PARTNERSHIP,0.7636919924312568
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Hi,PROVIDER_PARTNERSHIP,Hi,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,Thanks,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,thanks,PATIENT_PARTNERSHIP,1.0
Thanks,PROVIDER_PARTNERSHIP,Thanks,PATIENT_PARTNERSHIP,1.0
otherw ise see you,PROVIDER_PARTNERSHIP,See you in July!,PATIENT_PARTNERSHIP,0.6981021281495965
otherw ise see you,PROVIDER_PARTNERSHIP,See you tomorrow,PATIENT_PARTNERSHIP,0.6333269061447191
otherw ise see you,PROVIDER_PARTNERSHIP,See you then!,PATIENT_PARTNERSHIP,0.6188179429548674
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002
See you,PROVIDER_PARTNERSHIP,See you in July!,PATIENT_PARTNERSHIP,0.6981021281495965
See you,PROVIDER_PARTNERSHIP,See you tomorrow,PATIENT_PARTNERSHIP,0.6333269061447191
See you,PROVIDER_PARTNERSHIP,See you then!,PATIENT_PARTNERSHIP,0.6188179429548674
Could you please let me know results,Information-Seeking,Please let me know!!,PATIENT_PARTNERSHIP,0.6654546073521953
Could you please let me know results,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6654546073521953
Could you please let me know results,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6654546073521953
Could you please let me know results,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6654546073521953
Best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
Best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
Best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
Best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0
