anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||Diagnostics,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||General_information,1.0000000000000002,tfidf,combined,Information-Giving||Diagnostics :: Information-Giving||General_information,e9a4a072597863ba28a53bc1d71617efb9a4ca61
send CT scan and report,Information-Giving||Diagnostics,Also please call and get MM/DD/YYYY CT scan scheduled,Information-Giving||Scheduling_appt,0.7502332329750061,sbert,combined,Information-Giving||Diagnostics :: Information-Giving||Scheduling_appt,94a722a6d1c8564eb77d37a075baea2fbd954ca1
send CT scan and report,Information-Giving||Diagnostics,I was able to schedule the CT scans,Information-Giving||Scheduling_appt,0.7014089226722717,sbert,combined,Information-Giving||Diagnostics :: Information-Giving||Scheduling_appt,c1004b1896364bbe2e2886946aa16e7e0db63c8e
he would order blood tests,Information-Giving||Diagnostics,For my upcoming visit I don see any blood test required?,Information-Seeking||Diagnostics,0.5521506667137146,sbert,combined,Information-Giving||Diagnostics :: Information-Seeking||Diagnostics,f702a7660dff38fd2c6e04523b722a03ccf65246
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,Information-Seeking||Scheduling_appt,0.5555609131926138,tfidf,combined,Information-Giving||Diagnostics :: Information-Seeking||Scheduling_appt,ee0cfc340d9c8e70f819ade6351c4c0dff6abdbc
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,Happy MM/DD/YYYY!,PATIENT_PARTNERSHIP||Connection,0.5973480341907899,tfidf,combined,Information-Giving||Diagnostics :: PATIENT_PARTNERSHIP||Connection,593d43fe9e882475d684cac347848ea94ee636df
he would order blood tests,Information-Giving||Diagnostics,For my upcoming visit I don see any blood test required?,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5521506667137146,sbert,combined,Information-Giving||Diagnostics :: PATIENT_PARTNERSHIP||active_participation_/involvement,05649ecbf7a6a6450b5b8fea7641c0eefa18f4d3
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.6079430855950206,tfidf,combined,Information-Giving||Diagnostics :: PATIENT_PARTNERSHIP||state_preferences,49885a166a00e8e02c4c2d7def244060f09920c3
agree that the CA27.29 has been a very good marker for you,Information-Giving||Diagnostics,agree that the CA27.29 has been a very good marker for you,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1.0000000000000004,tfidf,combined,Information-Giving||Diagnostics :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,03416eca912b67dbe970ad86558f3d9b07cb705b
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,I put you off work from MM/DD/YYYY to MM/DD/YYYY,Information-Giving_SDOH||Economic_stability,0.7689408341076132,lsa,combined,Information-Giving||Drugs :: Information-Giving_SDOH||Economic_stability,ad75453919013a7cbc2661feb2c33c9294681aa6
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,I put you off work from MM/DD/YYYY to MM/DD/YYYY,Information-Giving_SDOH||Economic_stability,0.6596776247024536,sbert,combined,Information-Giving||Drugs :: Information-Giving_SDOH||Economic_stability,ad75453919013a7cbc2661feb2c33c9294681aa6
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,so you should just be able to call the pharmacy or request via phone,Information-Giving_SDOH||Health_care_access_and_quality,0.7124316692352295,sbert,combined,Information-Giving||Drugs :: Information-Giving_SDOH||Health_care_access_and_quality,3aeb105da8aebed2877f4dd34032a9016421d3ee
Dr. B recommends Metamucil,Information-Giving||Drugs,give Dr. Person1 Dr. Person2 cell  phone,Information-Giving||Care_Coordination,0.6235458956356511,lsa,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,c3f2cbfb926430cbbf8de9869bdc0d1b3cdf9341
has been taking Oxycodone,Information-Giving||Drugs,Yes a referral has been placed for genetics,Information-Giving||Care_Coordination,0.5980296451127177,lsa,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,66dca520a4e64222ac2167221489d56c83b71196
Dr. B recommends Metamucil,Information-Giving||Drugs,Dr. Person4 was speaking with Dr. Person5,Information-Giving||Care_Coordination,0.58609144979732,lsa,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,eb7ddf7d4c505dcbd9fe279df7fa38b1f45941a2
take care of these prescriptions,Information-Giving||Drugs,They are ok to order but need your prescription,Information-Giving||Care_Coordination,0.6845090985298157,sbert,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,aa173250827e020bc2fa3eea6fe4e3fbca7d6470
Person3 is tolerating all meds well and following directions,Information-Giving||Drugs,Dr. Person2 is involved in my treatment,Information-Giving||Care_Coordination,0.6208613514900208,sbert,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,12ec4f2747466184fb75c8743e0ff5f0b32f9d9b
Person3 is tolerating all meds well and following directions,Information-Giving||Drugs,It looks like Dr. Person2 was ok with you waiting til  MM/DD/YYYY to start the new medication,Information-Giving||Care_Coordination,0.6122137904167175,sbert,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,eec64a62d2f34d9cff085f493e06c9063942b04c
Person3 is tolerating all meds well and following directions,Information-Giving||Drugs,Dr. Person1 has the final word regarding my treatments and regimens,Information-Giving||Care_Coordination,0.6100609302520752,sbert,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,112921bb12e9c2e926ec135691a7b69c5e07bfe3
Person3 is tolerating all meds well and following directions,Information-Giving||Drugs,I will go over this with Dr  Person1 today,Information-Giving||Care_Coordination,0.6073957085609436,sbert,combined,Information-Giving||Drugs :: Information-Giving||Care_Coordination,3411eeb54842c6f10d6e60af0625310a6979e332
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.8247683427269945,lsa,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,1885dfde48cdeb85ba7d9f6302e89b02057f026e
work down to lowest usage Oxy rapid w/o dealing w break through pain,Information-Giving||Drugs,13.4 down to 10.6,Information-Giving||Diagnostics,0.6965100701884477,lsa,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,f6b185e2a187cd1bb47b1e6e83c18349920a607d
work down to lowest usage Oxy rapid w/o dealing w break through pain,Information-Giving||Drugs,PSA came way down to 1.91,Information-Giving||Diagnostics,0.5990246265965291,lsa,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,27b9b83338039c74f1a9d74f2cb27eba7eb1afa4
he would take over this RX,Information-Giving||Drugs,he would order blood tests,Information-Giving||Diagnostics,0.5672132411609436,lsa,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,eed96141494ae785bdef5c33553fc9511b470e69
he got  30 tablets,Information-Giving||Drugs,you got it drawn prior,Information-Giving||Diagnostics,0.5644945253804304,lsa,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,c5f930058015187d85f73a5d4c13098adc0bf5e7
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.5524894870095117,tfidf,combined,Information-Giving||Drugs :: Information-Giving||Diagnostics,1885dfde48cdeb85ba7d9f6302e89b02057f026e
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,rec'd a notice MM/DD/YYYY,Information-Giving||General_information,0.8661102394774173,lsa,combined,Information-Giving||Drugs :: Information-Giving||General_information,d33721e459a01415d29fcc8c101881788e633d7c
he got  30 tablets,Information-Giving||Drugs,I did not realize he got a promotion,Information-Giving||General_information,0.6670884374370374,lsa,combined,Information-Giving||Drugs :: Information-Giving||General_information,e4a32fba0bdb1bb4ffec108c2541b3a5bd1c4b42
has been taking Oxycodone,Information-Giving||Drugs,It has been 2 years since my neck surgery,Information-Giving||General_information,0.597815671858646,lsa,combined,Information-Giving||Drugs :: Information-Giving||General_information,744fef82f36b7e5612a0a01b275cc790236a4ed7
Re Eliquis: MM/DD/YYYY two 5mg tabs morning and night,Information-Giving||Drugs,rec'd a notice MM/DD/YYYY,Information-Giving||General_information,0.5645389413049358,lsa,combined,Information-Giving||Drugs :: Information-Giving||General_information,2d1096f8e65085996fbf77dfafe775f5edbad671
The pharmacy is pretty quick to get meds out to patients,Information-Giving||Drugs,Calling pharmacy today,Information-Giving||General_information,0.593955397605896,sbert,combined,Information-Giving||Drugs :: Information-Giving||General_information,8e9536a7c877e72de85a530b581bba94c15b99f0
work down to lowest usage Oxy rapid w/o dealing w break through pain,Information-Giving||Drugs,Really cuts the pain down to almost nothing,Information-Giving||Symptoms,0.7848590539484057,lsa,combined,Information-Giving||Drugs :: Information-Giving||Symptoms,45d10499aa130dc8c918003374574f24aa4b7018
has been taking Oxycodone,Information-Giving||Drugs,typically the answer has been no,Information-Giving||Symptoms,0.7258035761915872,lsa,combined,Information-Giving||Drugs :: Information-Giving||Symptoms,5be02fb13686a9596df3a93c1ad0c086cd7d68fb
has been taking Oxycodone,Information-Giving||Drugs,there has been a throwup bug going through my family,Information-Giving||Symptoms,0.6108598899443373,lsa,combined,Information-Giving||Drugs :: Information-Giving||Symptoms,7776ea0c2ea5b6e04708fe98ba661550cdb97a2e
work down to lowest usage Oxy rapid w/o dealing w break through pain,Information-Giving||Drugs,Really cuts the pain down to almost nothing,Information-Giving||Symptoms,0.5763238668441772,sbert,combined,Information-Giving||Drugs :: Information-Giving||Symptoms,45d10499aa130dc8c918003374574f24aa4b7018
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",Information-Giving||instruction,0.7038021683692932,sbert,combined,Information-Giving||Drugs :: Information-Giving||instruction,c54616be6d5be9d5b3070b9708942392fc675509
The pharmacy won't have time to get my meds delivered to me if we keep this schedule,Information-Giving||Drugs,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",Information-Giving||instruction,0.6315692663192749,sbert,combined,Information-Giving||Drugs :: Information-Giving||instruction,8865762df0f965dc38a9a104586d620895e807ff
That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,Information-Giving||Drugs,When do I begin Ibrance again?,Information-Seeking||Drugs,0.6988826394081116,sbert,combined,Information-Giving||Drugs :: Information-Seeking||Drugs,56bd07e607b26faa6bb0a5c9b593ba6a4c0cb11a
Eliquis 5mg; current Rx will run out,Information-Giving||Drugs,how is he taking the Eliquis:  5mg a day or twice a day,Information-Seeking||Drugs,0.6622751355171204,sbert,combined,Information-Giving||Drugs :: Information-Seeking||Drugs,a1e1fbcdf3dd2b57ed21665c4a324d938b81304e
I sent the new Rx,Information-Giving||Drugs,I would like to add one more Rx request,Information-Seeking||Drugs,0.6135662198066711,sbert,combined,Information-Giving||Drugs :: Information-Seeking||Drugs,d8f1ab3ac0d2f587d070a5577fceae5f59407786
Re Eliquis: MM/DD/YYYY two 5mg tabs morning and night,Information-Giving||Drugs,how is he taking the Eliquis:  5mg a day or twice a day,Information-Seeking||Drugs,0.6056983470916748,sbert,combined,Information-Giving||Drugs :: Information-Seeking||Drugs,7a4cdacb4e37fb642037b737e38be15b9c6bd8cf
because of the prednisone,Information-Giving||Drugs,is this because of the taxol?,Information-Seeking||Drugs,0.5739844887277527,tfidf,combined,Information-Giving||Drugs :: Information-Seeking||Drugs,cf33940db6fa2a3d0f2504abe2b2b25d08fa35b7
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking||Scheduling_appt,0.7845784955978854,lsa,combined,Information-Giving||Drugs :: Information-Seeking||Scheduling_appt,b9f6f4a8c4cba4a153b71b070079439285dee859
MM/DD/YYYY one 5mg am and one 5mg pm,Information-Giving||Drugs,"Is there a possibility to move my treatments up by one week, to MM/DD/YYYY and MM/DD/YYYY",Information-Seeking||Scheduling_appt,0.5617129150235072,lsa,combined,Information-Giving||Drugs :: Information-Seeking||Scheduling_appt,9da3906f262dae4090c25fa541c4caa3a508351b
