anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hi,PATIENT_PARTNERSHIP,Hi,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,01521959655193bdf14757178df2ee1eda5bb531
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0000003576278689,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0000003576278689,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.79558593303854,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,0eafcb9447dad098072f09a3110efb25e12d4b62
I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.6079430855950206,tfidf,code,Information-Giving :: PATIENT_PARTNERSHIP,0eafcb9447dad098072f09a3110efb25e12d4b62
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,0.9999999999999998,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000005960464478,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Sorry to bother,PATIENT_PARTNERSHIP,Sorry,PROVIDER_PARTNERSHIP,0.7144570498515986,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,17626b83e20558499573847b7e65be3bad9f5da7
Sorry to bother,PATIENT_PARTNERSHIP,Sorry,PROVIDER_PARTNERSHIP,0.6198111176490784,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,17626b83e20558499573847b7e65be3bad9f5da7
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
In person or telemed?,PROVIDER_PARTNERSHIP,We can either schedule for in person or via telehealth,PROVIDER_Shared-Decision_Making,0.8247084349988897,lsa,code,PROVIDER_PARTNERSHIP :: PROVIDER_Shared-Decision_Making,19435c535f5bea3ed00dad3fc217f7214db5bf4e
In person or telemed?,PROVIDER_PARTNERSHIP,We can either schedule for in person or via telehealth,PROVIDER_Shared-Decision_Making,0.6036554574966431,sbert,code,PROVIDER_PARTNERSHIP :: PROVIDER_Shared-Decision_Making,19435c535f5bea3ed00dad3fc217f7214db5bf4e
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.8027291882685473,lsa,code,Information-Giving :: PATIENT_PARTNERSHIP,1bbd19781568ec3642fe1b276904df5824e0aa0e
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP,0.5870041812594937,tfidf,code,Information-Giving :: PATIENT_PARTNERSHIP,1bbd19781568ec3642fe1b276904df5824e0aa0e
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0000003576278689,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0000003576278689,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0000003576278689,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,24ee80db343c3df39193569b59fe7e10dc483c01
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,24ee80db343c3df39193569b59fe7e10dc483c01
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,0.8992187976837158,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,24ee80db343c3df39193569b59fe7e10dc483c01
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,0.8992187976837158,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,24ee80db343c3df39193569b59fe7e10dc483c01
"Hello,",PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,24ee80db343c3df39193569b59fe7e10dc483c01
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.90105225724013,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.6254304276223819,tfidf,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.6254304276223819,tfidf,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.6254304276223819,tfidf,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
take care of these prescriptions,Information-Giving,Take care,PROVIDER_PARTNERSHIP,0.6254304276223819,tfidf,code,Information-Giving :: PROVIDER_PARTNERSHIP,32cbd329ad9dadac106b162e4e1d17e26ae1c88b
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking,0.7845784955978854,lsa,code,Information-Giving :: Information-Seeking,3705e3cb956aa40ab817d0da4eede2461aafa16a
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking,0.6749117374420166,sbert,code,Information-Giving :: Information-Seeking,3705e3cb956aa40ab817d0da4eede2461aafa16a
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000003576278689,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
I am all set,Information-Giving,You  should be all set.,PROVIDER_PARTNERSHIP,0.6753842093797657,lsa,code,Information-Giving :: PROVIDER_PARTNERSHIP,45a6cc4f975d58ccf8787400a06be19d34d50a71
I am all set,Information-Giving,You  should be all set.,PROVIDER_PARTNERSHIP,0.7899960279464722,sbert,code,Information-Giving :: PROVIDER_PARTNERSHIP,45a6cc4f975d58ccf8787400a06be19d34d50a71
