pair_key,lsa,sbert,tfidf,total_all_methods
PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||Connection,0,0,1,1
PROVIDER_PARTNERSHIP||salutation :: PATIENT_PARTNERSHIP||salutation,11,16,48,75
PROVIDER_PARTNERSHIP||signoff :: PATIENT_PARTNERSHIP||Appreciation/gratitude,2,0,3,5
PROVIDER_PARTNERSHIP||signoff :: PATIENT_PARTNERSHIP||signoff,3,5,8,16
PROVIDER_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||Appreciation/gratitude,0,0,1,1
PROVIDER_PARTNERSHIP||signoff :: PROVIDER_PARTNERSHIP||Connection,0,0,2,2
PROVIDER_Shared-Decision_Making||Approval/Reinforcement :: Information-Giving||Diagnostics,0,0,1,1
PROVIDER_Shared-Decision_Making||Encourage_questions :: PROVIDER_PARTNERSHIP||Maintain_communication,0,0,2,2
Socioemotional_/_Empathy||Acknowledge_Error :: PATIENT_PARTNERSHIP||Connection,1,0,0,1
Socioemotional_/_Empathy||Acknowledge_Error :: PROVIDER_PARTNERSHIP||Connection,2,0,1,3
Socioemotional_/_Empathy||Acknowledge_Error :: Socioemotional_/_Empathy||Sadness/fear,1,0,1,2
Socioemotional_/_Empathy||Express_concern/unease :: Information-Giving||Drugs,1,0,0,1
Socioemotional_/_Empathy||Express_concern/unease :: Information-Giving||General_information,1,0,0,1
Socioemotional_/_Empathy||Express_concern/unease :: Information-Giving||Symptoms,0,0,1,1
Socioemotional_/_Empathy||Express_concern/unease :: PATIENT_PARTNERSHIP||active_participation_/involvement,1,0,0,1
Socioemotional_/_Empathy||Express_concern/unease :: Socioemotional_/_Empathy||Reassurance,0,1,0,1
Socioemotional_/_Empathy||Reassurance :: PATIENT_PARTNERSHIP||Connection,0,0,1,1
